#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T00:42:31 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T00:42:31	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJ/843/16/table2&-out=PGC1,Nm,logK,Dist,sigmaV,R2t,Rg,logMK,logMd&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18430016
#Name: J/ApJ/843/16
#Title: Galaxy groups within 3500km/s (Kourkchi+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/apj/843/16	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/843/16	    IVOID of underlying data collection
#INFO	creator=Kourkchi E.	    First author or institution
#INFO	cites=bibcode:2017ApJ...843...16K	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/843/16	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18430016	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-05-14	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_ApJ_843_16_table2:
#Name: J/ApJ/843/16/table2
#Title: Catalog of galaxy groups
#Column	PGC1	(I7)	[35/9002824] Group Principal Galaxies Catalog ID (1)	[ucd=meta.id]
#Column	Nm	(I3)	[1/714] Number of galaxies in the group	[ucd=meta.number]
#Column	logK	(F5.2)	[1.7/13]? log Ks band absolute luminosity of group	[ucd=phys.luminosity;em.IR]
#Column	Dist	(F5.2)	[0.01/94.2]? Distance of group (G2)	[ucd=pos.distance;pos.heliocentric]
#Column	sigmaV	(I3)	[0/800] Group line-of-sight velocity dispersion (6)	[ucd=phys.veloc.dispersion]
#Column	R2t	(F6.3)	[0.003/1.7] Second turnaround radius of group from luminosity (7)	[ucd=phys.size.radius;pos.lg]
#Column	Rg	(F6.3)	[0.001/8.3]? Projected virial radius of group (8)	[ucd=phys.size.radius]
#Column	logMK	(F6.3)	[6.5/15] log of group mass from luminosity (9)	[ucd=phys.mass]
#Column	logMd	(F6.3)	[2.5/15]? log of group dynamic mass (10)	[ucd=phys.mass]
PGC1	Nm	logK	Dist	sigmaV	R2t	Rg	logMK	logMd
  25232	  1	 8.36	13.37	  0	 0.078	      	10.684	
  51217	  1	 8.80	     	  0	 0.093	      	10.907	
  14658	  1	 8.80	     	  0	 0.093	      	10.907	
4005869	  1	 8.80	     	  0	 0.093	      	10.906	
2080256	  2	 8.80	     	  0	 0.093	 0.010	10.906	 6.413
2608229	  1	 8.80	     	  0	 0.093	      	10.906	
  49962	  1	 8.80	     	  0	 0.093	      	10.905	
 793548	  1	 8.80	     	  0	 0.093	      	10.905	
   6545	  1	 8.80	     	  0	 0.093	      	10.905	
 282435	  1	 8.80	     	  0	 0.093	      	10.905	
  66142	  1	 8.77	17.86	  0	 0.092	      	10.891	
3998865	  1	 8.80	     	  0	 0.093	      	10.905	
 135787	  1	 8.80	     	  0	 0.093	      	10.905	
  18653	  1	 8.80	     	  0	 0.093	      	10.904	
  72034	  1	 8.80	     	  0	 0.093	      	10.904	
1124896	  2	 8.80	     	 31	 0.093	 0.047	10.903	10.625
3169631	  1	 8.79	     	  0	 0.093	      	10.903	
 938611	  1	 8.79	     	  0	 0.093	      	10.901	
 138508	  1	 8.79	     	  0	 0.093	      	10.901	
  67902	  1	 8.79	     	  0	 0.093	      	10.901	
  65250	  1	 8.79	     	  0	 0.092	      	10.901	
4001421	  1	 8.79	     	  0	 0.092	      	10.901	
2530610	  1	 8.79	     	  0	 0.092	      	10.900	
1034072	  1	 8.53	     	  0	 0.084	      	10.771	
1016598	  1	 7.62	     	  0	 0.059	      	10.314	
4614855	  1	 8.79	     	  0	 0.092	      	10.900	
 838687	  1	 8.79	     	  0	 0.092	      	10.900	
3423333	  1	 8.79	     	  0	 0.092	      	10.899	
1580851	  1	 8.79	     	  0	 0.092	      	10.899	
 524507	  1	 8.79	     	  0	 0.092	      	10.900	
  36252	  3	 8.79	     	  1	 0.092	 0.045	10.899	 7.839
4614825	  1	 8.79	     	  0	 0.092	      	10.899	
  86658	  1	 8.79	     	  0	 0.092	      	10.898	
 430731	  1	 8.78	     	  0	 0.092	      	10.897	
  51166	  1	 8.79	     	  0	 0.092	      	10.898	
  50212	  1	 8.79	     	  0	 0.092	      	10.898	
  72882	  1	 9.21	16.44	  0	 0.109	      	11.114	
3085813	  1	 8.78	     	  0	 0.092	      	10.897	
  54003	  1	 8.78	     	  0	 0.092	      	10.897	
 791909	  1	 8.78	     	  0	 0.092	      	10.895	
  11065	  1	 8.74	23.88	  0	 0.091	      	10.877	
  87138	  1	 8.19	     	  0	 0.074	      	10.602	
  68793	  1	 8.16	     	  0	 0.073	      	10.585	
2597325	  1	 8.78	     	  0	 0.092	      	10.894	
3093931	  1	 8.78	     	  0	 0.092	      	10.894	
   9530	  1	 8.78	     	  0	 0.092	      	10.894	
1145574	  1	 8.78	     	  0	 0.092	      	10.894	
4581581	  1	 8.78	     	  0	 0.092	      	10.894	
 100169	  1	 8.78	     	  0	 0.092	      	10.893	
   9638	  1	 8.48	20.70	  0	 0.082	      	10.747	
4003630	  1	 8.78	     	  0	 0.092	      	10.893	
 402085	  1	 8.78	     	  0	 0.092	      	10.893	
1407829	  1	 8.77	     	  0	 0.092	      	10.892	
   3671	  1	 8.77	     	  0	 0.092	      	10.892	
4079108	  1	 8.77	     	  0	 0.092	      	10.892	
  12868	  1	 9.06	22.08	  0	 0.103	      	11.037	
  27489	  1	 8.77	     	  0	 0.092	      	10.891	
3174004	  1	 8.77	     	  0	 0.092	      	10.891	
2152660	  1	 8.22	     	  0	 0.074	      	10.615	
4012235	  1	 8.12	     	  0	 0.071	      	10.563	
 135491	  1	 8.77	     	  0	 0.092	      	10.891	
  59236	  1	 8.77	     	  0	 0.092	      	10.890	
4081754	  1	 8.77	     	  0	 0.092	      	10.890	
  33505	  1	 8.77	     	  0	 0.092	      	10.890	
1543427	  1	 8.77	     	  0	 0.092	      	10.890	
 106003	  1	 8.77	     	  0	 0.092	      	10.889	
  37000	  1	 8.77	     	  0	 0.092	      	10.890	
  34249	  1	 8.77	29.79	  0	 0.092	      	10.890	
  48525	  1	 8.77	     	  0	 0.092	      	10.889	
  24540	  1	 8.77	     	  0	 0.092	      	10.889	
  34466	  1	 8.77	     	  0	 0.092	      	10.888	
 984636	  1	 8.76	     	  0	 0.091	      	10.887	
   6908	  1	 8.76	     	  0	 0.091	      	10.886	
3093573	  1	 8.76	     	  0	 0.091	      	10.886	
  54350	  1	 8.76	     	  0	 0.091	      	10.886	
  54864	  1	 8.76	     	  0	 0.091	      	10.886	
 213983	  1	 8.76	     	  0	 0.091	      	10.885	
  87189	  2	 8.76	     	 25	 0.091	 0.136	10.885	10.899
5059671	  1	 8.17	     	  0	 0.073	      	10.589	
  10407	  1	 8.15	     	  0	 0.072	      	10.579	
1065381	  1	 8.76	     	  0	 0.091	      	10.885	
  52572	  1	 8.76	     	  0	 0.091	      	10.884	
1149241	  1	 8.76	     	  0	 0.091	      	10.884	
 213590	  1	 8.76	     	  0	 0.091	      	10.883	
  56917	  1	 8.15	29.51	  0	 0.072	      	10.579	
  25001	  1	 8.75	     	  0	 0.091	      	10.883	
4001302	  1	 8.75	     	  0	 0.091	      	10.881	
3209930	  1	 8.75	     	  0	 0.091	      	10.881	
1210443	  1	 8.75	     	  0	 0.091	      	10.880	
   5957	  1	 8.75	     	  0	 0.091	      	10.880	
  27602	  1	 8.75	     	  0	 0.091	      	10.880	
  32319	  1	 8.75	     	  0	 0.091	      	10.879	
4309976	  1	 8.75	     	  0	 0.091	      	10.879	
  17842	  1	 8.75	     	  0	 0.091	      	10.878	
 689821	  1	 8.75	     	  0	 0.091	      	10.878	
1099161	  2	 8.75	     	 10	 0.091	 0.014	10.878	 9.140
2655141	  1	 8.34	     	  0	 0.078	      	10.676	
  36375	  1	 8.32	     	  0	 0.077	      	10.664	
  36362	  1	 7.93	     	  0	 0.066	      	10.470	
2666144	  1	 7.89	     	  0	 0.065	      	10.449	
  23713	  1	 8.75	     	  0	 0.091	      	10.878	
  69017	  1	 8.74	     	  0	 0.091	      	10.877	
  64718	  1	 8.74	     	  0	 0.091	      	10.876	
1305917	  1	 8.74	     	  0	 0.091	      	10.877	
 376121	  1	 8.74	     	  0	 0.091	      	10.876	
 656864	  1	 8.74	     	  0	 0.091	      	10.876	
  11744	  1	 9.35	10.52	  0	 0.116	      	11.196	
2056001	  1	 8.74	     	  0	 0.091	      	10.875	
  11809	  1	 8.36	40.36	  0	 0.078	      	10.686	
  60080	  1	 8.74	     	  0	 0.091	      	10.874	
 988359	  1	 8.74	     	  0	 0.091	      	10.874	
2158182	  1	 8.74	     	  0	 0.091	      	10.874	
   9347	  1	 8.74	     	  0	 0.091	      	10.873	
 688695	  1	 8.74	     	  0	 0.091	      	10.873	
4614962	  1	 8.74	     	  0	 0.091	      	10.873	
   4913	  1	 8.51	14.00	  0	 0.083	      	10.760	
3169892	  1	 8.73	     	  0	 0.090	      	10.873	
 166094	  1	 8.27	     	  0	 0.076	      	10.639	
2807125	  1	 7.97	     	  0	 0.068	      	10.491	
3173463	  1	 8.73	     	  0	 0.090	      	10.870	
 131705	  1	 8.73	     	  0	 0.090	      	10.870	
  21525	  1	 8.73	     	  0	 0.090	      	10.870	
 100890	  1	 8.73	     	  0	 0.090	      	10.869	
4410978	  2	 8.73	     	 16	 0.090	 0.026	10.869	 9.760
1437841	  1	 8.73	     	  0	 0.090	      	10.869	
  22748	  1	 8.73	     	  0	 0.090	      	10.869	
 101243	  1	 8.73	     	  0	 0.090	      	10.869	
 969562	  1	 8.73	     	  0	 0.090	      	10.869	
1133411	  1	 8.73	     	  0	 0.090	      	10.868	
1495046	  1	 8.73	     	  0	 0.090	      	10.868	
 103224	  1	 8.73	     	  0	 0.090	      	10.868	
 769952	  1	 8.72	     	  0	 0.090	      	10.867	
4132991	  2	 8.72	     	 15	 0.090	 0.057	10.867	10.061
  21585	  1	 7.86	10.38	  0	 0.065	      	10.435	
  21073	  1	 6.93	10.47	  0	 0.045	      	 9.971	
2801044	  1	 8.72	     	  0	 0.090	      	10.867	
1046766	  1	 8.72	     	  0	 0.090	      	10.867	
3311950	  1	 8.72	     	  0	 0.090	      	10.866	
  35705	  1	 8.35	29.24	  0	 0.078	      	10.679	
4668291	  1	 8.72	     	  0	 0.090	      	10.866	
 135398	  1	 8.72	     	  0	 0.090	      	10.866	
1058876	  1	 8.72	     	  0	 0.090	      	10.865	
4012134	  1	 8.72	     	  0	 0.090	      	10.865	
   5004	  1	 8.72	     	  0	 0.090	      	10.865	
  27076	  1	 8.72	     	  0	 0.090	      	10.865	
3296622	  1	 8.72	     	  0	 0.090	      	10.864	
3088226	  1	 8.72	     	  0	 0.090	      	10.863	
2315215	  2	 8.72	     	  7	 0.090	 0.112	10.863	 9.679
 661563	  1	 8.71	     	  0	 0.090	      	10.863	
2268755	  1	 8.71	     	  0	 0.090	      	10.863	
2801030	  1	 8.71	     	  0	 0.090	      	10.862	
   7305	  1	 8.71	     	  0	 0.090	      	10.862	
  32799	  1	 8.29	     	  0	 0.076	      	10.648	
4000244	  1	 7.89	     	  0	 0.066	      	10.452	
 525552	  1	 8.71	     	  0	 0.090	      	10.862	
2453040	  1	 8.71	     	  0	 0.090	      	10.862	
  25443	  1	 8.71	15.70	  0	 0.090	      	10.859	
 805837	  1	 8.71	     	  0	 0.090	      	10.860	
  19559	  1	 8.71	     	  0	 0.090	      	10.860	
5059371	  1	 8.71	     	  0	 0.090	      	10.860	
4003351	  1	 8.71	     	  0	 0.090	      	10.859	
1041178	  1	 8.71	     	  0	 0.090	      	10.859	
 166089	  1	 8.71	     	  0	 0.090	      	10.859	
   3062	  1	 8.35	30.48	  0	 0.078	      	10.679	
  29428	  1	 8.10	10.52	  0	 0.071	      	10.554	
  31307	  1	 8.23	     	  0	 0.075	      	10.619	
  30187	  1	 7.96	     	  0	 0.067	      	10.486	
1350642	  1	 8.71	     	  0	 0.089	      	10.858	
4015540	  1	 8.70	     	  0	 0.089	      	10.857	
 131056	  1	 8.70	     	  0	 0.089	      	10.857	
3173348	  1	 8.70	     	  0	 0.089	      	10.857	
  37667	  1	 8.70	     	  0	 0.089	      	10.857	
 140323	  2	 8.70	     	  7	 0.089	 0.146	10.856	 9.859
 709469	  1	 8.70	     	  0	 0.089	      	10.856	
4088897	  1	 8.23	     	  0	 0.074	      	10.618	
4088752	  1	 7.95	     	  0	 0.067	      	10.480	
    721	  1	 8.70	     	  0	 0.089	      	10.856	
1388812	  1	 8.70	     	  0	 0.089	      	10.856	
  37404	  1	 8.70	     	  0	 0.089	      	10.855	
3177476	  1	 8.70	     	  0	 0.089	      	10.854	
 896654	  1	 8.70	     	  0	 0.089	      	10.855	
4614833	  1	 8.70	     	  0	 0.089	      	10.854	
  31287	  1	 8.70	     	  0	 0.089	      	10.854	
3237275	  1	 8.70	     	  0	 0.089	      	10.853	
  47759	  1	 8.69	     	  0	 0.089	      	10.852	
2661153	  1	 8.69	     	  0	 0.089	      	10.852	
  95619	  1	 8.69	     	  0	 0.089	      	10.852	
  84875	  1	 8.69	     	  0	 0.089	      	10.851	
 671422	  1	 8.69	     	  0	 0.089	      	10.851	
2076215	  1	 8.69	     	  0	 0.089	      	10.851	
3277572	  1	 8.69	     	  0	 0.089	      	10.851	
  16643	  2	 8.69	     	  2	 0.089	 0.013	10.851	 7.433
5065030	  1	 8.69	     	  0	 0.089	      	10.851	
 186573	  1	 8.69	     	  0	 0.089	      	10.850	
3525601	  1	 8.69	     	  0	 0.089	      	10.850	
 505805	  1	 8.69	     	  0	 0.089	      	10.850	
1934626	  1	 8.69	     	  0	 0.089	      	10.849	
 106235	  1	 8.69	     	  0	 0.089	      	10.848	
4668294	  1	 8.69	     	  0	 0.089	      	10.848	
1224445	  1	 8.68	     	  0	 0.089	      	10.847	
 783065	  1	 8.68	     	  0	 0.089	      	10.847	
  31996	  1	 8.37	27.04	  0	 0.079	      	10.689	
2304005	  1	 8.68	     	  0	 0.089	      	10.846	
   8497	  1	 8.68	     	  0	 0.089	      	10.846	
2162482	  1	 8.68	     	  0	 0.089	      	10.846	
3998253	  1	 8.68	     	  0	 0.089	      	10.846	
3275497	  1	 8.68	     	  0	 0.089	      	10.846	
  90973	  1	 8.68	     	  0	 0.089	      	10.846	
  51604	  2	 8.68	     	  2	 0.089	 0.001	10.845	 6.822
1538426	  1	 8.68	     	  0	 0.089	      	10.844	
1434718	  1	 8.68	     	  0	 0.089	      	10.844	
  42888	  1	 8.68	     	  0	 0.089	      	10.844	
  35873	  1	 8.68	     	  0	 0.089	      	10.844	
1373744	  1	 8.68	     	  0	 0.089	      	10.844	
  66122	  1	 8.68	     	  0	 0.089	      	10.844	
  24494	  1	 8.68	     	  0	 0.088	      	10.843	
1145176	  1	 8.68	     	  0	 0.088	      	10.843	
  34838	  1	 8.68	     	  0	 0.088	      	10.843	
 685644	  1	 8.68	     	  0	 0.088	      	10.843	
  43219	  1	 8.67	     	  0	 0.088	      	10.841	
1745706	  1	 8.67	     	  0	 0.088	      	10.841	
1729067	  1	 8.67	     	  0	 0.088	      	10.842	
4466155	  1	 8.67	     	  0	 0.088	      	10.841	
3786719	  1	 8.67	     	  0	 0.088	      	10.841	
3994532	  1	 8.67	     	  0	 0.088	      	10.839	
  31122	  1	 8.48	     	  0	 0.082	      	10.744	
1798058	  1	 7.28	     	  0	 0.052	      	10.143	
  22508	  1	 8.67	     	  0	 0.088	      	10.839	
  69133	  1	 8.67	     	  0	 0.088	      	10.839	
4543887	  1	 8.67	     	  0	 0.088	      	10.839	
3312581	  1	 8.67	     	  0	 0.088	      	10.839	
  29427	  1	 8.53	10.52	  0	 0.084	      	10.769	
  20690	  1	 8.67	     	  0	 0.088	      	10.839	
1125333	  1	 8.67	     	  0	 0.088	      	10.839	
  70760	  1	 8.67	     	  0	 0.088	      	10.839	
3998221	  1	 8.67	     	  0	 0.088	      	10.839	
 166187	  1	 8.66	     	  0	 0.088	      	10.838	
1604909	  1	 8.66	     	  0	 0.088	      	10.838	
3932264	  1	 8.66	     	  0	 0.088	      	10.837	
 892359	  1	 8.66	     	  0	 0.088	      	10.836	
  71808	  1	 8.66	     	  0	 0.088	      	10.836	
  28238	  1	 8.66	     	  0	 0.088	      	10.836	
  72271	  1	 8.66	     	  0	 0.088	      	10.836	
  59309	  1	 8.66	     	  0	 0.088	      	10.836	
  32662	  1	 8.66	     	  0	 0.088	      	10.834	
  18786	  1	 8.66	     	  0	 0.088	      	10.834	
 652858	  1	 8.66	     	  0	 0.088	      	10.834	
1651974	  1	 8.66	     	  0	 0.088	      	10.833	
4001725	  1	 8.65	     	  0	 0.088	      	10.833	
1152929	  1	 8.65	     	  0	 0.088	      	10.833	
1120719	  1	 8.65	     	  0	 0.088	      	10.832	
 214434	  1	 8.65	     	  0	 0.088	      	10.832	
  88632	  1	 8.65	     	  0	 0.088	      	10.831	
 138956	  1	 8.65	     	  0	 0.088	      	10.831	
  25096	  1	 8.65	     	  0	 0.088	      	10.831	
1108920	  1	 8.65	     	  0	 0.088	      	10.831	
3994656	  1	 8.65	     	  0	 0.088	      	10.831	
  31923	  1	 8.65	     	  0	 0.088	      	10.831	
  27622	  1	 8.65	     	  0	 0.088	      	10.830	
3129299	  1	 8.65	     	  0	 0.088	      	10.830	
1519789	  1	 8.65	     	  0	 0.088	      	10.829	
  57323	  1	 8.65	     	  0	 0.088	      	10.830	
1067957	  1	 8.65	     	  0	 0.088	      	10.829	
3998875	  1	 8.65	     	  0	 0.088	      	10.829	
 135597	  1	 8.65	     	  0	 0.088	      	10.829	
  63213	  1	 8.65	     	  0	 0.088	      	10.829	
4551296	  1	 8.65	     	  0	 0.087	      	10.829	
  86657	  1	 8.65	     	  0	 0.087	      	10.829	
 132632	  1	 8.65	     	  0	 0.087	      	10.829	
 730138	  1	 8.65	     	  0	 0.087	      	10.828	
4284662	  1	 8.65	     	  0	 0.087	      	10.828	
 346414	  1	 8.64	     	  0	 0.087	      	10.827	
4096629	  1	 8.64	     	  0	 0.087	      	10.827	
  93844	  1	 8.64	     	  0	 0.087	      	10.826	
  68046	  1	 8.64	     	  0	 0.087	      	10.826	
  13612	  1	 9.13	11.27	  0	 0.106	      	11.076	
  67015	  1	 8.64	     	  0	 0.087	      	10.825	
3661183	  1	 8.64	     	  0	 0.087	      	10.825	
4011636	  1	 8.64	     	  0	 0.087	      	10.825	
  12303	  1	 8.64	     	  0	 0.087	      	10.824	
4079366	  1	 8.64	     	  0	 0.087	      	10.824	
4086412	  1	 8.64	     	  0	 0.087	      	10.825	
4012350	  1	 8.64	     	  0	 0.087	      	10.824	
  51247	  1	 8.64	     	  0	 0.087	      	10.824	
1216254	  1	 8.64	     	  0	 0.087	      	10.824	
  22605	  1	 8.64	     	  0	 0.087	      	10.823	
4278930	  1	 8.63	     	  0	 0.087	      	10.823	
  25607	  1	 8.63	     	  0	 0.087	      	10.822	
4095871	  1	 8.63	     	  0	 0.087	      	10.822	
3268943	  1	 8.63	     	  0	 0.087	      	10.822	
2342822	  1	 8.63	     	  0	 0.087	      	10.821	
 794421	  1	 8.63	     	  0	 0.087	      	10.821	
1125203	  1	 8.63	     	  0	 0.087	      	10.821	
1411844	  1	 8.63	     	  0	 0.087	      	10.822	
1574705	  1	 8.63	     	  0	 0.087	      	10.820	
  87197	  1	 8.63	     	  0	 0.087	      	10.820	
 724973	  1	 8.63	     	  0	 0.087	      	10.820	
  91426	  1	 8.63	     	  0	 0.087	      	10.820	
1074374	  1	 8.63	     	  0	 0.087	      	10.820	
  91012	  1	 8.63	     	  0	 0.087	      	10.820	
4007178	  1	 8.63	     	  0	 0.087	      	10.820	
  90979	  1	 8.63	     	  0	 0.087	      	10.820	
  10572	  1	 8.63	     	  0	 0.087	      	10.819	
  30897	  1	 8.63	     	  0	 0.087	      	10.819	
 744329	  1	 8.63	     	  0	 0.087	      	10.819	
 685874	  1	 8.63	     	  0	 0.087	      	10.819	
   7871	  1	 8.63	     	  0	 0.087	      	10.819	
  29997	  2	 8.77	13.18	  5	 0.092	 0.031	10.889	 8.890
  62227	  1	 8.63	     	  0	 0.087	      	10.818	
1174229	  2	 8.63	     	 12	 0.087	 0.001	10.818	 7.957
3996879	  1	 8.63	     	  0	 0.087	      	10.818	
  86431	  1	 8.63	     	  0	 0.087	      	10.818	
  87424	  1	 8.62	     	  0	 0.087	      	10.817	
3184393	  1	 8.62	     	  0	 0.087	      	10.817	
  30690	  1	 8.62	     	  0	 0.087	      	10.817	
1719550	  1	 8.62	     	  0	 0.087	      	10.816	
1140244	  1	 8.62	     	  0	 0.087	      	10.816	
3252410	  1	 8.04	     	  0	 0.069	      	10.525	
 756079	  1	 8.00	     	  0	 0.068	      	10.507	
  49923	  1	 9.25	 6.58	  0	 0.111	      	11.137	
4306138	  1	 8.62	     	  0	 0.087	      	10.816	
  51017	  1	 8.62	     	  0	 0.087	      	10.816	
  71229	  1	 8.62	     	  0	 0.087	      	10.815	
4084233	  1	 8.62	     	  0	 0.087	      	10.815	
4192471	  1	 8.62	     	  0	 0.087	      	10.814	
4010634	  1	 8.62	     	  0	 0.087	      	10.815	
  28673	  1	 8.62	     	  0	 0.087	      	10.814	
   3421	  1	 8.62	     	  0	 0.087	      	10.814	
5064904	  1	 8.62	     	  0	 0.087	      	10.814	
3265223	  1	 8.62	     	  0	 0.086	      	10.814	
4563031	  1	 8.62	     	  0	 0.086	      	10.813	
  56001	  1	 8.38	27.04	  0	 0.079	      	10.694	
 633210	  1	 8.61	     	  0	 0.086	      	10.812	
3210664	  1	 8.61	     	  0	 0.086	      	10.812	
  46645	  1	 8.61	     	  0	 0.086	      	10.812	
  67946	  1	 8.87	 7.69	  0	 0.095	      	10.940	
   8204	  1	 8.61	     	  0	 0.086	      	10.811	
 217658	  1	 8.61	     	  0	 0.086	      	10.811	
3997858	  1	 8.61	     	  0	 0.086	      	10.811	
1039933	  1	 8.61	     	  0	 0.086	      	10.811	
5065038	  1	 8.61	     	  0	 0.086	      	10.811	
1149494	  2	 8.61	     	  2	 0.086	 0.060	10.810	 8.348
  18583	  1	 8.61	     	  0	 0.086	      	10.810	
3291072	  1	 8.11	     	  0	 0.071	      	10.560	
3290787	  1	 7.89	     	  0	 0.066	      	10.452	
 103746	  1	 8.61	     	  0	 0.086	      	10.810	
   1714	  1	 8.40	26.18	  0	 0.080	      	10.705	
  28317	  2	 8.01	     	  9	 0.068	 0.004	10.509	 8.480
  27785	  1	 7.42	     	  0	 0.055	      	10.215	
  27591	  1	 7.38	     	  0	 0.054	      	10.196	
2527021	  1	 8.61	     	  0	 0.086	      	10.808	
2138700	  1	 8.61	     	  0	 0.086	      	10.808	
  11787	  1	 8.61	     	  0	 0.086	      	10.808	
   3803	  1	 8.61	     	  0	 0.086	      	10.808	
1674739	  1	 8.61	     	  0	 0.086	      	10.808	
5064842	  1	 8.60	     	  0	 0.086	      	10.807	
  56232	  1	 8.60	     	  0	 0.086	      	10.806	
1119651	  1	 8.60	     	  0	 0.086	      	10.806	
5061305	  1	 8.60	     	  0	 0.086	      	10.806	
 999560	  1	 8.60	     	  0	 0.086	      	10.806	
4528888	  1	 8.60	     	  0	 0.086	      	10.806	
  87509	  1	 8.60	     	  0	 0.086	      	10.806	
3170694	  1	 8.60	     	  0	 0.086	      	10.805	
1055448	  1	 8.60	     	  0	 0.086	      	10.806	
3291795	  1	 8.60	     	  0	 0.086	      	10.805	
  51859	  1	 8.60	     	  0	 0.086	      	10.805	
4003122	  1	 8.60	     	  0	 0.086	      	10.804	
2309058	  1	 8.60	     	  0	 0.086	      	10.804	
5064966	  1	 8.60	     	  0	 0.086	      	10.804	
3996050	  1	 8.60	     	  0	 0.086	      	10.804	
1060528	  1	 8.60	     	  0	 0.086	      	10.803	
  26761	  1	 8.01	 4.29	  0	 0.068	      	10.509	
 100744	  1	 8.60	     	  0	 0.086	      	10.803	
 166109	  1	 8.60	     	  0	 0.086	      	10.803	
  24802	  1	 8.59	     	  0	 0.086	      	10.803	
3996641	  1	 8.59	     	  0	 0.086	      	10.802	
3292908	  1	 8.59	     	  0	 0.086	      	10.802	
1366921	  1	 8.59	     	  0	 0.086	      	10.801	
    562	  1	 8.59	     	  0	 0.086	      	10.801	
4123733	  1	 8.59	     	  0	 0.086	      	10.801	
  17603	  1	 8.41	     	  0	 0.080	      	10.708	
 138836	  1	 7.16	     	  0	 0.049	      	10.086	
2172518	  1	 8.59	     	  0	 0.086	      	10.801	
1798958	  1	 8.59	     	  0	 0.086	      	10.801	
2289339	  1	 8.59	     	  0	 0.086	      	10.801	
4576589	  1	 8.59	     	  0	 0.086	      	10.799	
1094491	  1	 8.59	     	  0	 0.086	      	10.800	
 101521	  1	 8.59	     	  0	 0.086	      	10.800	
4008679	  1	 8.59	     	  0	 0.086	      	10.799	
  92835	  2	 8.59	     	  1	 0.086	 0.120	10.799	 7.533
   3109	  1	 8.59	     	  0	 0.086	      	10.799	
1950764	  1	 8.59	     	  0	 0.086	      	10.799	
  57926	  1	 8.59	     	  0	 0.086	      	10.799	
3304440	  1	 8.59	     	  0	 0.086	      	10.799	
1382354	  1	 8.59	     	  0	 0.086	      	10.799	
5060121	  1	 8.59	     	  0	 0.085	      	10.799	
  82584	  1	 8.59	     	  0	 0.085	      	10.799	
3531624	  1	 8.59	     	  0	 0.085	      	10.799	
2183225	  1	 8.59	     	  0	 0.085	      	10.799	
1063855	  1	 8.59	     	  0	 0.085	      	10.798	
4008881	  1	 8.59	     	  0	 0.085	      	10.798	
4099362	  1	 8.18	     	  0	 0.073	      	10.594	
4576561	  1	 7.73	     	  0	 0.062	      	10.371	
  17250	  1	 8.59	     	  0	 0.085	      	10.798	
4019074	  1	 8.58	     	  0	 0.085	      	10.797	
  30270	  1	 8.58	     	  0	 0.085	      	10.797	
4008131	  1	 8.58	     	  0	 0.085	      	10.797	
3543660	  1	 8.58	     	  0	 0.085	      	10.797	
  52193	  1	 8.36	34.04	  0	 0.078	      	10.687	
  87184	  1	 8.58	     	  0	 0.085	      	10.797	
3416054	  1	 8.00	     	  0	 0.068	      	10.507	
3416068	  1	 7.96	     	  0	 0.067	      	10.484	
3176523	  1	 8.58	     	  0	 0.085	      	10.796	
 685228	  1	 8.58	     	  0	 0.085	      	10.796	
1088647	  1	 8.58	     	  0	 0.085	      	10.795	
4001087	  1	 8.58	     	  0	 0.085	      	10.795	
 538690	  1	 8.58	     	  0	 0.085	      	10.794	
4121420	  1	 8.58	     	  0	 0.085	      	10.794	
4328701	  1	 8.58	     	  0	 0.085	      	10.794	
2807214	  1	 8.58	     	  0	 0.085	      	10.794	
  24089	  1	 8.58	     	  0	 0.085	      	10.794	
  31046	  2	 8.58	     	 27	 0.085	 0.001	10.794	 8.843
 657862	  1	 8.58	     	  0	 0.085	      	10.793	
4355676	  1	 8.58	     	  0	 0.085	      	10.793	
  27261	  1	 8.58	     	  0	 0.085	      	10.793	
3177155	  1	 8.58	     	  0	 0.085	      	10.793	
  19705	  1	 8.57	     	  0	 0.085	      	10.792	
1550851	  1	 8.57	     	  0	 0.085	      	10.792	
4001742	  1	 8.57	     	  0	 0.085	      	10.792	
