#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T10:46:07 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T10:46:07	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=VII/155/rc3&-out=name,altname,PGC,T,BT,e_BT,B-VT,e_B-VT,B-VoT,U-BT,Ai,Ag&-out.add=_RAJ2000,_DEJ2000&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7155
#Name: VII/155
#Title: Third Reference Cat. of Bright Galaxies (RC3) (de Vaucouleurs+ 1991)
#INFO	ivoid=ivo://cds.vizier/vii/155	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/155	    IVOID of underlying data collection
#INFO	creator=de Vaucouleurs G.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/155	    Dataset landing page
#INFO	publication_date=2002-08-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_155_rc3:
#Name: VII/155/rc3
#Title: The revised RC3 catalog
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	name	(a12)	Name	[ucd=meta.id]
#Column	altname	(a15)	Alternate name	[ucd=meta.id]
#Column	PGC	(a11)	PGC number	[ucd=meta.id;meta.main]
#Column	T	(F4.1)	? T (Hubble stage)	[ucd=src.morph.type]
#Column	BT	(F5.2)	? BT (total B magnitude)	[ucd=phot.mag;em.opt.B]
#Column	e_BT	(F5.2)	? Mean error on BT	[ucd=stat.error]
#Column	B-VT	(F5.2)	? (B-V)T (total (B-V))	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-VT	(F5.2)	? Mean error on (B-V)T	[ucd=stat.error]
#Column	B-VoT	(F5.2)	? (B-V)oT	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	U-BT	(F5.2)	? (U-B)T (total (U-B))	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	Ai	(F5.2)	? Ai (internal B extinction)	[ucd=phys.absorption]
#Column	Ag	(F5.2)	? Ag (galactic extinction in B)	[ucd=phys.absorption]
_RAJ2000	_DEJ2000	name	altname	PGC	T	BT	e_BT	B-VT	e_B-VT	B-VoT	U-BT	Ai	Ag
214.950383	+51.900074	            	 UGC  9178     	PGC51214   	    	     	     	     	     	     	     	 0.56	 0.00
214.992861	-10.230007	            	               	PGC51218   	 9.0	     	     	     	     	     	     	 0.28	 0.24
215.020360	 +3.992792	NGC  5560   	 UGC  9172     	PGC51223   	 3.0	13.20	 0.20	 0.83	 0.03	 0.55	 0.18	 1.01	 0.06
215.046611	+10.263635	NGC  5562   	 UGC  9174     	PGC51227   	    	     	     	     	     	     	     	 0.06	 0.00
215.060782	-29.747258	            	 ESO  446- 49  	PGC51229   	-1.2	     	     	     	     	     	     	 0.00	 0.43
215.085777	 +3.933070	NGC  5566   	 UGC  9175     	PGC51233   	 2.0	11.46	 0.13	 0.91	 0.01	 0.73	 0.45	 0.59	 0.06
215.110785	+35.188946	NGC  5579   	 UGC  9180     	PGC51236   	 6.0	     	     	     	     	     	     	 0.20	 0.00
215.100361	+10.433357	            	 UGC  9177     	PGC51237   	 6.0	     	     	     	     	     	     	 0.06	 0.00
215.129967	-52.353119	            	               	PGC51239   	 9.0	     	     	     	     	     	     	 0.04	 1.19
215.134110	 +3.982515	NGC  5569   	 UGC  9176     	PGC51241   	 6.0	     	     	     	     	     	     	 0.11	 0.06
215.142449	-29.241980	NGC  5556   	 ESO  446- 50  	PGC51245   	 7.0	     	     	     	     	     	     	 0.14	 0.33
215.177448	-27.385310	            	 ESO  511- 33  	PGC51250   	 3.3	     	     	     	     	     	     	 0.97	 0.26
215.181621	+39.693118	NGC  5582   	 UGC  9188     	PGC51251   	-5.0	12.48	 0.14	 0.87	 0.02	     	     	 0.00	 0.00
215.186613	+21.938374	            	 UGC  9182     	PGC51253   	 7.0	     	     	     	     	     	     	 0.88	 0.01
215.224530	+23.603932	            	 UGC  9186     	PGC51264   	 1.0	     	     	     	     	     	     	 0.48	 0.00
215.225362	+14.999753	            	 UGC  9185     	PGC51266   	    	     	     	     	     	     	     	 0.71	 0.00
215.235360	 +3.239180	NGC  5574   	 UGC  9181     	PGC51270   	-3.0	13.23	 0.13	 0.84	 0.01	 0.82	 0.31	 0.00	 0.04
215.248694	 +6.203351	NGC  5575   	 UGC  9184     	PGC51272   	-2.0	     	     	     	     	     	     	 0.00	 0.02
215.267860	 +3.270569	NGC  5576   	 UGC  9183     	PGC51275   	-5.0	11.85	 0.13	 0.89	 0.01	 0.87	 0.40	 0.00	 0.04
215.275369	+36.733392	            	 UGC  9193     	PGC51281   	10.0	     	     	     	     	     	     	 0.00	 0.00
215.300366	+29.983384	IC   4408   	 UGC  9191     	PGC51283   	    	     	     	     	     	     	     	 0.58	 0.00
215.305777	 +3.435847	NGC  5577   	 UGC  9187     	PGC51286   	 4.0	     	     	     	     	     	     	 0.78	 0.05
215.306198	-27.261421	            	 ESO  511- 34  	PGC51287   	 2.6	     	     	     	     	     	     	 0.12	 0.26
215.307461	-46.298390	IC   4402   	 ESO  272-  5  	PGC51288   	 3.0	12.00	 0.20	 0.44	 0.03	     	-0.31	 0.95	 0.48
215.321616	-29.263091	            	 ESO  446- 53  	PGC51290   	10.0	     	     	     	     	     	     	 0.22	 0.33
215.353285	+35.270890	NGC  5589   	 UGC  9197     	PGC51300   	 1.0	     	     	     	     	     	     	 0.00	 0.00
215.350364	+23.933376	            	 UGC  9195     	PGC51302   	 3.0	     	     	     	     	     	     	 0.58	 0.01
215.374111	 +5.073627	            	 UGC  9190     	PGC51303   	 4.0	     	     	     	     	     	     	 0.00	 0.02
215.375367	+31.583386	IC   4409   	 MCG  5-34- 26 	PGC51306   	    	     	     	     	     	     	     	 0.53	 0.00
215.383704	+38.118116	            	 CGCG 192-  5  	PGC51307   	    	     	     	     	     	     	     	     	 0.00
215.408702	+35.205335	NGC  5590   	 UGC  9200     	PGC51312   	-2.0	     	     	     	     	     	     	 0.00	 0.00
215.421612	+13.231417	NGC  5583   	 UGC  9196     	PGC51313   	    	     	     	     	     	     	     	 0.16	 0.00
215.469539	+39.979229	            	 UGC  9203     	PGC51319   	 3.0	     	     	     	     	     	     	 0.11	 0.00
215.450378	+46.716736	A   1420+46 	               	PGC51320   	    	     	     	     	     	     	     	     	 0.01
215.500778	+11.099470	            	 UGC  9199     	PGC51327   	    	     	     	     	     	     	     	 1.25	 0.00
215.530365	-26.857532	            	 ESO  511- 35  	PGC51329   	-2.0	     	     	     	     	     	     	 0.00	 0.28
215.525363	-17.633352	            	               	PGC51331   	 8.0	     	     	     	     	     	     	 0.19	 0.30
215.546612	+13.918918	NGC  5587   	 UGC  9202     	PGC51332   	 0.0	     	     	     	     	     	     	 0.38	 0.00
215.577882	+50.502572	NGC  5602   	 UGC  9210     	PGC51340   	 1.0	     	     	     	     	     	     	 0.29	 0.00
215.607446	-17.669740	            	               	PGC51343   	 7.0	     	     	     	     	     	     	 0.00	 0.30
215.599944	 -0.386659	NGC  5584   	 UGC  9201     	PGC51344   	 6.0	     	     	     	     	     	     	 0.20	 0.16
215.609119	-34.364209	            	 ESO  385- 15  	PGC51349   	 2.2	     	     	     	     	     	     	 0.46	 0.25
215.614529	+15.085309	A   1420+15 	 UGC  9206     	PGC51351   	99.0	     	     	     	     	     	     	 0.40	 0.00
215.618289	+40.321174	NGC  5598   	 UGC  9209     	PGC51354   	-2.0	     	     	     	     	     	     	 0.00	 0.00
215.622037	+37.121448	NGC  5596   	 UGC  9208     	PGC51355   	-2.0	14.39	 0.17	 0.94	 0.04	 0.91	 0.35	 0.00	 0.00
215.634543	+45.384234	A   1420+45 	 UGC  9211     	PGC51358   	10.0	     	     	     	     	     	     	 0.06	 0.00
215.643695	+13.717529	NGC  5591   	 UGC  9207     	PGC51360   	    	     	     	     	     	     	     	 0.53	 0.00
215.650714	+84.466754	            	 UGC  9298     	PGC51364   	10.0	     	     	     	     	     	     	 0.02	 0.16
215.694538	+37.995060	            	 UGC  9213     	PGC51368   	 3.0	     	     	     	     	     	     	 0.49	 0.00
215.732035	+32.850332	A   1420+33 	 UGC  9214     	PGC51371   	 1.0	14.54	 0.15	 0.75	 0.03	 0.61	 0.07	 0.19	 0.00
215.736206	+40.417007	            	 UGC  9216     	PGC51372   	 6.0	     	     	     	     	     	     	 0.00	 0.00
215.758289	+40.377840	NGC  5603   	 UGC  9217     	PGC51382   	-2.0	13.98	 0.14	 0.97	 0.01	 0.92	 0.49	 0.00	 0.00
215.750363	+18.266702	            	 UGC  9212     	PGC51384   	-2.0	     	     	     	     	     	     	 0.00	 0.00
215.763286	-34.290320	            	 ESO  385- 17  	PGC51385   	-5.0	14.03	 0.14	 0.99	 0.02	     	 0.54	 0.00	 0.25
215.824124	+41.775897	NGC  5608   	 UGC  9219     	PGC51396   	10.0	     	     	     	     	     	     	 0.21	 0.00
215.863278	 +1.723900	            	 UGC  9215     	PGC51400   	 6.5	     	     	     	     	     	     	 0.33	 0.05
215.904528	 -5.981945	IC   4407   	 MCG -1-37-  5 	PGC51404   	 9.0	     	     	     	     	     	     	 0.25	 0.11
215.918299	-49.655060	            	 ESO  222-  4  	PGC51409   	 9.0	     	     	     	     	     	     	 0.15	 1.00
215.928702	+34.010889	            	 UGC  9221     	PGC51415   	    	     	     	     	     	     	     	 0.05	 0.00
215.937873	+40.023673	            	 UGC  9223     	PGC51417   	-2.0	     	     	     	     	     	     	 0.00	 0.00
215.943286	+34.017000	            	 UGC  9222     	PGC51419   	    	     	     	     	     	     	     	 0.78	 0.00
215.955058	-75.322304	            	 ESO   41-  6  	PGC51420   	 9.0	     	     	     	     	     	     	 0.13	 0.96
215.957029	+14.638086	NGC  5600   	 UGC  9220     	PGC51422   	 5.0	12.66	 0.13	 0.52	 0.02	 0.50	-0.07	 0.03	 0.00
215.962445	 +6.573907	NGC  5599   	 UGC  9218     	PGC51423   	 3.0	     	     	     	     	     	     	 0.62	 0.04
215.976203	+34.722278	            	 UGC  9224     	PGC51426   	 6.0	     	     	     	     	     	     	 1.44	 0.00
215.979534	-28.688090	NGC  5592   	 ESO  446- 58  	PGC51428   	 3.8	13.53	 0.13	 0.77	 0.01	 0.57	 0.12	 0.39	 0.36
216.022452	+33.048943	NGC  5611   	 UGC  9227     	PGC51431   	-2.0	     	     	     	     	     	     	 0.00	 0.00
216.025786	+34.893112	NGC  5613   	 UGC  9228     	PGC51433   	-1.0	     	     	     	     	     	     	 0.00	 0.00
216.034536	+34.857556	NGC  5614   	 UGC  9226     	PGC51439   	 2.0	12.52	 0.13	 0.86	 0.01	 0.80	 0.42	 0.09	 0.00
216.050366	+27.683381	            	 MCG  5-34- 30 	PGC51444   	    	     	     	     	     	     	     	 0.35	 0.00
216.056197	-16.723072	NGC  5595   	 MCG -3-37-  1 	PGC51445   	 5.0	12.56	 0.13	 0.53	 0.01	 0.36	-0.16	 0.39	 0.37
216.086621	+36.460614	NGC  5616   	 UGC  9231     	PGC51448   	 4.0	     	     	     	     	     	     	 1.02	 0.00
216.075362	 +8.266688	            	 UGC  9225     	PGC51449   	 9.0	     	     	     	     	     	     	 0.34	 0.02
216.096615	+24.613933	NGC  5610   	 UGC  9230     	PGC51450   	 2.0	     	     	     	     	     	     	 0.59	 0.00
216.100369	+32.933387	            	 UGC  9232     	PGC51455   	 8.0	     	     	     	     	     	     	 0.16	 0.00
216.114947	-16.762795	NGC  5597   	 MCG -3-37-  2 	PGC51456   	 6.0	12.60	 0.13	 0.57	 0.02	 0.45	     	 0.14	 0.37
216.139112	 +1.177510	            	 UGC  9229     	PGC51462   	 3.5	     	     	     	     	     	     	 0.09	 0.08
216.177454	+35.268112	            	 UGC  9235     	PGC51470   	 1.0	     	     	     	     	     	     	 0.38	 0.00
216.179112	 -3.212496	NGC  5604   	 MCG  0-37-  3 	PGC51471   	 1.0	13.54	 0.13	 0.70	 0.01	 0.57	     	 0.28	 0.17
216.183294	+44.526455	A   1422+44 	 UGC  9240     	PGC51472   	10.0	13.25	 0.14	 0.35	 0.03	 0.35	-0.17	 0.00	 0.00
216.175366	+26.600046	A   1422+26 	 MCG  5-34- 33 	PGC51473   	    	     	     	     	     	     	     	 0.00	 0.00
216.194116	+26.140046	            	 UGC  9234     	PGC51475   	    	     	     	     	     	     	     	 0.47	 0.00
216.200370	+35.266723	            	 UGC  9238     	PGC51477   	 6.0	     	     	     	     	     	     	 0.64	 0.00
216.209123	-38.802547	            	 ESO  326- 20  	PGC51478   	 2.2	     	     	     	     	     	     	 0.18	 0.38
216.237866	+25.024211	            	 UGC  9236     	PGC51483   	 4.0	     	     	     	     	     	     	 0.84	 0.00
216.282030	-13.163067	NGC  5605   	 MCG -2-37-  3 	PGC51492   	 4.5	12.91	 0.15	 0.63	 0.02	 0.51	     	 0.12	 0.33
216.300363	+13.733362	            	 UGC  9239     	PGC51498   	 4.0	     	     	     	     	     	     	 1.17	 0.00
216.325366	+26.466713	            	 CGCG 163- 47  	PGC51502   	    	     	     	     	     	     	     	     	 0.00
216.337457	+39.539506	            	 UGC  9242     	PGC51503   	 7.0	14.09	 0.16	 0.62	 0.08	 0.61	-0.40	 1.38	 0.03
216.338286	+32.483942	            	 UGC  9241     	PGC51505   	    	     	     	     	     	     	     	 0.11	 0.00
216.342446	+14.190307	            	               	PGC51507   	    	     	     	     	     	     	     	     	 0.00
216.361643	+56.318965	A   1423+56 	 UGC  9245     	PGC51509   	 7.0	14.43	 0.16	 0.42	 0.04	 0.41	-0.03	 0.21	 0.00
216.389120	+33.848111	            	 UGC  9243     	PGC51511   	 6.0	     	     	     	     	     	     	 0.40	 0.00
216.440362	 -5.402222	            	 MCG -1-37-  6 	PGC51523   	90.0	     	     	     	     	     	     	 0.52	 0.13
216.475368	+30.450051	IC   4422   	 MCG  5-34- 39 	PGC51530   	    	     	     	     	     	     	     	     	 0.00
216.534946	 +5.236683	            	 UGC  9244     	PGC51537   	 4.0	     	     	     	     	     	     	 0.39	 0.05
216.538285	-29.589757	            	 ESO  447-  2  	PGC51538   	 3.0	     	     	     	     	     	     	 1.01	 0.40
216.552465	+48.563403	NGC  5622   	 UGC  9248     	PGC51541   	 3.0	     	     	     	     	     	     	 0.33	 0.04
216.592867	+26.248101	IC   4423   	 UGC  9247     	PGC51549   	    	     	     	     	     	     	     	 0.38	 0.00
216.625363	 +5.966684	            	 UGC  9246     	PGC51557   	    	     	     	     	     	     	     	 0.75	 0.06
216.631628	+44.862567	            	 UGC  9251     	PGC51561   	 6.0	     	     	     	     	     	     	 1.02	 0.00
216.639561	+56.583410	NGC  5631   	 UGC  9261     	PGC51564   	-2.0	12.41	 0.14	 0.92	 0.02	 0.90	 0.41	 0.00	 0.00
216.653303	+51.584795	NGC  5624   	 UGC  9256     	PGC51568   	    	     	     	     	     	     	     	 0.27	 0.01
216.673701	-28.941145	            	 ESO  447-  4  	PGC51571   	-1.3	     	     	     	     	     	     	 0.00	 0.38
216.676217	-49.671171	            	 ESO  222-  5  	PGC51574   	 0.0	     	     	     	     	     	     	 0.11	 0.87
216.684117	+27.189491	IC   4425   	 CGCG 163- 49  	PGC51575   	    	     	     	     	     	     	     	 0.00	 0.00
216.731630	-45.877556	            	 ESO  272-  9  	PGC51584   	 8.0	     	     	     	     	     	     	 0.17	 0.59
216.725363	 +8.666688	            	 UGC  9249     	PGC51587   	 7.0	     	     	     	     	     	     	 1.19	 0.02
216.743286	+31.515052	            	 UGC  9253     	PGC51589   	 4.0	     	     	     	     	     	     	 0.97	 0.00
216.750367	+26.850046	IC   4427   	 MCG  5-34- 41 	PGC51591   	    	     	     	     	     	     	     	 0.52	 0.00
216.786204	+33.253388	NGC  5623   	 UGC  9260     	PGC51598   	-5.0	     	     	     	     	     	     	 0.00	 0.00
216.775385	+50.566738	            	 UGC  9269     	PGC51599   	 6.0	     	     	     	     	     	     	 1.47	 0.00
216.793702	+30.947829	IC   1012   	 UGC  9257     	PGC51600   	    	     	     	     	     	     	     	 0.22	 0.00
216.775372	+35.900057	A   1425+36 	 UGC  9262     	PGC51601   	    	     	     	     	     	     	     	 1.28	 0.00
216.799946	 -2.263328	NGC  5618   	 UGC  9250     	PGC51603   	 5.0	14.10	 0.30	 0.74	 0.04	 0.62	     	 0.18	 0.17
216.800363	 +5.116683	            	 UGC  9252     	PGC51604   	10.0	     	     	     	     	     	     	 0.54	 0.04
216.800364	+16.816700	IC   4426   	 MCG  3-37- 16 	PGC51607   	    	     	     	     	     	     	     	 0.00	 0.00
216.825363	 +4.802793	NGC  5619   	 UGC  9255     	PGC51610   	 3.0	     	     	     	     	     	     	 0.37	 0.03
216.835363	 +1.025843	IC   1010   	 UGC  9254     	PGC51612   	 3.0	     	     	     	     	     	     	 0.01	 0.12
216.840514	-87.772863	            	 ESO    1-  6  	PGC51613   	 5.6	     	     	     	     	     	     	 0.93	 0.40
216.858284	+25.514767	            	 UGC  9265     	PGC51618   	    	     	     	     	     	     	     	 0.78	 0.00
216.868280	+11.040303	            	 UGC  9259     	PGC51619   	    	     	     	     	     	     	     	 0.44	 0.03
216.870797	+46.147012	NGC  5633   	 UGC  9271     	PGC51620   	 3.0	13.06	 0.14	 0.62	 0.02	 0.52	-0.04	 0.29	 0.04
216.871202	+29.948939	            	 UGC  9266     	PGC51621   	 8.0	     	     	     	     	     	     	 0.26	 0.00
216.874946	 +4.778349	            	 UGC  9258     	PGC51622   	 4.0	     	     	     	     	     	     	 0.04	 0.03
216.875363	 +4.800016	IC   4424   	 MCG  1-37- 14 	PGC51624   	    	     	     	     	     	     	     	 0.30	 0.03
216.881204	-33.943930	            	 ESO  385- 25  	PGC51626   	 5.0	     	     	     	     	     	     	 0.18	 0.31
216.883355	+69.937028	            	 UGC  9295     	PGC51629   	    	     	     	     	     	     	     	 0.27	 0.06
216.875370	+32.133386	            	 UGC  9268     	PGC51631   	 9.0	     	     	     	     	     	     	 0.33	 0.00
216.899959	+41.257563	NGC  5630   	 UGC  9270     	PGC51635   	 8.0	     	     	     	     	     	     	 0.64	 0.00
216.900365	+16.866700	IC   4429   	 MCG  3-37- 17 	PGC51637   	    	     	     	     	     	     	     	 0.00	 0.00
216.915780	 +6.038351	            	 UGC  9264     	PGC51638   	 6.0	     	     	     	     	     	     	 1.01	 0.05
216.926687	+69.693417	NGC  5671   	 UGC  9297     	PGC51641   	 3.0	     	     	     	     	     	     	 0.22	 0.04
216.925363	 -0.599992	            	 UGC  9263     	PGC51645   	 7.0	     	     	     	     	     	     	 0.11	 0.11
216.950364	+13.433362	A   1425+13B	               	PGC51647   	    	     	     	     	     	     	     	     	 0.00
216.950364	+12.900027	A   1425+13A	 CGCG  75- 40  	PGC51649   	    	     	     	     	     	     	     	     	 0.00
216.958697	+11.560026	            	 UGC  9267     	PGC51650   	 3.0	     	     	     	     	     	     	 0.09	 0.04
216.975367	+26.466713	IC   4436   	 MCG  5-34- 45 	PGC51654   	    	     	     	     	     	     	     	 0.00	 0.00
217.000366	+21.300039	            	 UGC  9274     	PGC51655   	    	     	     	     	     	     	     	 0.34	 0.07
217.012881	-46.303389	            	               	PGC51659   	10.0	     	     	     	     	     	     	 0.33	 0.59
217.019530	 +1.006677	IC   1011   	 MCG  0-37-  8 	PGC51662   	    	     	     	     	     	     	     	     	 0.12
217.025364	+13.533362	            	 UGC  9273     	PGC51664   	10.0	     	     	     	     	     	     	 0.25	 0.00
217.029121	+33.817833	            	 UGC  9279     	PGC51665   	 6.0	     	     	     	     	     	     	 0.75	 0.00
217.025367	+25.850045	IC   1017   	 UGC  9276     	PGC51668   	-2.0	     	     	     	     	     	     	 0.00	 0.00
217.041201	+26.935602	            	 MCG  5-34- 47 	PGC51670   	    	     	     	     	     	     	     	 0.59	 0.00
217.060367	-23.873082	            	 ESO  511- 42  	PGC51676   	 5.0	     	     	     	     	     	     	 1.36	 0.30
217.066621	-33.306707	            	 ESO  385- 26  	PGC51680   	 4.5	     	     	     	     	     	     	 0.37	 0.28
217.069117	+25.848934	NGC  5629   	 UGC  9281     	PGC51681   	-2.0	13.03	 0.14	 0.97	 0.02	 0.93	     	 0.00	 0.00
217.078281	+13.780306	IC   1014   	 UGC  9275     	PGC51685   	 8.0	     	     	     	     	     	     	 0.15	 0.00
217.097871	+33.253387	            	 UGC  9284     	PGC51695   	 1.0	     	     	     	     	     	     	 0.70	 0.00
217.100780	 -3.605552	            	 MCG  0-37-  9 	PGC51697   	    	     	     	     	     	     	     	 0.18	 0.22
217.108698	+17.925312	NGC  5628   	 UGC  9278     	PGC51699   	-5.0	     	     	     	     	     	     	 0.00	 0.00
217.128701	+27.265880	A   1426+27 	 MCG  5-34- 48 	PGC51701   	    	15.30	 0.20	 0.23	 0.09	 0.14	-0.13	 0.37	 0.00
217.125363	 +3.250013	            	 UGC  9277     	PGC51703   	 3.0	     	     	     	     	     	     	 1.08	 0.05
217.131624	-37.583101	IC   4421   	 ESO  385- 27  	PGC51704   	    	13.36	 0.13	 1.02	 0.02	 0.91	     	 0.00	 0.35
217.125364	+11.366692	NGC  5627   	 UGC  9280     	PGC51705   	-2.0	     	     	     	     	     	     	 0.00	 0.02
217.132868	+27.409214	NGC  5635   	 UGC  9283     	PGC51706   	    	     	     	     	     	     	     	 0.47	 0.00
217.125370	+30.616718	            	 CGCG 163- 59  	PGC51710   	    	     	     	     	     	     	     	     	 0.00
217.150366	+21.333372	            	 UGC  9282     	PGC51711   	10.0	     	     	     	     	     	     	 0.15	 0.07
217.152458	+38.998672	            	 UGC  9291     	PGC51713   	 7.0	     	     	     	     	     	     	 0.37	 0.00
217.190369	+28.965327	IC   4442   	 UGC  9287     	PGC51725   	 1.0	     	     	     	     	     	     	 0.24	 0.00
217.200368	+26.016712	IC   1020   	 UGC  9289     	PGC51728   	-2.0	     	     	     	     	     	     	 0.00	 0.00
217.217453	+30.412828	NGC  5639   	 UGC  9290     	PGC51730   	 6.0	     	     	     	     	     	     	 0.31	 0.00
217.237031	+11.196136	            	 UGC  9286     	PGC51732   	 3.0	     	     	     	     	     	     	 0.43	 0.00
217.237868	+25.553378	            	 UGC  9294     	PGC51733   	 4.0	     	     	     	     	     	     	 0.28	 0.00
217.244531	+13.861695	            	 UGC  9288     	PGC51735   	-2.0	     	     	     	     	     	     	 0.00	 0.00
217.248700	+23.191708	NGC  5637   	 UGC  9293     	PGC51736   	    	     	     	     	     	     	     	 0.38	 0.07
217.251206	+35.940890	A   1426+36 	 CGCG 192- 29  	PGC51738   	    	15.50	 0.20	 0.60	 0.04	 0.49	-0.12	 0.62	 0.00
217.250363	 +3.133347	            	 UGC  9285     	PGC51741   	 6.0	     	     	     	     	     	     	 0.97	 0.05
217.282454	+32.911165	            	 UGC  9303     	PGC51745   	    	     	     	     	     	     	     	 1.04	 0.00
217.285377	+41.830341	            	 UGC  9307     	PGC51746   	    	     	     	     	     	     	     	 0.59	 0.00
217.275370	+31.766719	            	 UGC  9302     	PGC51747   	 8.0	     	     	     	     	     	     	 0.91	 0.00
217.308286	+30.026717	NGC  5642   	 UGC  9301     	PGC51751   	-5.0	     	     	     	     	     	     	 0.00	 0.00
217.300363	 +2.266679	            	 UGC  9292     	PGC51752   	    	     	     	     	     	     	     	 1.01	 0.10
217.300370	+30.816718	IC   4447   	 UGC  9306     	PGC51754   	 0.0	     	     	     	     	     	     	 0.14	 0.00
217.321202	+28.822271	NGC  5641   	 UGC  9300     	PGC51758   	 2.0	     	     	     	     	     	     	 0.32	 0.00
217.330372	-33.454207	            	 ESO  385- 30  	PGC51763   	-2.0	     	     	     	     	     	     	 0.00	 0.28
217.330366	+20.653649	IC   1021   	 UGC  9296     	PGC51764   	 1.0	     	     	     	     	     	     	 0.14	 0.06
217.325538	+79.233419	A   1430+79 	 UGC  9355     	PGC51767   	    	     	     	     	     	     	     	 1.00	 0.10
217.344950	-22.930581	            	 ESO  511- 44  	PGC51768   	 3.0	     	     	     	     	     	     	 0.62	 0.36
217.350367	+21.833373	A   1427+22 	 MCG  4-34- 39 	PGC51771   	 5.0	15.10	 0.30	 0.76	 0.08	     	 0.23	 0.00	 0.10
217.377870	-29.683924	            	 ESO  447-  7  	PGC51775   	 3.3	     	     	     	     	     	     	 0.21	 0.40
217.385791	+38.669782	            	 UGC  9313     	PGC51777   	 4.0	     	     	     	     	     	     	 0.67	 0.00
