#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:04:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:04:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/AJ/153/114/table5&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51530114
#Name: J/AJ/153/114
#Title: GCs in 27 nearby ETGs from the SLUGGS survey (Forbes+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/aj/153/114	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/153/114	    IVOID of underlying data collection
#INFO	creator=Forbes D.A.	    First author or institution
#INFO	cites=bibcode:2017AJ....153..114F	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/153/114	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51530114	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-09-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_153_114_table5:
#Name: J/AJ/153/114/table5
#Title: Globular Cluster Radial Velocities (from Erratum, 2017, AJ, 154, 80)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Star	(a14)	Object identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	HRV	(I4)	[-379/2777]? Heliocentric radial velocity (1)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	e_HRV	(I3)	[2/194]? Uncertainty in HRV (1)	[ucd=stat.error]
#Column	Rgal	(F6.2)	[0.02/173]? Galactocentric radius (not in table 2)	[ucd=phys.angSize;pos.galactocentric]
#Column	SimbadName	(f)	Simbad column added by the CDS	[ucd=meta.id]
recno	Star	RAJ2000	DEJ2000	HRV	e_HRV	Rgal	SimbadName
    3138	NGC4649_S349  	191.073991	+11.613252	 715	 28	  9.94	[FAB2017] NGC4649 S349
    3139	NGC4649_S350  	190.829690	+11.615512	1185	 15	  6.35	[FAB2017] NGC4649 S350
    3140	NGC4649_S351  	190.883120	+11.617768	 621	  2	  4.37	[FAB2017] NGC4649 S351
    3141	NGC4649_S352  	191.000266	+11.622022	1281	 12	  6.44	[FAB2017] NGC4649 S352
    3142	NGC4649_S353  	190.872342	+11.625694	1061	  7	  5.09	[FAB2017] NGC4649 S353
    3143	NGC4649_S354  	190.943340	+11.630967	1508	 10	  4.95	[FAB2017] NGC4649 S354
    3144	NGC4649_S355  	190.892507	+11.634936	1152	 11	  5.13	[FAB2017] NGC4649 S355
    3145	NGC4649_S356  	190.864846	+11.635192	1435	 23	  5.81	[FAB2017] NGC4649 S356
    3146	NGC4649_S357  	190.887353	+11.639658	1337	 16	  5.49	[FAB2017] NGC4649 S357
    3147	NGC4649_S358  	190.887000	+11.641377	1151	 10	  5.60	[FAB2017] NGC4649 S358
    3148	NGC4649_S359  	190.882056	+11.642379	1024	 19	  5.75	[FAB2017] NGC4649 S359
    3149	NGC4649_S360  	190.832984	+11.651664	 865	 48	  7.71	[FAB2017] NGC4649 S360
    3150	NGC4649_S361  	190.901417	+11.651886	1125	  8	  6.02	[FAB2017] NGC4649 S361
    3151	NGC4649_S362  	190.947695	+11.654400	 785	 16	  6.37	[FAB2017] NGC4649 S362
    3152	NGC4649_S363  	190.814555	+11.656355	1300	  7	  8.64	[FAB2017] NGC4649 S363
    3153	NGC4649_S364  	190.934900	+11.657443	1006	 11	  6.38	[FAB2017] NGC4649 S364
    3154	NGC4649_S365  	190.912859	+11.660253	1008	  8	  6.46	[FAB2017] NGC4649 S365
    3155	NGC4649_S366  	190.940779	+11.660453	 930	 26	  6.62	[FAB2017] NGC4649 S366
    3156	NGC4649_S367  	191.105719	+11.660081	 985	 50	 12.85	[FAB2017] NGC4649 S367
    3157	NGC4649_S368  	190.905867	+11.661005	1163	  9	  6.53	[FAB2017] NGC4649 S368
    3158	NGC4649_S369  	190.836134	+11.661631	1266	  4	  8.07	[FAB2017] NGC4649 S369
    3159	NGC4649_S370  	190.902253	+11.664756	1341	  6	  6.78	[FAB2017] NGC4649 S370
    3160	NGC4649_S371  	190.851463	+11.666943	 919	 55	  7.85	[FAB2017] NGC4649 S371
    3161	NGC4649_S372  	190.956594	+11.670797	1345	 35	  7.47	[FAB2017] NGC4649 S372
    3162	NGC4649_S373  	190.731514	+11.673268	1221	 40	 13.06	[FAB2017] NGC4649 S373
    3163	NGC4649_S374  	190.803534	+11.685940	1374	 25	 10.39	[FAB2017] NGC4649 S374
    3164	NGC4649_S375  	191.086362	+11.685898	1009	 38	 12.79	[FAB2017] NGC4649 S375
    3165	NGC4649_S376  	191.164904	+11.687518	1265	 95	 16.69	[FAB2017] NGC4649 S376
    3166	NGC4649_S377  	190.875064	+11.702954	1169	 42	  9.34	[FAB2017] NGC4649 S377
    3167	NGC4649_S378  	190.835699	+11.715215	1257	 50	 10.85	[FAB2017] NGC4649 S378
    3168	NGC4649_S379  	190.998676	+11.715521	 441	 30	 10.90	[FAB2017] NGC4649 S379
    3169	NGC4649_S380  	190.800565	+11.730936	1059	 32	 12.68	[FAB2017] NGC4649 S380
    3170	NGC4649_S381  	190.816388	+11.732094	 844	 58	 12.27	[FAB2017] NGC4649 S381
    3171	NGC4649_S382  	191.021702	+11.746266	 651	 40	 13.16	[FAB2017] NGC4649 S382
    3172	NGC4649_S383  	190.782084	+11.784809	 547	 40	 16.01	[FAB2017] NGC4649 S383
    3173	NGC4649_S384  	190.863006	+11.826237	 910	 28	 16.71	[FAB2017] NGC4649 S384
    3174	NGC4649_S385  	190.689524	+11.378982	1120	 25	 16.93	[FAB2017] NGC4649 S385
    3175	NGC4649_S386  	190.884655	+11.390873	1094	 28	  9.89	[FAB2017] NGC4649 S386
    3176	NGC4649_S387  	190.783790	+11.390956	1163	 35	 12.45	[FAB2017] NGC4649 S387
    3177	NGC4649_S388  	191.194887	+11.411219	1037	 40	 18.43	[FAB2017] NGC4649 S388
    3178	NGC4649_S389  	190.861609	+11.416689	1518	 21	  8.78	[FAB2017] NGC4649 S389
    3179	NGC4649_S390  	190.821817	+11.421723	 671	 40	  9.63	[FAB2017] NGC4649 S390
    3180	NGC4649_S391  	190.927989	+11.422616	 819	 46	  7.83	[FAB2017] NGC4649 S391
    3181	NGC4649_S392  	190.968644	+11.421739	1208	 30	  8.43	[FAB2017] NGC4649 S392
    3182	NGC4649_S393  	190.886752	+11.425102	 683	107	  7.85	[FAB2017] NGC4649 S393
    3183	NGC4649_S394  	190.950198	+11.434820	 906	 10	  7.34	[FAB2017] NGC4649 S394
    3184	NGC4649_S395  	190.877264	+11.438216	1517	 27	  7.25	[FAB2017] NGC4649 S395
    3185	NGC4649_S396  	190.930363	+11.440102	1255	 16	  6.80	[FAB2017] NGC4649 S396
    3186	NGC4649_S397  	190.974360	+11.439228	1082	 38	  7.61	[FAB2017] NGC4649 S397
    3187	NGC4649_S398  	190.893577	+11.442224	1509	 23	  6.77	[FAB2017] NGC4649 S398
    3188	NGC4649_S399  	190.929496	+11.443054	1356	 10	  6.62	[FAB2017] NGC4649 S399
    3189	NGC4649_S400  	190.927229	+11.448785	1268	  4	  6.27	[FAB2017] NGC4649 S400
    3190	NGC4649_S401  	190.909845	+11.449595	1080	 15	  6.20	[FAB2017] NGC4649 S401
    3191	NGC4649_S402  	190.895177	+11.451594	1000	  4	  6.20	[FAB2017] NGC4649 S402
    3192	NGC4649_S403  	190.934481	+11.453448	 849	 11	  6.05	[FAB2017] NGC4649 S403
    3193	NGC4649_S404  	191.095554	+11.454077	1240	 32	 12.07	[FAB2017] NGC4649 S404
    3194	NGC4649_S405  	190.893818	+11.455307	 902	 10	  5.99	[FAB2017] NGC4649 S405
    3195	NGC4649_S406  	190.910638	+11.456162	 575	 44	  5.80	[FAB2017] NGC4649 S406
    3196	NGC4649_S407  	190.901488	+11.457724	 788	 11	  5.77	[FAB2017] NGC4649 S407
    3197	NGC4649_S408  	190.898124	+11.460020	 770	 40	  5.67	[FAB2017] NGC4649 S408
    3198	NGC4649_S409  	190.904642	+11.461163	1083	 39	  5.54	[FAB2017] NGC4649 S409
    3199	NGC4649_S410  	190.893853	+11.462482	1665	 31	  5.58	[FAB2017] NGC4649 S410
    3200	NGC4649_S411  	190.884113	+11.464923	1026	 20	  5.60	[FAB2017] NGC4649 S411
    3201	NGC4649_S412  	190.911942	+11.468954	1044	 20	  5.03	[FAB2017] NGC4649 S412
    3202	NGC4649_S413  	190.918514	+11.474611	1082	 17	  4.69	[FAB2017] NGC4649 S413
    3203	NGC4649_S414  	190.924284	+11.475825	1014	 40	  4.64	[FAB2017] NGC4649 S414
    3204	NGC4649_S415  	190.889226	+11.477582	1120	  5	  4.79	[FAB2017] NGC4649 S415
    3205	NGC4649_S416  	190.952465	+11.478841	 868	 11	  4.91	[FAB2017] NGC4649 S416
    3206	NGC4649_S417  	190.896314	+11.479317	 946	  9	  4.56	[FAB2017] NGC4649 S417
    3207	NGC4649_S418  	190.925335	+11.481484	 886	  7	  4.30	[FAB2017] NGC4649 S418
    3208	NGC4649_S419  	190.950753	+11.481922	 864	 12	  4.70	[FAB2017] NGC4649 S419
    3209	NGC4649_S420  	190.889319	+11.484399	1195	 12	  4.40	[FAB2017] NGC4649 S420
    3210	NGC4649_S421  	190.991315	+11.484477	1051	 40	  6.01	[FAB2017] NGC4649 S421
    3211	NGC4649_S422  	190.947595	+11.485290	1344	 68	  4.44	[FAB2017] NGC4649 S422
    3212	NGC4649_S423  	190.869587	+11.485812	1019	 25	  4.87	[FAB2017] NGC4649 S423
    3213	NGC4697_S1    	192.143875	-05.799830	1351	 18	  0.34	[FAB2017] NGC4697 S1
    3214	NGC4697_S2    	192.148708	-05.789750	1369	 13	  0.66	[FAB2017] NGC4697 S2
    3215	NGC4697_S3    	192.207167	-05.762970	1352	 15	  4.12	[FAB2017] NGC4697 S3
    3216	NGC4697_S4    	192.089000	-05.794390	1516	 20	  3.63	[FAB2017] NGC4697 S4
    3217	NGC4697_S5    	192.109667	-05.813080	1393	 22	  2.49	[FAB2017] NGC4697 S5
    3218	NGC4697_S6    	192.176542	-05.775080	1207	 13	  2.23	[FAB2017] NGC4697 S6
    3219	NGC4697_S7    	192.208125	-05.768420	1004	 10	  4.00	[FAB2017] NGC4697 S7
    3220	NGC4697_S8    	192.171958	-05.786190	1135	 15	  1.60	[FAB2017] NGC4697 S8
    3221	NGC4697_S9    	192.114625	-05.813860	1306	  9	  2.23	[FAB2017] NGC4697 S9
    3222	NGC4697_S10   	192.171958	-05.799530	1089	 10	  1.34	[FAB2017] NGC4697 S10
    3223	NGC4697_S11   	192.097625	-05.819780	1314	  7	  3.30	[FAB2017] NGC4697 S11
    3224	NGC4697_S12   	192.132458	-05.830110	1097	  9	  2.03	[FAB2017] NGC4697 S12
    3225	NGC4697_S13   	192.170292	-05.806360	1152	 12	  1.29	[FAB2017] NGC4697 S13
    3226	NGC4697_S14   	192.135000	-05.804110	1476	  9	  0.89	[FAB2017] NGC4697 S14
    3227	NGC4697_S15   	192.197042	-05.767690	1218	  6	  3.46	[FAB2017] NGC4697 S15
    3228	NGC4697_S16   	192.064833	-05.826190	1284	  7	  5.28	[FAB2017] NGC4697 S16
    3229	NGC4697_S17   	192.178667	-05.785610	1123	  6	  1.96	[FAB2017] NGC4697 S17
    3230	NGC4697_S18   	192.213083	-05.763610	1238	  7	  4.40	[FAB2017] NGC4697 S18
    3231	NGC4697_S19   	192.218125	-05.750940	1315	 15	  5.07	[FAB2017] NGC4697 S19
    3232	NGC4697_S20   	192.056708	-05.808310	1183	 12	  5.56	[FAB2017] NGC4697 S20
    3233	NGC4697_S21   	192.206880	-05.784453	1085	  3	  3.56	[FAB2017] NGC4697 S21
    3234	NGC4697_S22   	192.152530	-05.805689	1313	  8	  0.35	[FAB2017] NGC4697 S22
    3235	NGC4697_S23   	192.132620	-05.788074	1140	  4	  1.26	[FAB2017] NGC4697 S23
    3236	NGC4697_S24   	192.150450	-05.809329	1248	  5	  0.52	[FAB2017] NGC4697 S24
    3237	NGC4697_S25   	192.149350	-05.791640	1363	  5	  0.55	[FAB2017] NGC4697 S25
    3238	NGC4697_S26   	192.141910	-05.796357	1076	  7	  0.52	[FAB2017] NGC4697 S26
    3239	NGC4697_S27   	192.170290	-05.806362	1153	  5	  1.29	[FAB2017] NGC4697 S27
    3240	NGC4697_S28   	192.196970	-05.789748	1158	  5	  2.91	[FAB2017] NGC4697 S28
    3241	NGC4697_S29   	192.178760	-05.776856	1308	  6	  2.26	[FAB2017] NGC4697 S29
    3242	NGC4697_S30   	192.179160	-05.752787	1193	 10	  3.38	[FAB2017] NGC4697 S30
    3243	NGC4697_S31   	192.166190	-05.764250	1161	  8	  2.41	[FAB2017] NGC4697 S31
    3244	NGC4697_S32   	192.153060	-05.811369	1219	 14	  0.67	[FAB2017] NGC4697 S32
    3245	NGC4697_S33   	192.105210	-05.796359	1297	 12	  2.66	[FAB2017] NGC4697 S33
    3246	NGC4697_S34   	192.201250	-05.766013	1208	 14	  3.73	[FAB2017] NGC4697 S34
    3247	NGC4697_S35   	192.162910	-05.804288	1131	 34	  0.83	[FAB2017] NGC4697 S35
    3248	NGC4697_S36   	192.098760	-05.776996	1265	 16	  3.35	[FAB2017] NGC4697 S36
    3249	NGC4697_S37   	192.122020	-05.808612	1378	 17	  1.71	[FAB2017] NGC4697 S37
    3250	NGC4697_S38   	192.137250	-05.815881	1286	 24	  1.17	[FAB2017] NGC4697 S38
    3251	NGC4697_S39   	192.118570	-05.805606	1541	 19	  1.87	[FAB2017] NGC4697 S39
    3252	NGC4697_S40   	192.192120	-05.768985	 990	 47	  3.18	[FAB2017] NGC4697 S40
    3253	NGC4697_S41   	192.106170	-05.764780	1015	 26	  3.37	[FAB2017] NGC4697 S41
    3254	NGC4697_S42   	192.197420	-05.772004	1326	 28	  3.34	[FAB2017] NGC4697 S42
    3255	NGC4697_S43   	192.195630	-05.803055	1103	 29	  2.76	[FAB2017] NGC4697 S43
    3256	NGC4697_S44   	192.119300	-05.813043	1498	 41	  1.95	[FAB2017] NGC4697 S44
    3257	NGC4697_S45   	192.113840	-05.805707	1238	 33	  2.15	[FAB2017] NGC4697 S45
    3258	NGC4697_S46   	192.179670	-05.788153	1137	 32	  1.95	[FAB2017] NGC4697 S46
    3259	NGC4697_S47   	192.162260	-05.797414	1144	 18	  0.79	[FAB2017] NGC4697 S47
    3260	NGC4697_S48   	192.114560	-05.825331	1460	 17	  2.55	[FAB2017] NGC4697 S48
    3261	NGC4697_S49   	192.155750	-05.797035	1152	 41	  0.43	[FAB2017] NGC4697 S49
    3262	NGC4697_S50   	192.140910	-05.798452	 903	 17	  0.53	[FAB2017] NGC4697 S50
    3263	NGC4697_S51   	192.056700	-05.808315	1190	  9	  5.56	[FAB2017] NGC4697 S51
    3264	NGC4697_S52   	192.046440	-05.810017	1393	 16	  6.18	[FAB2017] NGC4697 S52
    3265	NGC4697_S53   	192.189570	-05.813352	1053	  4	  2.51	[FAB2017] NGC4697 S53
    3266	NGC4697_S54   	192.181240	-05.822210	1209	  4	  2.29	[FAB2017] NGC4697 S54
    3267	NGC4697_S55   	192.132440	-05.830123	1093	  5	  2.04	[FAB2017] NGC4697 S55
    3268	NGC4697_S56   	192.114620	-05.813869	1299	  5	  2.23	[FAB2017] NGC4697 S56
    3269	NGC4697_S57   	192.148320	-05.793884	1261	 10	  0.42	[FAB2017] NGC4697 S57
    3270	NGC4697_S58   	192.121110	-05.819975	 939	  4	  2.05	[FAB2017] NGC4697 S58
    3271	NGC4697_S59   	192.163900	-05.790338	 845	 11	  1.06	[FAB2017] NGC4697 S59
    3272	NGC4697_S60   	192.130030	-05.790516	1150	 10	  1.31	[FAB2017] NGC4697 S60
    3273	NGC4697_S61   	192.129520	-05.812399	1441	  9	  1.38	[FAB2017] NGC4697 S61
    3274	NGC4697_S62   	192.152260	-05.790391	1278	 10	  0.64	[FAB2017] NGC4697 S62
    3275	NGC4697_S63   	192.167980	-05.835759	1444	 16	  2.37	[FAB2017] NGC4697 S63
    3276	NGC4697_S64   	192.130830	-05.806630	1310	 10	  1.17	[FAB2017] NGC4697 S64
    3277	NGC4697_S65   	192.199940	-05.798693	1227	 23	  3.01	[FAB2017] NGC4697 S65
    3278	NGC4697_S66   	192.133550	-05.810355	1343	 12	  1.11	[FAB2017] NGC4697 S66
    3279	NGC4697_S67   	192.165730	-05.801771	1434	 16	  0.97	[FAB2017] NGC4697 S67
    3280	NGC4697_S68   	192.131210	-05.795811	1298	 19	  1.13	[FAB2017] NGC4697 S68
    3281	NGC4697_S69   	192.114320	-05.798409	1322	 22	  2.10	[FAB2017] NGC4697 S69
    3282	NGC4697_S70   	192.146480	-05.829826	1228	 17	  1.75	[FAB2017] NGC4697 S70
    3283	NGC4697_S71   	192.100290	-05.745973	1568	 20	  4.41	[FAB2017] NGC4697 S71
    3284	NGC4697_S72   	192.181680	-05.854615	1249	 30	  3.76	[FAB2017] NGC4697 S72
    3285	NGC4697_S73   	192.116960	-05.779318	1165	 27	  2.33	[FAB2017] NGC4697 S73
    3286	NGC4697_S74   	192.215990	-05.841054	1350	 16	  4.65	[FAB2017] NGC4697 S74
    3287	NGC4697_S75   	192.213580	-05.814244	1327	 21	  3.91	[FAB2017] NGC4697 S75
    3288	NGC4697_S76   	192.123150	-05.788860	1403	 23	  1.73	[FAB2017] NGC4697 S76
    3289	NGC4697_S77   	192.167830	-05.801559	1183	 22	  1.10	[FAB2017] NGC4697 S77
    3290	NGC4697_S78   	192.140690	-05.782546	1387	 34	  1.21	[FAB2017] NGC4697 S78
    3291	NGC4697_S79   	192.078320	-05.801728	1442	 19	  4.25	[FAB2017] NGC4697 S79
    3292	NGC4697_S80   	192.165310	-05.810597	1229	 27	  1.11	[FAB2017] NGC4697 S80
    3293	NGC4697_S81   	192.185920	-05.808169	1235	 25	  2.22	[FAB2017] NGC4697 S81
    3294	NGC4697_S82   	192.220660	-05.813903	1042	 38	  4.32	[FAB2017] NGC4697 S82
    3295	NGC4697_S83   	192.219720	-05.822510	1164	 26	  4.39	[FAB2017] NGC4697 S83
    3296	NGC4697_S84   	192.155030	-05.796019	1134	  7	  0.44	[FAB2017] NGC4697 S84
    3297	NGC4697_S85   	192.154470	-05.803407	1345	 14	  0.34	[FAB2017] NGC4697 S85
    3298	NGC4697_S86   	192.145670	-05.808685	1098	 19	  0.53	[FAB2017] NGC4697 S86
    3299	NGC4697_S87   	192.129270	-05.751243	1066	 29	  3.21	[FAB2017] NGC4697 S87
    3300	NGC4697_S88   	192.066620	-05.749777	1275	  8	  5.82	[FAB2017] NGC4697 S88
    3301	NGC4697_S89   	192.246770	-05.834737	1221	  9	  6.15	[FAB2017] NGC4697 S89
    3302	NGC4697_S90   	192.074080	-05.774476	1348	 15	  4.77	[FAB2017] NGC4697 S90
    3303	NGC5846_S1    	226.616780	+01.546110	1821	 27	  3.58	[FAB2017] NGC5846 S1
    3304	NGC5846_S2    	226.616530	+01.557890	1306	 29	  2.88	[FAB2017] NGC5846 S2
    3305	NGC5846_S3    	226.573840	+01.529840	1719	 10	  5.39	[FAB2017] NGC5846 S3
    3306	NGC5846_S4    	226.563590	+01.529620	1728	 21	  5.75	[FAB2017] NGC5846 S4
    3307	NGC5846_S5    	226.568700	+01.534220	1933	 23	  5.35	[FAB2017] NGC5846 S5
    3308	NGC5846_S6    	226.565320	+01.547010	1726	 11	  4.89	[FAB2017] NGC5846 S6
    3309	NGC5846_S7    	226.600250	+01.582210	1682	 14	  1.92	[FAB2017] NGC5846 S7
    3310	NGC5846_S8    	226.611590	+01.592070	1541	 32	  1.03	[FAB2017] NGC5846 S8
    3311	NGC5846_S9    	226.573250	+01.573120	1372	 27	  3.52	[FAB2017] NGC5846 S9
    3312	NGC5846_S10   	226.541530	+01.551200	1448	 16	  5.83	[FAB2017] NGC5846 S10
    3313	NGC5846_S11   	226.551380	+01.560320	1658	 31	  5.03	[FAB2017] NGC5846 S11
    3314	NGC5846_S12   	226.648940	+01.629220	1328	 28	  2.15	[FAB2017] NGC5846 S12
    3315	NGC5846_S13   	226.565380	+01.574250	 905	 21	  3.88	[FAB2017] NGC5846 S13
    3316	NGC5846_S14   	226.586500	+01.591140	2021	 18	  2.30	[FAB2017] NGC5846 S14
    3317	NGC5846_S15   	226.545500	+01.568200	1730	 18	  5.11	[FAB2017] NGC5846 S15
    3318	NGC5846_S16   	226.608760	+01.617030	1506	 11	  1.05	[FAB2017] NGC5846 S16
    3319	NGC5846_S17   	226.662390	+01.655740	1409	 15	  3.86	[FAB2017] NGC5846 S17
    3320	NGC5846_S18   	226.652470	+01.654950	1466	 21	  3.48	[FAB2017] NGC5846 S18
    3321	NGC5846_S19   	226.658910	+01.659800	1582	 17	  3.93	[FAB2017] NGC5846 S19
    3322	NGC5846_S20   	226.635340	+01.645250	2257	 30	  2.51	[FAB2017] NGC5846 S20
    3323	NGC5846_S21   	226.658010	+01.662400	1716	 24	  4.03	[FAB2017] NGC5846 S21
    3324	NGC5846_S22   	226.649820	+01.658850	1629	 10	  3.60	[FAB2017] NGC5846 S22
    3325	NGC5846_S23   	226.661250	+01.666960	2036	 12	  4.37	[FAB2017] NGC5846 S23
    3326	NGC5846_S24   	226.663860	+01.673900	1417	 20	  4.80	[FAB2017] NGC5846 S24
    3327	NGC5846_S25   	226.593710	+01.629320	2166	 12	  2.21	[FAB2017] NGC5846 S25
    3328	NGC5846_S26   	226.629340	+01.660180	1548	 10	  3.30	[FAB2017] NGC5846 S26
    3329	NGC5846_S27   	226.630000	+01.662610	1450	 18	  3.45	[FAB2017] NGC5846 S27
    3330	NGC5846_S28   	226.672380	+01.694400	2211	 29	  6.12	[FAB2017] NGC5846 S28
    3331	NGC5846_S29   	226.621120	+01.660130	1749	 28	  3.27	[FAB2017] NGC5846 S29
    3332	NGC5846_S30   	226.643960	+01.680480	1925	 14	  4.68	[FAB2017] NGC5846 S30
    3333	NGC5846_S31   	226.658230	+01.704450	1649	 23	  6.31	[FAB2017] NGC5846 S31
    3334	NGC5846_S32   	226.648730	+01.706260	1455	 12	  6.25	[FAB2017] NGC5846 S32
    3335	NGC5846_S33   	226.686090	+01.733320	1379	 25	  8.57	[FAB2017] NGC5846 S33
    3336	NGC5846_S34   	226.639440	+01.701680	1881	 31	  5.86	[FAB2017] NGC5846 S34
    3337	NGC5846_S35   	226.659960	+01.722690	1424	 17	  7.38	[FAB2017] NGC5846 S35
    3338	NGC5846_S36   	226.625990	+01.702590	1300	 11	  5.82	[FAB2017] NGC5846 S36
    3339	NGC5846_S37   	226.614050	+01.709890	1506	 20	  6.27	[FAB2017] NGC5846 S37
    3340	NGC5846_S38   	226.660290	+01.747750	1793	 15	  8.83	[FAB2017] NGC5846 S38
    3341	NGC5846_S39   	226.626000	+01.604010	1740	 16	  0.26	[FAB2017] NGC5846 S39
    3342	NGC5846_S40   	226.627020	+01.611210	1788	 40	  0.45	[FAB2017] NGC5846 S40
    3343	NGC5846_S41   	226.629440	+01.625080	1710	 22	  1.25	[FAB2017] NGC5846 S41
    3344	NGC5846_S42   	226.626090	+01.624190	1910	 23	  1.14	[FAB2017] NGC5846 S42
    3345	NGC5846_S43   	226.624710	+01.622750	1773	 25	  1.04	[FAB2017] NGC5846 S43
    3346	NGC5846_S44   	226.616710	+01.623610	1601	 16	  1.13	[FAB2017] NGC5846 S44
    3347	NGC5846_S45   	226.626350	+01.596760	1969	 10	  0.59	[FAB2017] NGC5846 S45
    3348	NGC5846_S46   	226.646930	+01.632940	2012	 45	  2.22	[FAB2017] NGC5846 S46
    3349	NGC5846_S47   	226.614780	+01.582480	1538	 21	  1.45	[FAB2017] NGC5846 S47
    3350	NGC5846_S48   	226.730480	+01.607220	1703	 26	  6.51	[FAB2017] NGC5846 S48
    3351	NGC5846_S49   	226.734520	+01.622220	2110	 15	  6.82	[FAB2017] NGC5846 S49
    3352	NGC5846_S50   	226.714100	+01.616900	1721	 48	  5.56	[FAB2017] NGC5846 S50
    3353	NGC5846_S51   	226.691670	+01.602360	1962	 10	  4.18	[FAB2017] NGC5846 S51
    3354	NGC5846_S52   	226.699730	+01.612110	1960	 12	  4.68	[FAB2017] NGC5846 S52
    3355	NGC5846_S53   	226.659590	+01.606280	1878	 24	  2.25	[FAB2017] NGC5846 S53
    3356	NGC5846_S54   	226.664600	+01.613620	1599	 29	  2.60	[FAB2017] NGC5846 S54
    3357	NGC5846_S55   	226.681090	+01.626350	1901	 25	  3.75	[FAB2017] NGC5846 S55
    3358	NGC5846_S56   	226.730940	+01.662120	1487	 21	  7.36	[FAB2017] NGC5846 S56
    3359	NGC5846_S57   	226.721140	+01.659110	1809	 23	  6.76	[FAB2017] NGC5846 S57
    3360	NGC5846_S58   	226.658630	+01.645400	1559	 14	  3.24	[FAB2017] NGC5846 S58
    3361	NGC5846_S59   	226.654880	+01.655250	2339	 22	  3.57	[FAB2017] NGC5846 S59
    3362	NGC5846_S60   	226.602400	+01.621800	1948	 12	  1.53	[FAB2017] NGC5846 S60
    3363	NGC5846_S61   	226.611380	+01.629550	1770	 19	  1.57	[FAB2017] NGC5846 S61
    3364	NGC5846_S62   	226.577110	+01.620600	1596	 20	  2.84	[FAB2017] NGC5846 S62
    3365	NGC5846_S63   	226.599830	+01.638430	1463	 54	  2.38	[FAB2017] NGC5846 S63
    3366	NGC5846_S64   	226.571910	+01.640240	1959	 17	  3.65	[FAB2017] NGC5846 S64
    3367	NGC5846_S65   	226.554180	+01.635260	1802	 14	  4.44	[FAB2017] NGC5846 S65
    3368	NGC5846_S66   	226.600070	+01.674460	1233	 22	  4.33	[FAB2017] NGC5846 S66
    3369	NGC5846_S67   	226.558500	+01.649260	1688	 18	  4.62	[FAB2017] NGC5846 S67
    3370	NGC5846_S68   	226.568460	+01.658920	1498	 31	  4.53	[FAB2017] NGC5846 S68
    3371	NGC5846_S69   	226.623150	+01.600640	1974	 19	  0.31	[FAB2017] NGC5846 S69
    3372	NGC5846_S70   	226.640230	+01.606370	1722	 18	  1.09	[FAB2017] NGC5846 S70
    3373	NGC5846_S71   	226.630150	+01.605070	1696	 34	  0.49	[FAB2017] NGC5846 S71
    3374	NGC5846_S72   	226.645640	+01.511700	2020	 23	  5.81	[FAB2017] NGC5846 S72
    3375	NGC5846_S73   	226.597480	+01.496750	2055	 37	  6.70	[FAB2017] NGC5846 S73
    3376	NGC5846_S74   	226.602570	+01.502390	1849	 16	  6.30	[FAB2017] NGC5846 S74
    3377	NGC5846_S75   	226.646110	+01.538940	1812	 54	  4.25	[FAB2017] NGC5846 S75
    3378	NGC5846_S76   	226.647160	+01.540620	1743	 12	  4.18	[FAB2017] NGC5846 S76
    3379	NGC5846_S77   	226.590580	+01.503720	1698	 15	  6.40	[FAB2017] NGC5846 S77
    3380	NGC5846_S78   	226.615350	+01.521190	1562	 27	  5.08	[FAB2017] NGC5846 S78
    3381	NGC5846_S79   	226.651970	+01.547870	1865	 19	  3.90	[FAB2017] NGC5846 S79
