#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T11:47:57 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T11:47:57	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJ/834/57/table1&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18340057
#Name: J/ApJ/834/57
#Title: Milky Way molecular clouds from ^12^CO (Miville-Deschenes+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/apj/834/57	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/834/57	    IVOID of underlying data collection
#INFO	creator=Miville-Deschenes M.-A.	    First author or institution
#INFO	cites=bibcode:2017ApJ...834...57M	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/834/57	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18340057	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-08-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_ApJ_834_57_table1:
#Name: J/ApJ/834/57/table1
#Title: The molecular clouds catalog
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Cloud	(I4)	[1/8107] Cloud number	[ucd=meta.id;meta.main]
#Column	Ncomp	(I3)	[5/600] Number of Gaussian components	[ucd=meta.number]
#Column	Npix	(I3)	[5/444] Number of pixels on the sky	[ucd=meta.number]
#Column	Area	(D12.5)	[0.07/7] Angular area	[ucd=phys.angArea]
#Column	GLON	(F10.6)	[-179/180] Baricentric Galactic longitude	[ucd=pos.galactic.lon]
#Column	Sigb	(D12.5)	[0.1/1.5] Standard deviation in GLON ({sigma}_l_)	[ucd=phys.angSize;src]
#Column	GLAT	(F10.6)	[-5.2/5] Baricentric Galactic latitude	[ucd=pos.galactic.lat]
#Column	Sigl	(D12.5)	[0.1/1.2] Standard deviation in GLAT ({sigma}_b_)	[ucd=phys.angSize]
#Column	theta	(D12.5)	? Angle with respect to b=0	[ucd=pos.posAng]
#Column	WCO	(D12.5)	[2/13929] Integrated CO emission	[ucd=phot.flux]
#Column	NH2	(D12.5)	Average column density	[ucd=meta.number]
#Column	Sigma	(D12.5)	[1.8/739] Surface density	[ucd=phot.flux.density.sb]
#Column	Vcent	(D12.5)	[-188/185] Centroid velocity	[ucd=spect.dopplerVeloc]
#Column	SigV	(D12.5)	[0.09/17] Velocity standard deviation ({sigma}_V_)	[ucd=phys.veloc.dispersion]
#Column	Rmax	(D12.5)	[0.1/3] Largest eigenvalue of the inertia matrix	[ucd=phys.angSize]
#Column	Rmin	(D12.5)	[0.1/1.5] Smallest eigenvalue of the inertia matrix	[ucd=phys.angSize;src]
#Column	Rang	(D12.5)	[0.1/1.7] Angular radius (1)	[ucd=phys.angSize]
#Column	Rgal	(D12.5)	[0.003/97] Galacto-centric radius	[ucd=phys.size.radius]
#Column	INF	(I1)	Near or far distance flag (0=near; 1=far) (2)	[ucd=meta.code]
#Column	Dnear	(D12.5)	[0.001/88.5] Near kinematic distance	[ucd=pos.distance;pos.heliocentric]
#Column	Dfar	(D12.5)	[0.01/88.5] Far kinematic distance	[ucd=pos.distance;pos.heliocentric]
#Column	znear	(D12.5)	[-2.8/1.6] Near distance to Galactic mid-plane	[ucd=pos.distance;pos.galactocentric]
#Column	zfar	(D12.5)	[-2.8/1.6] Far distance to Galactic mid-plane	[ucd=pos.distance;pos.galactocentric]
#Column	Snear	(D12.5)	[/744960] Near derived physical area	[ucd=phys.area]
#Column	Sfar	(D12.5)	[0.003/744960] Far derived physical area	[ucd=phys.area]
#Column	Rnear	(D12.5)	[0.008/470] Near derived physical size	[ucd=phys.angSize]
#Column	Rfar	(D12.5)	[0.03/470] Far derived physical size	[ucd=phys.angSize]
#Column	Mnear	(D12.5)	[0.0003/] Near derived mass	[ucd=phys.mass]
#Column	Mfar	(D12.5)	[0.01/] Far derived mass	[ucd=phys.mass]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F10.6)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F10.6)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Cloud	Ncomp	Npix	Area	GLON	Sigb	GLAT	Sigl	theta	WCO	NH2	Sigma	Vcent	SigV	Rmax	Rmin	Rang	Rgal	INF	Dnear	Dfar	znear	zfar	Snear	Sfar	Rnear	Rfar	Mnear	Mfar	Simbad	_RA.icrs	_DE.icrs
    6370	6370	 26	 26	 4.06250e-01	114.461700	 1.40183e-01	-02.822996	 1.73659e-01	-1.01040e+00	 3.57700e+01	 2.75154e+20	 5.99958e+00	-1.08036e+01	 9.86162e-01	 3.47383e-01	 2.80286e-01	 3.01072e-01	 9.14303e+00	0	 1.35362e+00	 1.35362e+00	-6.66668e-02	-6.66668e-02	 2.26749e+02	 2.26749e+02	 7.11294e+00	 7.11294e+00	 1.36040e+03	 1.36040e+03	Simbad	356.284957	+58.954145
    6371	6371	  7	  6	 9.37500e-02	347.924620	 1.25000e-01	-03.012024	 2.34427e-01	 3.20205e+00	 1.10723e+01	 3.69075e+20	 8.04749e+00	-8.76123e+00	 3.14465e+00	 4.68909e-01	 2.29343e-01	 2.91085e-01	 7.20102e+00	0	 1.33575e+00	 1.53111e+01	-7.01878e-02	-8.04529e-01	 5.09541e+01	 6.69483e+03	 6.78620e+00	 7.77870e+01	 4.10053e+02	 5.38766e+04	Simbad	261.560436	-40.729388
    6372	6372	 24	 23	 3.59375e-01	078.993450	 2.48581e-01	-02.625460	 2.43047e-01	-2.46347e+01	 2.72853e+01	 2.37263e+20	 5.17340e+00	-1.16528e+01	 2.41666e+00	 5.95990e-01	 3.58125e-01	 4.24394e-01	 9.14322e+00	0	 5.36773e+00	 5.36773e+00	-2.45879e-01	-2.45879e-01	 3.15417e+03	 3.15417e+03	 3.97599e+01	 3.97599e+01	 1.63178e+04	 1.63178e+04	Simbad	310.873143	+38.265583
    6373	6373	 19	 19	 2.96875e-01	285.652800	 1.60619e-01	-02.239258	 1.76983e-01	-3.11737e+01	 1.58077e+01	 1.66397e+20	 3.62820e+00	-1.05407e+01	 2.03150e+00	 4.21480e-01	 2.25480e-01	 2.77757e-01	 8.20585e+00	1	 1.70694e+00	 2.88329e+00	-6.66944e-02	-1.12657e-01	 2.63491e+02	 7.51807e+02	 8.27492e+00	 1.39776e+01	 9.56000e+02	 2.72770e+03	Simbad	156.304498	-60.110674
    6374	6374	  5	  5	 7.81250e-02	020.832280	 1.25000e-01	-02.360614	 1.25000e-01	 4.31963e-03	 5.63963e+00	 2.25585e+20	 4.91876e+00	-1.27193e+01	 6.48881e+00	 2.20078e-01	 1.25807e-01	 1.51587e-01	 1.03793e+01	0	 1.78889e+01	 1.78889e+01	-7.36821e-01	-7.36821e-01	 7.61573e+03	 7.61573e+03	 4.73287e+01	 4.73287e+01	 3.74600e+04	 3.74600e+04	Simbad	279.412768	-11.839782
    6375	6375	  5	  5	 7.81250e-02	313.959170	 1.25000e-01	-02.088160	 1.25000e-01	 8.55540e+00	 1.25841e+01	 5.03363e+20	 1.09756e+01	-1.16448e+01	 6.10649e+00	 2.12389e-01	 1.25000e-01	 1.49160e-01	 8.01688e+00	0	 7.20639e-01	 1.10877e+01	-2.62581e-02	-4.04004e-01	 1.23590e+01	 2.92568e+03	 1.87606e+00	 2.88649e+01	 1.35647e+02	 3.21110e+04	Simbad	217.598722	-62.821810
    6376	6376	 37	 32	 5.00000e-01	288.391900	 2.24113e-01	-02.036472	 2.02476e-01	 8.76839e+00	 2.69182e+01	 1.68239e+20	 3.66836e+00	-9.79811e+00	 3.95548e+00	 4.67457e-01	 3.82591e-01	 4.09013e-01	 8.22882e+00	1	 1.05286e+00	 4.31428e+00	-3.74142e-02	-1.53311e-01	 1.68838e+02	 2.83493e+03	 7.51612e+00	 3.07985e+01	 6.19359e+02	 1.03996e+04	Simbad	161.362415	-61.299692
    6377	6377	  7	  7	 1.09375e-01	162.960000	 1.46023e-01	-01.922362	 1.25000e-01	-1.38053e+00	 5.67908e+00	 1.62260e+20	 3.53798e+00	-1.16219e+01	 1.62290e+00	 2.92149e-01	 1.25000e-01	 1.65885e-01	 1.06132e+01	0	 2.19111e+00	 2.19111e+00	-7.35014e-02	-7.35014e-02	 1.59957e+02	 1.59957e+02	 6.34383e+00	 6.34383e+00	 5.65926e+02	 5.65926e+02	Simbad	072.347585	+41.744521
    6378	6378	 62	 61	 9.53125e-01	065.134080	 3.11841e-01	-01.657873	 3.23705e-01	 7.65355e+00	 7.64080e+01	 2.50518e+20	 5.46241e+00	-9.26930e+00	 2.84589e+00	 6.77099e-01	 5.91318e-01	 6.18631e-01	 9.06855e+00	0	 8.34884e+00	 8.34884e+00	-2.41543e-01	-2.41543e-01	 2.02375e+04	 2.02375e+04	 9.01471e+01	 9.01471e+01	 1.10546e+05	 1.10546e+05	Simbad	300.480082	+27.444631
    6379	6379	  7	  7	 1.09375e-01	309.432500	 1.73665e-01	-01.797229	 1.25000e-01	-2.61140e+01	 6.79759e+00	 1.94217e+20	 4.23480e+00	-1.52921e+01	 3.66654e+00	 3.90117e-01	 1.25000e-01	 1.82672e-01	 7.89087e+00	0	 1.02172e+00	 9.78146e+00	-3.20437e-02	-3.06770e-01	 3.47808e+01	 3.18773e+03	 3.25749e+00	 3.11856e+01	 1.47290e+02	 1.34994e+04	Simbad	207.771558	-63.913583
    6380	6380	  8	  8	 1.25000e-01	028.133040	 2.29549e-01	-01.373487	 1.67576e-01	-1.76875e+01	 1.98128e+01	 4.95321e+20	 1.08002e+01	-1.04254e+01	 6.75291e+00	 4.94832e-01	 2.79711e-01	 3.38292e-01	 9.63635e+00	0	 1.62638e+01	 1.62638e+01	-3.89836e-01	-3.89836e-01	 1.00718e+04	 1.00718e+04	 9.60275e+01	 9.60275e+01	 1.08778e+05	 1.08778e+05	Simbad	281.893153	-04.896914
    6381	6381	  5	  5	 7.81250e-02	058.497780	 1.25000e-01	-01.023009	 1.25000e-01	-1.30892e+01	 6.64139e+00	 2.65656e+20	 5.79248e+00	-1.10349e+01	 2.65167e+00	 2.60361e-01	 1.93465e-01	 2.13596e-01	 9.19293e+00	0	 1.00988e+01	 1.00988e+01	-1.80304e-01	-1.80304e-01	 2.42711e+03	 2.42711e+03	 3.76481e+01	 3.76481e+01	 1.40590e+04	 1.40590e+04	Simbad	296.124970	+22.078129
    6382	6382	 11	 11	 1.71875e-01	154.882200	 2.44647e-01	-00.506801	 1.25000e-01	-6.06683e+00	 1.02843e+01	 1.86987e+20	 4.07715e+00	-1.11951e+01	 1.74601e+00	 4.92319e-01	 1.46215e-01	 2.19151e-01	 9.85754e+00	0	 1.47733e+00	 1.47733e+00	-1.30673e-02	-1.30673e-02	 1.14268e+02	 1.14268e+02	 5.65070e+00	 5.65070e+00	 4.65888e+02	 4.65888e+02	Simbad	066.136019	+48.685652
    6383	6383	  6	  6	 9.37500e-02	073.998430	 1.25000e-01	-00.362232	 1.25000e-01	-3.69391e+01	 1.54888e+01	 5.16294e+20	 1.12575e+01	-1.17621e+01	 2.09841e+00	 3.20981e-01	 1.25000e-01	 1.71172e-01	 9.16050e+00	0	 6.48514e+00	 6.48514e+00	-4.09997e-02	-4.09997e-02	 1.20106e+03	 1.20106e+03	 1.93745e+01	 1.93745e+01	 1.35210e+04	 1.35210e+04	Simbad	304.896299	+35.575102
    6384	6384	  8	  8	 1.25000e-01	034.505210	 2.94104e-01	-00.618924	 2.00208e-01	 1.46342e+01	 3.63488e+01	 9.08719e+20	 1.98142e+01	-8.75698e+00	 1.16895e+01	 6.18623e-01	 3.51606e-01	 4.24469e-01	 9.31070e+00	0	 1.49744e+01	 1.49744e+01	-1.61755e-01	-1.61755e-01	 8.53824e+03	 8.53824e+03	 1.10939e+02	 1.10939e+02	 1.69178e+05	 1.69178e+05	Simbad	284.127913	+01.117811
    6385	6385	  5	  5	 7.81250e-02	307.063800	 1.25000e-01	-00.025999	 1.54645e-01	-5.65565e+01	 1.08351e+01	 4.33403e+20	 9.45013e+00	-1.09039e+01	 3.79195e+00	 3.19570e-01	 1.25000e-01	 1.70921e-01	 8.10623e+00	1	 6.83849e-01	 9.56212e+00	-3.10315e-04	-4.33906e-03	 1.11293e+01	 2.17598e+03	 2.04002e+00	 2.85252e+01	 1.05173e+02	 2.05633e+04	Simbad	201.869738	-62.608255
    6386	6386	 24	 24	 3.75000e-01	096.141980	 1.64422e-01	+00.104279	 1.37763e-01	 6.81829e+00	 2.52350e+01	 2.10292e+20	 4.58531e+00	-9.38780e+00	 1.62926e+00	 3.35685e-01	 2.67149e-01	 2.88279e-01	 9.03403e+00	0	 2.28287e+00	 2.28287e+00	 4.15484e-03	 4.15484e-03	 5.95320e+02	 5.95320e+02	 1.14862e+01	 1.14862e+01	 2.72973e+03	 2.72973e+03	Simbad	324.830696	+52.682634
    6387	6387	 20	 20	 3.12500e-01	020.992750	 2.63370e-01	-00.486429	 2.63215e-01	 2.06250e+01	 5.08284e+01	 5.08284e+20	 1.10829e+01	-5.46299e+00	 4.66072e+00	 6.17833e-01	 4.15770e-01	 4.74452e-01	 9.30081e+00	0	 1.67246e+01	 1.67246e+01	-1.41987e-01	-1.41987e-01	 2.66268e+04	 2.66268e+04	 1.38495e+02	 1.38495e+02	 2.95101e+05	 2.95101e+05	Simbad	277.790986	-10.834869
    6388	6388	  6	  6	 9.37500e-02	137.043100	 1.25000e-01	+00.285577	 1.25000e-01	-9.25084e+00	 7.29187e+00	 2.43062e+20	 5.29985e+00	-1.23577e+01	 1.11687e+00	 1.72352e-01	 1.34946e-01	 1.46413e-01	 9.43922e+00	0	 1.23221e+00	 1.23221e+00	 6.14163e-03	 6.14163e-03	 4.33606e+01	 4.33606e+01	 3.14877e+00	 3.14877e+00	 2.29805e+02	 2.29805e+02	Simbad	041.972916	+59.927750
    6389	6389	  7	  7	 1.09375e-01	048.898990	 1.95591e-01	+00.684676	 2.26842e-01	-3.49983e+01	 1.12946e+01	 3.22703e+20	 7.03636e+00	-1.22333e+01	 5.55038e+00	 5.38305e-01	 2.62830e-01	 3.33779e-01	 9.34758e+00	0	 1.23968e+01	 1.23968e+01	 1.48137e-01	 1.48137e-01	 5.12030e+03	 5.12030e+03	 7.22191e+01	 7.22191e+01	 3.60283e+04	 3.60283e+04	Simbad	289.668655	+14.492518
    6390	6390	  8	  8	 1.25000e-01	029.958040	 2.14080e-01	+00.766671	 1.25000e-01	-3.04557e+00	 1.04156e+01	 2.60391e+20	 5.67770e+00	-1.10631e+01	 4.21460e+00	 4.28991e-01	 2.22849e-01	 2.77219e-01	 9.63880e+00	0	 1.60196e+01	 1.60196e+01	 2.14351e-01	 2.14351e-01	 9.77175e+03	 9.77175e+03	 7.75098e+01	 7.75098e+01	 5.54810e+04	 5.54810e+04	Simbad	280.819795	-02.296327
    6391	6391	  5	  5	 7.81250e-02	018.055030	 1.29588e-01	+00.742972	 1.31058e-01	 2.82786e+01	 6.66005e+00	 2.66402e+20	 5.80876e+00	-1.17179e+01	 3.96037e+00	 3.22619e-01	 1.78309e-01	 2.17276e-01	 1.05021e+01	0	 1.82493e+01	 1.82493e+01	 2.36637e-01	 2.36637e-01	 7.92570e+03	 7.92570e+03	 6.92050e+01	 6.92050e+01	 4.60385e+04	 4.60385e+04	Simbad	275.279513	-12.859806
    6392	6392	  5	  5	 7.81250e-02	167.541700	 1.25000e-01	+01.131679	 1.25000e-01	-1.99622e+01	 6.78417e+00	 2.71367e+20	 5.91701e+00	-1.09628e+01	 1.38614e+00	 1.78758e-01	 1.25000e-01	 1.40830e-01	 1.13433e+01	0	 2.89486e+00	 2.89486e+00	 5.71742e-02	 5.71742e-02	 1.99435e+02	 1.99435e+02	 7.11542e+00	 7.11542e+00	 1.18006e+03	 1.18006e+03	Simbad	079.244374	+39.976264
    6393	6393	  5	  5	 7.81250e-02	155.669600	 1.25000e-01	+01.131049	 1.25000e-01	-1.55204e+01	 4.13741e+00	 1.65496e+20	 3.60856e+00	-1.07905e+01	 5.60368e-01	 1.59423e-01	 1.25000e-01	 1.35558e-01	 9.84764e+00	0	 1.45913e+00	 1.45913e+00	 2.88022e-02	 2.88022e-02	 5.06683e+01	 5.06683e+01	 3.45221e+00	 3.45221e+00	 1.82840e+02	 1.82840e+02	Simbad	068.771306	+49.241936
    6394	6394	 47	 47	 7.34375e-01	129.095600	 3.17902e-01	+01.473810	 1.62717e-01	 1.90016e+00	 5.13310e+01	 2.18430e+20	 4.76275e+00	-1.10852e+01	 1.41955e+00	 6.36276e-01	 3.24509e-01	 4.06162e-01	 9.25518e+00	0	 1.13171e+00	 1.13171e+00	 2.91076e-02	 2.91076e-02	 2.86513e+02	 2.86513e+02	 8.02268e+00	 8.02268e+00	 1.36459e+03	 1.36459e+03	Simbad	026.865244	+63.673116
    6395	6395	  6	  6	 9.37500e-02	294.533490	 1.25000e-01	+01.069633	 2.22431e-01	 5.17208e+01	 7.92090e+00	 2.64030e+20	 5.75704e+00	-1.37796e+01	 1.30743e+00	 4.56934e-01	 1.53299e-01	 2.20619e-01	 8.05315e+00	0	 1.28020e+00	 5.77985e+00	 2.38982e-02	 1.07896e-01	 4.68042e+01	 9.54027e+02	 4.92949e+00	 2.22556e+01	 2.69453e+02	 5.49237e+03	Simbad	175.517033	-60.665991
    6396	6396	  6	  6	 9.37500e-02	289.492640	 1.25000e-01	+01.355949	 1.31772e-01	 2.64834e+01	 1.08644e+01	 3.62147e+20	 7.89642e+00	-1.05307e+01	 5.76063e+00	 2.93942e-01	 1.81564e-01	 2.13194e-01	 8.19737e+00	1	 1.10701e+00	 4.56724e+00	 2.61958e-02	 1.08077e-01	 3.49969e+01	 5.95710e+02	 4.11912e+00	 1.69945e+01	 2.76350e+02	 4.70398e+03	Simbad	166.281321	-58.713889
    6397	6397	  8	  8	 1.25000e-01	166.127200	 1.25000e-01	+01.607055	 1.25000e-01	-4.35470e+00	 7.98265e+00	 1.99566e+20	 4.35144e+00	-1.13741e+01	 5.58793e-01	 2.16883e-01	 1.68778e-01	 1.83493e-01	 1.11117e+01	0	 2.67216e+00	 2.67216e+00	 7.49399e-02	 7.49399e-02	 2.71888e+02	 2.71888e+02	 8.55777e+00	 8.55777e+00	 1.18311e+03	 1.18311e+03	Simbad	078.671070	+41.403394
    6398	6398	 11	 11	 1.71875e-01	136.428600	 1.85990e-01	+01.619109	 1.25000e-01	 1.31176e+01	 8.89095e+00	 1.61654e+20	 3.52477e+00	-1.22179e+01	 7.76502e-01	 3.83216e-01	 1.25915e-01	 1.82474e-01	 9.41905e+00	0	 1.21735e+00	 1.21735e+00	 3.43962e-02	 3.43962e-02	 7.75887e+01	 7.75887e+01	 3.87698e+00	 3.87698e+00	 2.73482e+02	 2.73482e+02	Simbad	042.022487	+61.395812
    6399	6399	  5	  5	 7.81250e-02	031.196430	 1.25000e-01	+01.544923	 1.51935e-01	 5.24993e+01	 8.71098e+00	 3.48439e+20	 7.59754e+00	-8.45188e+00	 5.93168e+00	 3.67853e-01	 1.25000e-01	 1.79128e-01	 9.35132e+00	0	 1.55265e+01	 1.55265e+01	 4.18606e-01	 4.18606e-01	 5.73713e+03	 5.73713e+03	 4.85420e+01	 4.85420e+01	 4.35881e+04	 4.35881e+04	Simbad	280.692990	-00.839422
    6400	6400	  7	  7	 1.09375e-01	135.133900	 1.39293e-01	+02.198393	 1.25000e-01	 1.55928e+01	 6.03560e+00	 1.72446e+20	 3.76009e+00	-1.09038e+01	 2.88669e+00	 2.94134e-01	 1.57884e-01	 1.94270e-01	 9.31011e+00	0	 1.09830e+00	 1.09830e+00	 4.21307e-02	 4.21307e-02	 4.01900e+01	 4.01900e+01	 3.72398e+00	 3.72398e+00	 1.51118e+02	 1.51118e+02	Simbad	040.044863	+62.465568
    6401	6401	  5	  5	 7.81250e-02	290.888620	 1.25000e-01	+02.745115	 1.81212e-01	-3.17553e+01	 9.10836e+00	 3.64334e+20	 7.94412e+00	-1.11637e+01	 2.07920e+00	 3.85027e-01	 2.11811e-01	 2.58501e-01	 8.16914e+00	0	 1.11625e+00	 4.95211e+00	 5.34604e-02	 2.37171e-01	 2.96529e+01	 5.83615e+02	 5.03620e+00	 2.23426e+01	 2.35566e+02	 4.63631e+03	Simbad	169.736035	-57.947524
    6402	6402	 16	 16	 2.50000e-01	290.118230	 2.51325e-01	+02.619476	 4.04042e-01	 4.27046e+01	 2.61895e+01	 3.27368e+20	 7.13809e+00	-9.52702e+00	 4.83980e+00	 8.71862e-01	 3.81461e-01	 5.02477e-01	 8.23565e+00	0	 8.93921e-01	 4.95949e+00	 4.08545e-02	 2.26661e-01	 6.08548e+01	 1.87314e+03	 7.83978e+00	 4.34952e+01	 4.34387e+02	 1.33706e+04	Simbad	168.301171	-57.787592
    6403	6403	 47	 46	 7.18750e-01	159.753900	 2.46869e-01	+02.619499	 4.00651e-01	-2.89795e+01	 5.75988e+01	 2.50430e+20	 5.46049e+00	-7.56725e+00	 1.97802e+00	 8.26762e-01	 4.49806e-01	 5.50990e-01	 9.62322e+00	0	 1.18907e+00	 1.18907e+00	 5.43442e-02	 5.43442e-02	 3.09564e+02	 3.09564e+02	 1.14352e+01	 1.14352e+01	 1.69037e+03	 1.69037e+03	Simbad	074.441646	+47.099095
    6404	6404	 54	 51	 7.96875e-01	135.592500	 2.06949e-01	+03.390928	 2.59985e-01	 2.83242e+00	 7.82021e+01	 3.06675e+20	 6.68688e+00	-9.77453e+00	 1.96486e+00	 5.20663e-01	 4.13028e-01	 4.46175e-01	 9.23954e+00	0	 9.99954e-01	 9.99954e-01	 5.91456e-02	 5.91456e-02	 2.42720e+02	 2.42720e+02	 7.78702e+00	 7.78702e+00	 1.62304e+03	 1.62304e+03	Simbad	042.059749	+63.354566
    6405	6405	  9	  9	 1.40625e-01	349.166050	 3.62765e-01	+03.132910	 2.42806e-01	 2.76330e+01	 1.16628e+01	 2.59174e+20	 5.65114e+00	-9.70302e+00	 3.38010e+00	 8.32249e-01	 2.63771e-01	 3.86874e-01	 6.93289e+00	0	 1.60461e+00	 1.51174e+01	 8.76958e-02	 8.26200e-01	 1.10296e+02	 9.78974e+03	 1.08349e+01	 1.02077e+02	 6.23297e+02	 5.53233e+04	Simbad	256.102026	-36.141096
    6406	6406	  5	  5	 7.81250e-02	052.532620	 1.39058e-01	+04.062352	 1.25000e-01	 6.24538e+00	 7.62311e+00	 3.04924e+20	 6.64872e+00	-1.02591e+01	 3.50913e+00	 2.81280e-01	 1.91989e-01	 2.18054e-01	 9.19075e+00	0	 1.14408e+01	 1.14408e+01	 8.10490e-01	 8.10490e-01	 3.11501e+03	 3.11501e+03	 4.35411e+01	 4.35411e+01	 2.07108e+04	 2.07108e+04	Simbad	288.302164	+19.275505
    6407	6407	  5	  5	 7.81250e-02	161.549800	 3.27587e-01	+04.562037	 1.25000e-01	-1.49573e+01	 1.75498e+01	 7.01993e+20	 1.53066e+01	-1.04661e+01	 1.36227e+00	 6.78988e-01	 1.25000e-01	 2.19732e-01	 1.02194e+01	0	 1.80162e+00	 1.80162e+00	 1.43298e-01	 1.43298e-01	 7.72454e+01	 7.72454e+01	 6.90934e+00	 6.90934e+00	 1.18236e+03	 1.18236e+03	Simbad	078.296485	+46.839112
    6408	6408	  8	  7	 1.09375e-01	145.497100	 2.39417e-01	+04.494577	 1.50159e-01	-1.74135e+01	 2.02870e+01	 5.79629e+20	 1.26385e+01	-9.93218e+00	 1.63121e+00	 5.09683e-01	 2.44330e-01	 3.12189e-01	 9.40750e+00	0	 1.08049e+00	 1.08049e+00	 8.46721e-02	 8.46721e-02	 3.88967e+01	 3.88967e+01	 5.88734e+00	 5.88734e+00	 4.91597e+02	 4.91597e+02	Simbad	060.400994	+58.766301
    6409	6409	  6	  6	 9.37500e-02	018.168220	 1.51552e-01	+04.787292	 1.25000e-01	-7.56349e+00	 5.69879e+00	 1.89960e+20	 4.14197e+00	-1.18701e+01	 4.37866e+00	 3.06133e-01	 1.25000e-01	 1.68491e-01	 1.05099e+01	0	 1.83104e+01	 1.83104e+01	 1.52812e+00	 1.52812e+00	 9.57462e+03	 9.57462e+03	 5.38459e+01	 5.38459e+01	 3.96578e+04	 3.96578e+04	Simbad	271.701269	-10.833306
    6410	6410	 15	 15	 2.34375e-01	162.382800	 4.80435e-01	-04.789272	 2.10202e-01	 8.55562e+00	 3.47716e+01	 4.63621e+20	 1.01090e+01	-8.66757e+00	 5.08801e-01	 9.73795e-01	 3.89529e-01	 5.28668e-01	 9.97362e+00	0	 1.54015e+00	 1.54015e+00	-1.28589e-01	-1.28589e-01	 1.69354e+02	 1.69354e+02	 1.42114e+01	 1.42114e+01	 1.71201e+03	 1.71201e+03	Simbad	068.979287	+40.297135
    6411	6411	  5	  5	 7.81250e-02	067.097490	 1.37115e-01	-04.224910	 2.06852e-01	-1.28219e+01	 6.61922e+00	 2.64769e+20	 5.77315e+00	-9.45969e+00	 4.44869e+00	 4.17268e-01	 2.68775e-01	 3.11218e-01	 9.06986e+00	0	 7.90700e+00	 7.90700e+00	-5.82523e-01	-5.82523e-01	 1.48789e+03	 1.48789e+03	 4.29495e+01	 4.29495e+01	 8.58978e+03	 8.58978e+03	Simbad	304.112765	+27.700759
    6412	6412	  5	  5	 7.81250e-02	083.075200	 1.25000e-01	-03.276699	 1.25000e-01	-3.65734e+00	 4.98678e+00	 1.99471e+20	 4.34936e+00	-7.93782e+00	 2.36460e+00	 2.04826e-01	 1.25000e-01	 1.47368e-01	 8.96934e+00	0	 4.07275e+00	 4.07275e+00	-2.32791e-01	-2.32791e-01	 3.94751e+02	 3.94751e+02	 1.04753e+01	 1.04753e+01	 1.71691e+03	 1.71691e+03	Simbad	314.893482	+40.996949
    6413	6413	 15	 15	 2.34375e-01	355.881057	 3.11138e-01	-02.808055	 3.11973e-01	 2.89589e+01	 3.07698e+01	 4.10264e+20	 8.94559e+00	-9.82205e+00	 9.09091e-01	 7.76243e-01	 4.17115e-01	 5.13062e-01	 5.22131e+00	0	 3.29651e+00	 1.36800e+01	-1.61496e-01	-6.70184e-01	 7.75846e+02	 1.33610e+04	 2.95198e+01	 1.22502e+02	 6.94040e+03	 1.19522e+05	Simbad	266.711252	-33.913025
    6414	6414	  8	  8	 1.25000e-01	288.671490	 1.56020e-01	-02.622455	 1.25000e-01	-2.48674e+01	 7.41026e+00	 1.85256e+20	 4.03942e+00	-7.84934e+00	 5.33496e+00	 3.48582e-01	 1.25000e-01	 1.75944e-01	 8.30544e+00	0	 6.88375e-01	 4.75974e+00	-3.14963e-02	-2.17779e-01	 1.80433e+01	 8.62645e+02	 2.11387e+00	 1.46163e+01	 7.28846e+01	 3.48459e+03	Simbad	161.308351	-61.948350
