#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T02:47:29 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T02:47:29	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJS/247/31/table1&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22470031
#Name: J/ApJS/247/31
#Title: Dark matter halo models for SPARC galaxies (Li+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/apjs/247/31	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/247/31	    IVOID of underlying data collection
#INFO	creator=Li P.	    First author or institution
#INFO	cites=bibcode:2020ApJS..247...31L	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/247/31	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22470031	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-10-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_247_31_table1:
#Name: J/ApJS/247/31/table1
#Title: The best-fit parameters for the 175 SPARC galaxies
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a11)	Galaxy Name	[ucd=meta.id;meta.main]
#Column	Model	(A12)	Dark matter halo profile (1)	[ucd=meta.id;stat.fit]
#Column	Ydisk	(F5.2)	[0.1/4.3] Stellar mass-to-light ratio for disks	[ucd=phys.composition.massLightRatio]
#Column	e_Ydisk	(F5.2)	[0.01/0.6] Error on Ydisk	[ucd=stat.error]
#Column	Ybul	(F5.2)	[0/2.1] Stellar mass-to-light ratio for bulges	[ucd=phys.composition.massLightRatio]
#Column	e_Ybul	(F5.2)	[0/0.3] Error on Ybul	[ucd=stat.error]
#Column	Dist	(F6.2)	[0.02/129] Galaxy distance	[ucd=pos.distance;pos.heliocentric]
#Column	e_Dist	(F5.2)	[0.05/15.1] Error in Dist	[ucd=stat.error]
#Column	inc	(F4.1)	[5.4/90] Disk inclination	[ucd=src.orbital.inclination]
#Column	e_inc	(F4.1)	[0.6/14.3] Error in inc	[ucd=stat.error]
#Column	V200	(F6.2)	[10/500] Rotation velocity at r_200_ (2)	[ucd=phys.veloc.rotat]
#Column	e_V200	(F6.2)	[0.7/158] Error in V200	[ucd=stat.error]
#Column	C200	(F6.2)	[1/999.3] Halo concentration (2)	[ucd=meta.note]
#Column	e_C200	(F6.2)	[0.01/334.2] Error in C200	[ucd=stat.error]
#Column	rs	(F6.2)	[0.02/672] Halo scale radius	[ucd=phys.size.radius;instr.scale]
#Column	e_rs	(F8.2)	[0.01/17815] Error in rs	[ucd=stat.error]
#Column	log(rhos)	(F5.2)	[-5/3.3] Volume density of dark matter halos	[ucd=meta.bib.volume]
#Column	e_log(rhos)	(F6.2)	[0.06/271] Error in log(rhos)	[ucd=stat.error]
#Column	log(M200)	(F5.2)	[8.5/13.6] Halo mass (2)	[ucd=phys.mass]
#Column	e_log(M200)	(F5.2)	[0.02/20.3] Error in log(M200)	[ucd=stat.error]
#Column	alpha	(F5.2)	[0/2] Shape parameter for the Einasto model	[ucd=stat.param]
#Column	e_alpha	(F5.2)	[0/0.75] Error in alpha	[ucd=stat.error;pos.eq.ra]
#Column	chi2	(F5.2)	[0.02/36.6]? Reduced {Chi}^2^ (infinite when blank)	[ucd=stat.fit.chi2]
recno	Name	Model	Ydisk	e_Ydisk	Ybul	e_Ybul	Dist	e_Dist	inc	e_inc	V200	e_V200	C200	e_C200	rs	e_rs	log(rhos)	e_log(rhos)	log(M200)	e_log(M200)	alpha	e_alpha	chi2
    1666	UGC06923   	coreNFW-LCDM	 0.49	 0.10	 0.00	 0.00	 18.10	 2.00	65.3	 2.0	 71.79	  4.26	  9.24	  1.91	 10.65	    2.29	-2.26	  0.29	11.07	 0.08	 0.00	 0.00	 2.44
    1667	UGC06923   	Lucky13-Flat	 0.48	 0.12	 0.00	 0.00	 17.35	 2.50	64.6	 2.0	 66.64	102.80	 23.84	  7.84	  3.83	    6.04	-1.13	  2.88	10.97	 2.01	 0.00	 0.00	 2.26
    1668	UGC06923   	Lucky13-LCDM	 0.58	 0.12	 0.00	 0.00	 21.38	 2.06	65.6	 2.0	 77.75	  5.20	 14.21	  2.79	  7.49	    1.55	-1.68	  0.29	11.18	 0.09	 0.00	 0.00	 3.98
    1669	UGC06930   	pISO-Flat   	 0.52	 0.12	 0.00	 0.00	 17.62	 2.51	31.5	 5.1	102.87	 25.77	 85.34	 46.51	  1.65	    0.99	-1.14	  0.88	11.54	 0.33	 0.00	 0.00	 0.22
    1670	UGC06930   	Burkert-Flat	 0.49	 0.12	 0.00	 0.00	 17.86	 2.49	31.9	 5.1	 63.02	 11.73	 23.39	  6.29	  3.69	    1.21	-1.28	  0.49	10.90	 0.24	 0.00	 0.00	 0.28
    1671	UGC06930   	NFW-Flat    	 0.49	 0.13	 0.00	 0.00	 18.10	 2.53	31.8	 5.2	 77.58	 17.44	 10.62	  3.98	 10.00	    4.37	-2.11	  0.65	11.17	 0.29	 0.00	 0.00	 0.44
    1672	UGC06930   	NFW-LCDM    	 0.50	 0.13	 0.00	 0.00	 18.36	 2.32	31.3	 2.8	 84.82	  7.04	  9.07	  2.04	 12.81	    3.07	-2.28	  0.33	11.29	 0.11	 0.00	 0.00	 0.54
    1673	UGC06930   	Einasto-Flat	 0.48	 0.13	 0.00	 0.00	 17.85	 2.48	30.3	 5.2	 59.32	 25.15	 11.61	  3.46	  7.00	    3.63	-2.35	  0.91	10.82	 0.55	 0.46	 0.30	 0.54
    1674	UGC06930   	Einasto-LCDM	 0.48	 0.12	 0.00	 0.00	 17.36	 2.40	29.4	 3.2	 83.52	  7.12	 11.07	  2.49	 10.33	    2.48	-2.66	  0.34	11.27	 0.11	 0.21	 0.05	 0.54
    1675	UGC06930   	DC14-Flat   	 0.49	 0.12	 0.00	 0.00	 17.46	 2.51	30.6	 5.2	 79.57	 13.05	 16.82	 11.23	  6.48	    4.45	-1.86	  0.70	11.21	 0.21	 0.00	 0.00	 0.36
    1676	UGC06930   	DC14-LCDM   	 0.54	 0.13	 0.00	 0.00	 19.37	 2.12	31.1	 2.8	 85.36	  6.74	 11.45	  2.76	 10.21	    2.59	-2.23	  0.27	11.30	 0.10	 0.00	 0.00	 0.53
    1677	UGC06930   	coreNFW-Flat	 0.49	 0.12	 0.00	 0.00	 17.88	 2.51	31.0	 5.1	 60.58	 10.71	 38.78	 23.07	  2.14	    1.33	-0.67	  0.85	10.85	 0.23	 0.00	 0.00	 0.38
    1678	UGC06930   	coreNFW-LCDM	 0.60	 0.15	 0.00	 0.00	 19.08	 2.26	32.3	 2.9	 86.80	  7.13	  7.96	  2.17	 14.93	    4.26	-2.42	  0.39	11.32	 0.11	 0.00	 0.00	 1.71
    1679	UGC06930   	Lucky13-Flat	 0.50	 0.12	 0.00	 0.00	 17.73	 2.48	31.4	 5.1	 70.75	 13.44	 27.80	  8.18	  3.49	    1.22	-0.96	  0.52	11.05	 0.25	 0.00	 0.00	 0.24
    1680	UGC06930   	Lucky13-LCDM	 0.77	 0.18	 0.00	 0.00	 19.76	 2.16	36.6	 3.6	 91.61	  8.79	  8.51	  3.85	 14.74	    6.82	-2.20	  0.63	11.39	 0.13	 0.00	 0.00	 1.92
    1681	UGC06973   	pISO-Flat   	 0.31	 0.07	 0.60	 0.14	 10.71	 2.05	69.9	 3.1	202.54	 16.61	195.09	106.82	  1.42	    0.79	-0.42	  0.77	12.42	 0.11	 0.00	 0.00	 1.45
    1682	UGC06973   	Burkert-Flat	 0.30	 0.07	 0.59	 0.14	 11.05	 1.99	69.5	 3.1	 90.63	 11.81	 49.12	 12.04	  2.53	    0.70	-0.43	  0.40	11.38	 0.17	 0.00	 0.00	 1.61
    1683	UGC06973   	NFW-Flat    	 0.29	 0.07	 0.58	 0.14	 10.20	 2.00	69.8	 3.1	149.31	 98.63	 19.00	  9.63	 10.76	    8.96	-1.48	  1.39	12.03	 0.86	 0.00	 0.00	 1.68
    1684	UGC06973   	NFW-LCDM    	 0.21	 0.04	 0.48	 0.10	 14.67	 1.97	69.7	 3.2	130.04	 23.06	 17.02	  4.01	 10.47	    3.09	-1.60	  0.45	11.85	 0.23	 0.00	 0.00	 3.82
    1685	UGC06973   	Einasto-Flat	 0.32	 0.07	 0.56	 0.14	 11.19	 2.03	69.4	 3.1	 53.96	 63.89	 20.93	  6.33	  3.53	    4.31	-1.27	  2.22	10.70	 1.54	 1.13	 0.45	 3.82
    1686	UGC06973   	Einasto-LCDM	 0.29	 0.06	 0.59	 0.13	 10.89	 1.83	69.8	 3.1	 93.62	  8.38	 20.09	  3.47	  6.38	    1.24	-1.75	  0.29	11.42	 0.12	 0.35	 0.07	 3.82
    1687	UGC06973   	DC14-Flat   	 0.33	 0.07	 0.58	 0.13	 10.13	 1.90	69.3	 3.2	112.11	 14.94	 50.07	 14.36	  3.07	    0.97	-0.83	  0.35	11.65	 0.17	 0.00	 0.00	 1.65
    1688	UGC06973   	DC14-LCDM   	 0.21	 0.03	 0.47	 0.10	 16.32	 1.93	69.9	 3.1	122.14	 10.60	 28.22	  4.33	  5.93	    1.04	-1.39	  0.21	11.76	 0.11	 0.00	 0.00	 4.24
    1689	UGC06973   	coreNFW-Flat	 0.31	 0.07	 0.61	 0.14	 10.97	 1.90	69.4	 3.2	119.00	 53.21	 23.71	 11.94	  6.88	    4.63	-1.23	  1.06	11.73	 0.58	 0.00	 0.00	 1.64
    1690	UGC06973   	coreNFW-LCDM	 0.23	 0.04	 0.51	 0.11	 15.02	 1.82	69.9	 3.2	122.68	 17.32	 18.20	  3.83	  9.24	    2.34	-1.53	  0.38	11.77	 0.18	 0.00	 0.00	 2.99
    1691	UGC06973   	Lucky13-Flat	 0.31	 0.07	 0.60	 0.14	 10.46	 2.01	69.1	 3.1	106.84	 21.62	 58.66	 16.50	  2.49	    0.86	-0.12	  0.52	11.59	 0.26	 0.00	 0.00	 1.50
    1692	UGC06973   	Lucky13-LCDM	 0.21	 0.03	 0.50	 0.10	 16.94	 1.94	69.7	 3.1	135.01	 18.72	 32.29	  5.23	  5.73	    1.22	-0.79	  0.33	11.89	 0.18	 0.00	 0.00	 4.38
    1693	UGC06983   	pISO-Flat   	 0.51	 0.12	 0.00	 0.00	 17.83	 2.50	49.0	 1.0	108.12	  4.51	100.26	 29.40	  1.48	    0.44	-1.00	  0.41	11.60	 0.05	 0.00	 0.00	 0.58
    1694	UGC06983   	Burkert-Flat	 0.52	 0.13	 0.00	 0.00	 18.41	 2.47	49.0	 1.0	 64.14	  2.86	 26.38	  4.37	  3.33	    0.57	-1.14	  0.23	10.92	 0.06	 0.00	 0.00	 0.53
    1695	UGC06983   	NFW-Flat    	 0.49	 0.12	 0.00	 0.00	 17.85	 2.49	49.0	 1.0	 78.65	  6.12	 12.96	  2.77	  8.31	    1.89	-1.90	  0.32	11.19	 0.10	 0.00	 0.00	 0.74
    1696	UGC06983   	NFW-LCDM    	 0.54	 0.12	 0.00	 0.00	 19.14	 2.07	49.1	 1.0	 81.13	  4.52	 11.13	  1.92	  9.99	    1.81	-2.06	  0.25	11.23	 0.07	 0.00	 0.00	 0.77
    1697	UGC06983   	Einasto-Flat	 0.51	 0.13	 0.00	 0.00	 18.45	 2.50	49.1	 1.0	 54.73	 15.91	 12.27	  2.44	  6.11	    2.15	-2.23	  0.62	10.72	 0.38	 0.51	 0.22	 0.77
    1698	UGC06983   	Einasto-LCDM	 0.48	 0.11	 0.00	 0.00	 17.64	 2.27	49.0	 1.0	 77.80	  5.40	 11.67	  2.04	  9.13	    1.72	-2.58	  0.26	11.18	 0.09	 0.23	 0.04	 0.77
    1699	UGC06983   	DC14-Flat   	 0.47	 0.11	 0.00	 0.00	 17.36	 2.38	48.9	 1.0	 73.99	  4.06	 24.35	  6.58	  4.16	    1.15	-1.56	  0.28	11.11	 0.07	 0.00	 0.00	 0.58
    1700	UGC06983   	DC14-LCDM   	 0.63	 0.13	 0.00	 0.00	 20.60	 1.89	49.1	 1.0	 81.86	  4.24	 14.31	  2.92	  7.84	    1.65	-2.04	  0.22	11.24	 0.07	 0.00	 0.00	 0.74
    1701	UGC06983   	coreNFW-Flat	 0.51	 0.13	 0.00	 0.00	 18.41	 2.48	49.2	 1.0	 59.45	  3.41	 46.39	 15.02	  1.76	    0.58	-0.47	  0.44	10.83	 0.07	 0.00	 0.00	 0.58
    1702	UGC06983   	coreNFW-LCDM	 0.84	 0.14	 0.00	 0.00	 21.44	 1.90	49.2	 1.0	 87.06	  5.18	  8.60	  1.82	 13.86	    3.05	-2.34	  0.30	11.32	 0.08	 0.00	 0.00	 1.21
    1703	UGC06983   	Lucky13-Flat	 0.50	 0.12	 0.00	 0.00	 17.76	 2.47	48.9	 1.0	 70.33	  3.78	 32.94	  5.82	  2.92	    0.54	-0.77	  0.25	11.04	 0.07	 0.00	 0.00	 0.53
    1704	UGC06983   	Lucky13-LCDM	 0.67	 0.19	 0.00	 0.00	 21.52	 2.06	49.2	 1.0	 82.35	  5.76	 19.44	  4.07	  5.80	    1.28	-1.35	  0.31	11.25	 0.09	 0.00	 0.00	 0.98
    1705	UGC07089   	pISO-Flat   	 0.51	 0.14	 0.00	 0.00	 18.10	 2.56	79.9	 3.0	 88.91	105.20	 30.69	 11.23	  3.97	    4.91	-2.01	  2.24	11.35	 1.54	 0.00	 0.00	 0.23
    1706	UGC07089   	Burkert-Flat	 0.51	 0.14	 0.00	 0.00	 18.02	 2.44	79.8	 3.0	 59.24	129.32	 12.83	  3.13	  6.32	   13.89	-1.95	  4.04	10.82	 2.84	 0.00	 0.00	 0.22
    1707	UGC07089   	NFW-Flat    	 0.46	 0.10	 0.00	 0.00	 17.15	 2.45	80.0	 3.0	254.55	 70.60	  1.12	  0.91	311.39	  266.81	-4.21	  1.25	12.72	 0.36	 0.00	 0.00	 0.36
    1708	UGC07089   	NFW-LCDM    	 0.46	 0.10	 0.00	 0.00	 15.58	 2.04	79.5	 3.0	 70.27	  4.19	  6.00	  1.13	 16.05	    3.16	-2.71	  0.27	11.04	 0.08	 0.00	 0.00	 1.22
    1709	UGC07089   	Einasto-Flat	 0.47	 0.14	 0.00	 0.00	 17.58	 2.45	80.2	 3.0	102.94	132.50	  4.20	  1.62	 33.54	   45.05	-3.61	  2.43	11.54	 1.68	 0.35	 0.52	 1.22
    1710	UGC07089   	Einasto-LCDM	 0.44	 0.10	 0.00	 0.00	 14.47	 2.29	79.8	 3.0	 68.84	  4.86	  6.82	  1.18	 13.82	    2.58	-3.09	  0.27	11.02	 0.09	 0.34	 0.08	 1.22
    1711	UGC07089   	DC14-Flat   	 0.50	 0.12	 0.00	 0.00	 17.76	 2.47	79.7	 3.0	 76.75	 99.10	 10.62	  3.71	  9.90	   13.25	-2.49	  2.13	11.16	 1.68	 0.00	 0.00	 0.13
    1712	UGC07089   	DC14-LCDM   	 0.49	 0.10	 0.00	 0.00	 18.27	 1.94	79.9	 3.0	 74.42	  5.23	  9.89	  1.91	 10.31	    2.12	-2.55	  0.22	11.12	 0.09	 0.00	 0.00	 0.17
    1713	UGC07089   	coreNFW-Flat	 0.46	 0.10	 0.00	 0.00	 17.24	 2.37	79.9	 3.0	114.90	 74.71	  3.28	  5.91	 47.95	   91.84	-3.30	  2.72	11.68	 0.85	 0.00	 0.00	 0.21
    1714	UGC07089   	coreNFW-LCDM	 0.45	 0.10	 0.00	 0.00	 15.97	 1.85	79.8	 3.0	 69.87	  3.95	  7.67	  1.64	 12.48	    2.77	-2.46	  0.30	11.04	 0.07	 0.00	 0.00	 0.18
    1715	UGC07089   	Lucky13-Flat	 0.51	 0.13	 0.00	 0.00	 17.83	 2.46	79.7	 3.0	 79.99	119.23	 12.30	  3.60	  8.91	   13.54	-1.83	  2.77	11.21	 1.94	 0.00	 0.00	 0.17
    1716	UGC07089   	Lucky13-LCDM	 0.55	 0.11	 0.00	 0.00	 19.82	 2.06	80.4	 3.0	 78.06	  5.28	 10.42	  1.96	 10.27	    2.05	-2.00	  0.28	11.18	 0.09	 0.00	 0.00	 0.19
    1717	UGC07125   	pISO-Flat   	 0.50	 0.12	 0.00	 0.00	 15.03	 4.59	89.8	 1.8	 61.11	  4.59	 47.36	 40.47	  1.77	    1.52	-1.64	  1.19	10.86	 0.10	 0.00	 0.00	 0.40
    1718	UGC07125   	Burkert-Flat	 0.49	 0.12	 0.00	 0.00	 17.39	 4.20	89.6	 1.8	 41.95	  1.88	 13.85	  4.53	  4.15	    1.37	-1.86	  0.44	10.37	 0.06	 0.00	 0.00	 0.27
    1719	UGC07125   	NFW-Flat    	 0.49	 0.12	 0.00	 0.00	 13.41	 4.63	89.5	 1.8	 52.15	  4.48	  7.41	  3.82	  9.65	    5.04	-2.49	  0.70	10.66	 0.11	 0.00	 0.00	 0.82
    1720	UGC07125   	NFW-LCDM    	 0.49	 0.12	 0.00	 0.00	  9.02	 1.86	89.8	 1.8	 54.54	  3.30	  9.62	  2.23	  7.76	    1.86	-2.22	  0.33	10.71	 0.08	 0.00	 0.00	 0.76
    1721	UGC07125   	Einasto-Flat	 0.52	 0.12	 0.00	 0.00	 17.37	 4.80	90.0	 1.8	 34.04	  6.46	  6.98	  2.18	  6.68	    2.44	-2.83	  0.56	10.10	 0.25	 0.76	 0.39	 0.76
    1722	UGC07125   	Einasto-LCDM	 0.49	 0.12	 0.00	 0.00	  6.57	 2.03	89.5	 1.8	 51.06	  4.69	 11.78	  3.69	  5.94	    1.94	-2.58	  0.45	10.63	 0.12	 0.21	 0.03	 0.76
    1723	UGC07125   	DC14-Flat   	 0.48	 0.12	 0.00	 0.00	 12.41	 3.00	89.8	 1.8	 46.76	  2.87	 16.65	  7.48	  3.85	    1.74	-1.99	  0.45	10.51	 0.08	 0.00	 0.00	 0.27
    1724	UGC07125   	DC14-LCDM   	 0.58	 0.20	 0.00	 0.00	 14.31	 1.93	89.7	 2.0	 54.79	  4.91	 10.84	  3.80	  6.92	    2.50	-2.43	  0.37	10.72	 0.12	 0.00	 0.00	 1.49
    1725	UGC07125   	coreNFW-Flat	 0.50	 0.12	 0.00	 0.00	 15.57	 3.64	89.9	 1.8	 42.30	  3.37	 13.35	  6.30	  4.34	    2.08	-1.87	  0.64	10.38	 0.10	 0.00	 0.00	 0.23
    1726	UGC07125   	coreNFW-LCDM	 0.60	 0.16	 0.00	 0.00	 12.40	 1.61	90.0	 1.9	 58.45	  3.60	  6.85	  1.54	 11.69	    2.72	-2.57	  0.32	10.80	 0.08	 0.00	 0.00	 1.69
    1727	UGC07125   	Lucky13-Flat	 0.51	 0.12	 0.00	 0.00	 15.19	 4.44	89.7	 1.8	 46.18	  2.54	 17.86	  7.32	  3.54	    1.46	-1.44	  0.55	10.50	 0.07	 0.00	 0.00	 0.32
    1728	UGC07125   	Lucky13-LCDM	 0.42	 0.26	 0.00	 0.00	 12.69	 2.55	89.4	 1.9	 53.10	  6.97	 17.44	  4.98	  4.17	    1.31	-1.46	  0.45	10.68	 0.17	 0.00	 0.00	 1.62
    1729	UGC07151   	pISO-Flat   	 0.56	 0.13	 0.00	 0.00	  6.84	 0.34	89.7	 1.8	 69.82	  3.76	104.74	 17.21	  0.91	    0.16	-0.96	  0.25	11.04	 0.07	 0.00	 0.00	 1.58
    1730	UGC07151   	Burkert-Flat	 0.51	 0.13	 0.00	 0.00	  6.87	 0.34	89.7	 1.8	 37.11	  1.77	 32.32	  3.55	  1.57	    0.19	-0.91	  0.17	10.21	 0.06	 0.00	 0.00	 1.36
    1731	UGC07151   	NFW-Flat    	 0.71	 0.17	 0.00	 0.00	  6.92	 0.34	89.5	 1.8	 60.93	 64.36	  8.57	  3.25	  9.74	   10.93	-2.34	  2.01	10.86	 1.38	 0.00	 0.00	 3.64
    1732	UGC07151   	NFW-LCDM    	 0.72	 0.13	 0.00	 0.00	  6.93	 0.33	89.8	 1.8	 72.19	  4.25	  6.97	  1.19	 14.19	    2.57	-2.56	  0.25	11.08	 0.08	 0.00	 0.00	 3.73
    1733	UGC07151   	Einasto-Flat	 0.55	 0.15	 0.00	 0.00	  6.91	 0.34	89.3	 1.8	 25.73	  5.82	 14.03	  1.70	  2.51	    0.65	-1.87	  0.46	 9.73	 0.29	 0.89	 0.30	 3.73
    1734	UGC07151   	Einasto-LCDM	 0.59	 0.14	 0.00	 0.00	  6.76	 0.33	89.6	 1.8	 69.14	  4.19	  7.64	  1.14	 12.39	    1.99	-3.05	  0.23	11.02	 0.08	 0.22	 0.03	 3.73
    1735	UGC07151   	DC14-Flat   	 0.56	 0.22	 0.00	 0.00	  6.84	 0.35	89.5	 1.8	 54.83	  9.28	 17.46	  5.36	  4.30	    1.51	-1.84	  0.41	10.72	 0.22	 0.00	 0.00	 3.53
    1736	UGC07151   	DC14-LCDM   	 1.02	 0.12	 0.00	 0.00	  7.07	 0.32	89.8	 1.8	 75.17	  5.18	  9.75	  1.45	 10.56	    1.73	-2.51	  0.18	11.13	 0.09	 0.00	 0.00	 2.73
    1737	UGC07151   	coreNFW-Flat	 0.58	 0.14	 0.00	 0.00	  6.93	 0.34	89.8	 1.8	 35.19	  2.09	 52.83	 14.06	  0.91	    0.25	-0.32	  0.37	10.14	 0.08	 0.00	 0.00	 1.91
    1738	UGC07151   	coreNFW-LCDM	 0.96	 0.09	 0.00	 0.00	  6.96	 0.32	89.7	 1.8	 75.19	  4.09	  6.15	  0.89	 16.75	    2.59	-2.68	  0.22	11.13	 0.07	 0.00	 0.00	 2.90
    1739	UGC07151   	Lucky13-Flat	 0.55	 0.15	 0.00	 0.00	  6.89	 0.34	89.8	 1.8	 43.86	  3.04	 34.02	  4.82	  1.77	    0.28	-0.74	  0.23	10.43	 0.09	 0.00	 0.00	 1.94
    1740	UGC07151   	Lucky13-LCDM	 1.21	 0.11	 0.00	 0.00	  7.15	 0.32	89.6	 1.7	 79.40	  4.82	 11.40	  1.54	  9.54	    1.42	-1.91	  0.21	11.20	 0.08	 0.00	 0.00	 2.24
    1741	UGC07232   	pISO-Flat   	 0.50	 0.12	 0.00	 0.00	  2.84	 0.17	58.6	 5.0	358.15	131.57	110.58	 25.06	  4.44	    1.92	-0.91	  0.75	13.17	 0.48	 0.00	 0.00	
    1742	UGC07232   	Burkert-Flat	 0.50	 0.12	 0.00	 0.00	  2.85	 0.17	58.8	 4.9	467.02	137.96	 32.27	  4.07	 19.82	    6.37	-0.91	  0.57	13.51	 0.38	 0.00	 0.00	
    1743	UGC07232   	NFW-Flat    	 0.47	 0.11	 0.00	 0.00	  2.83	 0.17	58.2	 5.0	439.17	133.90	  1.92	  4.06	313.57	  670.35	-3.77	  2.97	13.43	 0.40	 0.00	 0.00	
    1744	UGC07232   	NFW-LCDM    	 0.51	 0.12	 0.00	 0.00	  2.84	 0.17	60.4	 4.6	 45.23	  2.64	 11.35	  1.93	  5.46	    0.98	-2.04	  0.25	10.47	 0.08	 0.00	 0.00	
    1745	UGC07232   	Einasto-Flat	 0.50	 0.12	 0.00	 0.00	  2.83	 0.17	59.0	 5.0	322.01	139.68	 17.52	  3.17	 25.18	   11.83	-1.36	  0.84	13.03	 0.57	 1.94	 0.48	
    1746	UGC07232   	Einasto-LCDM	 0.48	 0.11	 0.00	 0.00	  2.78	 0.17	57.9	 4.9	 44.77	  2.64	 12.92	  1.88	  4.75	    0.74	-2.41	  0.24	10.46	 0.08	 0.27	 0.09	
    1747	UGC07232   	DC14-Flat   	 0.47	 0.11	 0.00	 0.00	  2.83	 0.17	58.6	 5.0	 49.73	 22.23	 48.67	 13.82	  1.40	    0.74	-0.99	  0.78	10.59	 0.58	 0.00	 0.00	
    1748	UGC07232   	DC14-LCDM   	 0.98	 0.19	 0.00	 0.00	  3.03	 0.16	66.0	 4.2	 50.06	  2.96	 12.77	  7.75	  5.37	    3.28	-2.39	  0.60	10.60	 0.08	 0.00	 0.00	
    1749	UGC07232   	coreNFW-Flat	 0.48	 0.11	 0.00	 0.00	  2.82	 0.17	57.8	 5.1	 54.67	106.42	 15.70	 20.87	  4.77	   11.24	-1.69	  3.99	10.72	 2.54	 0.00	 0.00	
    1750	UGC07232   	coreNFW-LCDM	 0.53	 0.12	 0.00	 0.00	  2.87	 0.16	62.0	 4.4	 45.91	  2.64	 13.90	  2.70	  4.52	    0.92	-1.82	  0.28	10.49	 0.07	 0.00	 0.00	
    1751	UGC07232   	Lucky13-Flat	 0.50	 0.12	 0.00	 0.00	  2.81	 0.17	58.9	 5.0	332.41	133.84	 30.27	  4.95	 15.04	    6.54	-0.87	  0.77	13.07	 0.52	 0.00	 0.00	
    1752	UGC07232   	Lucky13-LCDM	 0.65	 0.18	 0.00	 0.00	  3.00	 0.16	64.6	 4.3	 47.53	  2.93	 24.99	  6.24	  2.61	    0.67	-1.08	  0.35	10.53	 0.08	 0.00	 0.00	
    1753	UGC07261   	pISO-Flat   	 0.47	 0.12	 0.00	 0.00	 12.59	 3.96	28.3	10.2	 74.99	 62.93	173.09	220.53	  0.59	    0.91	-0.53	  2.34	11.13	 1.09	 0.00	 0.00	 0.16
    1754	UGC07261   	Burkert-Flat	 0.48	 0.12	 0.00	 0.00	 12.41	 4.12	28.2	10.3	 40.22	 21.26	 39.55	 28.73	  1.39	    1.25	-0.68	  1.36	10.32	 0.69	 0.00	 0.00	 0.86
    1755	UGC07261   	NFW-Flat    	 0.50	 0.12	 0.00	 0.00	 12.98	 4.05	28.6	 9.9	 51.51	 29.96	 15.96	 14.37	  4.42	    4.74	-1.67	  1.60	10.64	 0.76	 0.00	 0.00	 0.12
    1756	UGC07261   	NFW-LCDM    	 0.52	 0.13	 0.00	 0.00	 14.20	 3.47	28.3	 4.8	 67.63	  6.60	  9.65	  2.59	  9.59	    2.73	-2.22	  0.40	10.99	 0.13	 0.00	 0.00	 0.87
    1757	UGC07261   	Einasto-Flat	 0.52	 0.13	 0.00	 0.00	 12.91	 3.92	29.7	10.3	 61.47	 49.46	 10.07	 13.91	  8.37	   13.38	-2.84	  2.39	10.87	 1.05	 0.14	 0.32	 0.87
    1758	UGC07261   	Einasto-LCDM	 0.48	 0.12	 0.00	 0.00	 12.41	 3.62	26.7	 4.7	 65.07	  7.03	 12.78	  4.06	  6.97	    2.34	-2.57	  0.47	10.94	 0.14	 0.16	 0.05	 0.87
    1759	UGC07261   	DC14-Flat   	 0.51	 0.12	 0.00	 0.00	 13.53	 4.04	30.4	10.1	 48.25	 24.12	 21.73	 49.35	  3.04	    7.07	-1.57	  2.35	10.55	 0.65	 0.00	 0.00	 0.21
    1760	UGC07261   	DC14-LCDM   	 0.66	 0.14	 0.00	 0.00	 15.96	 3.37	34.5	 7.2	 72.32	  5.95	  8.55	  2.78	 11.58	    3.89	-2.69	  0.34	11.08	 0.11	 0.00	 0.00	 2.90
    1761	UGC07261   	coreNFW-Flat	 0.48	 0.12	 0.00	 0.00	 13.32	 4.03	28.3	11.2	 37.15	 20.45	114.76	220.93	  0.44	    0.89	 0.60	  2.71	10.21	 0.72	 0.00	 0.00	 0.43
    1762	UGC07261   	coreNFW-LCDM	 0.63	 0.14	 0.00	 0.00	 14.97	 3.35	31.9	 4.8	 70.69	  6.33	  6.76	  1.78	 14.33	    3.99	-2.59	  0.39	11.05	 0.12	 0.00	 0.00	 3.40
