#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:04:39 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:04:39	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/AJ/160/271/table1&-out.max=unlimited&-out=AGC,Flag,RAJ2000,DEJ2000,RVel,Dist,e_Dist,b/a,e_b/a,imag	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51600271
#Name: J/AJ/160/271
#Title: A catalog of ~30000 galaxies with ALFALFA-SDSS (Durbala+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/aj/160/271	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/160/271	    IVOID of underlying data collection
#INFO	creator=Durbala A.	    First author or institution
#INFO	cites=bibcode:2020AJ....160..271D	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/160/271	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51600271	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-12-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_160_271_table1:
#Name: J/AJ/160/271/table1
#Title: Basic optical properties of cross-listed objects in the ALFALFA-SDSS catalog
#Column	AGC	(I6)	[1/749512] AGC catalog identifier	[ucd=meta.id;meta.main]
#Column	Flag	(I1)	[0/3] Photometry flag (1)	[ucd=meta.code.error]
#Column	RAJ2000	(F10.6)	[0.003/360] Right Ascension (J2000) (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-0.21/36.4] Declination (J2000) (2)	[ucd=pos.eq.dec;meta.main]
#Column	RVel	(I5)	[-430/17823] HI profile midpoint heliocentric radial velocity	[ucd=spect.dopplerVeloc;spect.line;pos.heliocentric]
#Column	Dist	(F5.1)	[0.3/260] Distance from Haynes+, 2018, J/ApJ/861/49	[ucd=pos.distance]
#Column	e_Dist	(F4.1)	[0/30.9] Uncertainty in Dist	[ucd=stat.error]
#Column	b/a	(F5.2)	[0.05/1]? Axial ratio b/a from SDSS r band	[ucd=phys.angSize;arith.ratio]
#Column	e_b/a	(F6.2)	[0.01/865]? Uncertainty in b/a (4)	[ucd=stat.error]
#Column	imag	(F5.2)	[9.58/30.89]? SDSS i band cmodel magnitude	[ucd=phot.mag;em.opt.I]
AGC	Flag	RAJ2000	DEJ2000	RVel	Dist	e_Dist	b/a	e_b/a	imag
718329	1	151.463750	+20.80389	11394	167.2	 2.2	 0.56	  0.01	14.30
718330	1	151.512920	+21.31000	 4013	 59.7	 2.3	 0.89	  0.03	17.66
718333	1	151.583760	+23.76111	13233	193.4	 2.2	 0.22	  0.01	15.95
718334	1	151.620420	+19.40611	 7556	112.5	 2.2	 0.26	  0.01	16.70
718339	1	151.694170	+19.22194	13469	196.9	 2.3	 0.52	  0.01	15.66
718342	1	151.727080	+19.59111	 9543	140.8	 2.2	 0.71	  0.01	15.15
718345	1	151.786670	+21.27417	10593	155.8	 2.3	 0.81	  0.01	15.81
718347	1	151.817920	+18.38167	 6689	100.1	 2.2	 0.40	  0.01	15.03
718353	1	151.857930	+19.56055	 9494	140.1	 2.3	 0.92	  0.01	15.70
718356	1	151.870010	+20.95306	 8390	124.3	 2.2	 0.51	  0.01	15.31
718364	1	151.985000	+19.24500	10032	147.8	 2.3	 0.39	  0.01	17.08
718369	1	152.020830	+19.11333	 3798	 56.8	 2.3	 0.73	  0.03	16.87
718370	1	152.032500	+19.29944	10028	147.8	 2.5	 0.88	  0.01	16.37
718373	1	152.087510	+18.40805	 5997	 90.2	 2.2	 0.39	  0.01	16.60
718375	1	152.118330	+22.74556	10835	159.2	 2.4	 0.86	  0.01	15.63
718376	1	152.129590	+20.64167	 8474	125.5	 2.3	 0.19	  0.01	16.64
718413	1	152.709170	+23.09722	16968	246.8	 2.2	 0.87	  0.01	15.33
718417	1	152.764160	+19.05194	10446	153.8	 2.2	 0.52	  0.01	15.26
718437	1	153.133740	+20.00083	 8609	127.5	 2.3	 0.72	  0.01	14.35
718439	1	153.155000	+18.30250	 9974	147.1	 2.4	 0.40	  0.01	16.65
718442	1	153.184570	+19.01056	14571	212.7	 2.3	 0.63	  0.02	17.40
718443	1	153.192090	+18.48417	10361	152.6	 2.3	 0.24	  0.01	16.60
718444	1	153.203750	+22.64833	12641	185.0	 2.2	 0.62	  0.01	16.70
718451	1	153.304990	+20.16278	 8651	128.1	 2.3	 0.67	  0.01	14.94
718452	1	153.328740	+23.23250	11214	164.6	 2.4	 0.61	  0.01	15.77
718457	1	153.379150	+19.91083	 8581	127.1	 2.2	 0.43	  0.01	14.97
718460	1	153.417500	+23.49500	 6418	 96.1	 2.3	 0.85	  0.02	16.07
718468	1	153.560840	+20.92583	13102	191.7	 2.3	 0.64	  0.01	16.73
718471	1	153.668330	+20.79333	11532	169.2	 2.4	 0.86	  0.01	16.18
718477	1	153.833330	+20.77278	 8604	127.4	 2.3	 0.37	  0.01	15.51
718479	1	153.879170	+22.11556	13352	195.2	 2.3	 0.75	  0.01	16.56
718485	1	153.952500	+21.74778	11508	168.9	 2.2	 0.70	  0.01	15.12
718488	1	153.960420	+20.65055	16140	235.1	 2.1	 0.68	  0.01	13.85
718499	1	154.095000	+22.03917	 6066	 91.1	 2.3	 0.33	  0.01	17.41
718502	1	154.143750	+20.94889	11542	169.4	 2.3	 0.35	  0.01	16.10
718506	1	154.199170	+20.93722	11489	168.6	 2.3	 0.33	  0.01	16.29
718508	1	154.235820	+20.25389	11604	170.3	 2.3	 0.74	  0.01	15.53
718510	1	154.266680	+19.17667	 5426	 79.7	 2.3	 0.32	  0.01	17.48
718511	1	154.315430	+21.23056	 6349	 95.2	 2.2	 0.71	  0.01	14.78
718522	1	154.436260	+19.48083	 7940	118.0	 2.4	 0.64	  0.02	17.33
718524	1	154.497920	+21.59083	 6367	 95.4	 2.3	 0.34	  0.01	17.30
718525	1	154.508350	+22.31167	11355	166.7	 2.3	 0.16	  0.01	16.86
718527	1	154.521670	+23.18278	11531	169.1	 2.3	 0.33	  0.01	15.50
718528	1	154.561680	+20.66194	 9022	133.4	 2.4	 0.40	  0.01	16.09
718535	1	154.783750	+19.98195	11756	172.5	 2.4	 0.68	  0.01	16.08
718539	1	154.889160	+20.62472	 6291	 94.4	 2.4	 0.27	  0.01	14.65
718540	1	154.890840	+18.67139	 3615	 54.2	 2.2	 0.31	  0.01	15.73
718544	1	154.914580	+21.28806	 9719	143.3	 2.3	 0.69	  0.01	14.72
718546	1	154.947490	+21.75889	 9474	139.8	 2.3	 0.67	  0.01	17.06
718550	1	155.024990	+19.71472	15902	231.7	 2.3	 0.22	  0.01	16.79
718566	1	155.193740	+21.53222	 6516	 97.6	 2.3	 0.56	  0.01	14.60
718575	1	155.305010	+21.08500	11729	172.1	 2.3	 0.82	  0.01	15.17
718587	1	155.345000	+23.73167	 6249	 93.7	 2.2	 0.81	  0.01	15.52
718594	1	155.398330	+20.94056	11667	171.2	 2.3	 0.49	  0.01	16.21
718596	1	155.407090	+21.68722	11768	172.6	 2.3	 0.92	  0.01	14.83
718601	1	155.421660	+21.59278	11894	174.4	 2.3	 0.95	  0.06	17.47
718611	1	155.474170	+23.67139	11172	164.0	 2.3	 0.58	  0.01	13.93
718622	1	155.517090	+20.58222	11725	172.0	 2.2	 0.62	  0.01	14.72
718624	1	155.520420	+20.47333	 8460	125.4	 2.3	 0.93	  0.01	14.63
718629	1	155.541670	+22.35778	 7207	107.4	 2.3	 0.74	  0.01	15.18
718655	1	155.681660	+19.81444	11822	173.5	 2.2	 0.73	  0.03	17.45
718668	1	155.747510	+18.85667	 8062	119.8	 2.4	 0.25	  0.01	15.52
718676	1	155.828340	+22.39056	11961	175.3	 2.3	 0.53	  0.01	13.68
718678	1	155.834580	+22.92611	11625	170.5	 2.4	 0.44	  0.01	15.57
718682	1	155.846660	+18.98139	 8101	120.3	 2.3	 0.74	  0.01	15.33
718685	1	155.869570	+21.69889	 4089	 60.8	 2.2	 0.29	  0.01	14.65
718688	1	155.897490	+20.28472	11897	174.5	 2.1	 0.70	  0.01	13.85
718691	1	155.900420	+22.38417	12066	176.8	 2.3	 0.69	  0.07	17.11
718692	1	155.905840	+22.73111	11795	173.0	 2.2	 0.14	  0.01	17.50
718696	1	155.947910	+19.17694	 8026	119.3	 2.4	 0.24	  0.01	15.17
718697	1	155.958760	+23.67194	11135	163.5	 2.3	 0.65	  0.01	16.93
718700	1	155.972090	+21.80444	16498	240.2	 2.4	 0.86	  0.02	16.89
718713	1	156.106670	+20.39944	 5552	 81.4	 2.3	 0.72	  0.01	15.78
718718	1	156.129580	+18.89500	12277	180.0	 2.4	 0.66	  0.01	14.70
718720	1	156.151660	+21.78583	16418	239.0	 2.4	 0.97	  0.01	14.98
718721	1	156.159580	+20.28722	12364	181.2	 2.3	 0.67	  0.01	15.77
718729	1	156.240400	+19.95945	12734	186.5	 2.5	 0.43	  0.01	16.69
718730	1	156.253750	+19.76028	12496	183.1	 2.2	 0.62	  0.02	16.92
718735	1	156.288760	+22.62500	 5395	 79.1	 2.3	 0.67	  0.01	15.88
718741	1	156.341260	+22.35056	12802	187.4	 2.5	 0.89	  0.01	16.38
718743	1	156.347930	+23.44028	11788	172.8	 2.2	 0.64	  0.01	17.03
718755	1	156.488750	+23.48583	 6381	 95.6	 2.2	 0.87	  0.01	16.05
718762	1	156.543330	+19.79556	10934	160.8	 2.2	 0.35	  0.01	16.59
718788	1	156.692920	+23.22445	 6385	 95.7	 2.3	 0.61	  0.01	16.44
718795	1	156.730830	+21.52806	12500	183.1	 2.3	 0.33	  0.01	16.10
718798	1	156.777070	+21.66972	12669	185.5	 2.3	 0.64	  0.01	15.13
718802	1	156.809160	+20.49195	 5700	 86.0	 2.3	 0.47	  0.01	15.08
718806	1	156.815830	+21.82139	11157	163.9	 2.2	 0.47	  0.01	15.13
718807	1	156.842910	+22.11778	11189	164.3	 2.0	 0.64	  0.01	16.48
718808	1	156.857910	+20.44750	 5585	 81.9	 2.3	 0.77	  0.01	13.54
718812	1	156.893750	+19.45139	 7837	116.6	 2.5	 0.72	  0.01	14.22
718814	1	156.914990	+20.59195	12661	185.4	 2.1	 0.31	  0.01	15.47
718816	1	156.930830	+19.84028	 8734	129.4	 2.2	 0.69	  0.01	15.77
718824	1	157.027920	+21.95833	11327	166.3	 2.1	 0.60	  0.01	16.29
718826	1	157.051670	+22.53417	11346	166.6	 2.3	 0.35	  0.01	16.59
718828	1	157.065830	+22.50861	11302	165.9	 2.3	 0.53	  0.02	17.23
718831	1	157.084170	+21.17000	16417	239.1	 2.4	 0.52	  0.01	15.40
718848	1	157.222080	+21.98222	 6625	 99.2	 2.4	 0.59	  0.02	16.21
718854	1	157.253340	+19.65361	 7830	116.5	 2.3	 0.24	  0.01	15.76
718855	1	157.264160	+19.74750	 8124	120.7	 2.2	 0.86	  0.01	14.63
718857	1	157.276670	+20.42555	 7088	105.8	 2.2	 0.68	  0.01	15.15
718861	1	157.334170	+21.94333	 6515	 97.6	 2.3	 0.44	  0.01	17.04
718878	1	157.441670	+19.76833	 8106	120.4	 2.2	 0.78	  0.02	16.03
718882	1	157.465840	+22.40028	12575	184.1	 2.5	 0.72	  0.01	16.00
718888	1	157.555010	+22.46389	12985	190.0	 2.2	 0.56	  0.01	15.15
718895	1	157.587920	+20.28667	 7269	108.4	 2.3	 0.25	  0.01	15.27
718911	1	157.762080	+23.75083	11268	165.4	 2.0	 0.71	  0.01	15.86
718913	1	157.772490	+20.31111	13122	192.1	 2.1	 0.82	  0.01	14.52
718916	1	157.807920	+23.47944	11318	166.1	 2.2	 0.71	  0.01	16.38
718922	1	157.844570	+19.75472	13175	192.8	 2.4	 0.86	  0.01	14.13
718931	1	157.969570	+22.35111	13184	192.9	 2.2	 0.77	  0.01	15.82
718936	1	157.992490	+20.87861	12663	185.5	 2.5	 0.78	  0.01	16.75
718940	1	158.031680	+21.75639	12161	178.3	 2.4	 0.80	  0.01	14.92
718942	1	158.053760	+21.82917	12106	177.5	 2.3	 0.51	  0.01	15.40
718946	1	158.095840	+19.64194	13966	204.1	 2.3	 0.78	  0.01	14.55
718947	1	158.121670	+19.96445	 7820	116.3	 2.2	 0.37	  0.01	16.70
718953	1	158.195850	+21.21556	12895	188.8	 2.2	 0.23	  0.01	14.91
718957	1	158.282500	+22.56333	13219	193.3	 2.4	 0.57	  0.01	17.44
718958	1	158.292920	+21.85139	12316	180.5	 2.3	 0.58	  0.01	15.79
718965	1	158.382490	+22.93806	10942	160.8	 2.4	 0.61	  0.03	17.34
718970	1	158.446260	+23.38833	10994	161.5	 2.4	 0.39	  0.02	17.24
718972	1	158.479170	+22.31194	12001	176.0	 2.3	 0.81	  0.01	15.83
718974	1	158.518750	+23.15417	 8031	119.2	 2.2	 0.61	  0.01	17.03
718975	1	158.535420	+20.46500	13438	196.6	 2.3	 0.77	  0.01	15.12
718976	1	158.561680	+21.69278	12036	176.5	 2.4	 0.53	  0.01	16.88
718978	1	158.617080	+20.74556	12634	185.1	 2.2	 0.73	  0.02	16.66
718996	1	158.915410	+21.07361	 6722	100.6	 2.3	 0.65	  0.01	16.12
719001	1	158.937070	+22.09444	16235	236.5	 2.3	 0.82	  0.02	17.40
719004	1	158.957080	+21.52056	14002	204.6	 2.2	 0.61	  0.01	14.21
719006	1	158.967070	+20.37750	12817	187.7	 2.2	 0.57	  0.01	16.20
719033	1	159.266660	+19.65333	10041	148.1	 2.3	 0.33	  0.01	17.65
719034	1	159.275420	+21.00778	 7719	114.9	 2.3	 0.86	  0.01	15.74
719045	1	159.407500	+19.83278	16559	241.2	 2.3	 0.38	  0.01	16.18
719046	1	159.410420	+20.39917	12879	188.6	 2.3	 0.18	  0.01	15.88
719050	1	159.484160	+20.24972	13615	199.1	 2.2	 0.64	  0.02	17.26
719051	1	159.493740	+21.26889	12810	187.6	 2.3	 0.69	  0.01	16.24
719055	1	159.597920	+20.83445	 9718	143.4	 2.3	 0.42	  0.01	16.65
719059	1	159.723330	+20.15444	 9638	142.3	 2.3	 0.47	  0.01	15.69
719068	1	160.375820	+16.87194	11823	173.7	 2.4	 0.72	  0.02	16.84
719079	1	160.502090	+16.60417	 5814	 87.8	 2.3	 0.64	  0.01	15.66
719083	1	160.667910	+16.29194	14375	210.1	 2.3	 0.77	  0.01	14.58
719085	1	160.794160	+16.66611	 5834	 88.1	 2.2	 0.22	  0.01	16.53
719088	1	160.881240	+16.12861	14469	211.5	 2.3	 0.68	  0.01	15.76
719096	1	161.376250	+17.12972	 9594	141.8	 2.3	 0.68	  0.02	16.08
719111	1	162.031680	+16.75639	10108	149.2	 2.3	 0.17	  0.01	17.49
719134	1	162.410000	+16.45611	14856	217.0	 2.1	 0.52	  0.01	16.57
719146	1	162.665830	+16.43111	14558	212.8	 2.3	 0.92	  0.04	17.11
719151	1	162.860430	+16.51667	14610	213.5	 2.3	 0.67	  0.01	14.72
719157	1	163.039580	+16.31444	14600	213.4	 2.3	 0.30	  0.01	16.66
719161	2	163.145420	+17.14472	 1117	 19.1	 4.2	 0.84	  0.05	17.41
719163	1	163.158750	+17.10000	 9574	141.6	 2.2	 0.84	  0.01	15.41
719176	1	163.542080	+16.25889	 9451	139.8	 2.2	 0.62	  0.01	15.48
719179	1	163.677490	+16.44111	 9778	144.5	 2.4	 0.27	  0.01	14.53
719190	1	163.877910	+22.70917	 9711	143.3	 2.3	 0.21	  0.01	17.33
719192	1	163.909590	+23.10750	14084	205.7	 2.2	 0.48	  0.01	16.19
719201	1	164.213750	+17.28333	 9944	146.8	 2.3	 0.40	  0.01	15.26
719209	1	164.322080	+17.11583	 9284	137.4	 2.4	 0.94	  0.03	16.48
719211	1	164.330410	+17.27306	 9270	137.2	 2.2	 0.48	  0.01	14.88
719216	1	164.470410	+23.85556	12976	189.9	 2.1	 0.77	  0.01	14.15
719223	1	164.558750	+23.50611	14139	206.5	 2.2	 0.68	  0.01	13.95
719228	1	164.575820	+17.45306	 9230	136.6	 2.3	 0.61	  0.02	17.21
719230	1	164.583310	+16.15694	 6443	 96.9	 2.3	 0.72	  0.01	16.81
719239	1	164.926670	+23.38778	 6351	 95.3	 2.2	 0.32	  0.01	15.31
719241	1	164.933750	+23.74639	14190	207.2	 2.4	 0.46	  0.01	16.24
719244	1	165.063750	+17.48944	 8718	129.3	 2.3	 0.77	  0.02	16.57
719245	1	165.205000	+23.47361	14802	216.0	 2.3	 0.92	  0.01	14.58
719250	1	165.644180	+23.89167	 6342	 95.1	 2.3	 0.69	  0.01	15.73
719263	1	165.949170	+16.74139	13291	194.7	 2.4	 0.68	  0.01	14.92
719265	1	166.005830	+16.91417	13085	191.7	 2.3	 0.49	  0.02	17.28
719266	1	166.015840	+22.63667	 8123	120.6	 2.3	 0.46	  0.01	15.05
719290	1	166.625410	+22.92389	 6519	 97.7	 2.3	 0.34	  0.01	16.05
719300	1	166.779170	+16.94028	 6214	 93.6	 2.1	 0.85	  0.02	15.55
719301	1	166.870420	+22.85389	 6208	 93.2	 2.3	 0.47	  0.02	17.06
719306	1	166.956670	+22.55194	 8024	119.2	 2.3	 0.81	  0.02	17.37
719311	1	167.043750	+23.97556	 6466	 96.9	 2.2	 0.40	  0.01	14.95
719313	1	167.083330	+23.49944	 6586	 98.6	 2.3	 0.82	  0.01	15.30
719315	1	167.113340	+22.61917	 6495	 97.4	 2.4	 0.68	  0.01	15.08
719316	1	167.130830	+16.59000	 6172	 93.0	 2.1	 0.82	  0.01	15.29
719324	1	167.281660	+16.26167	 9807	144.9	 2.3	 0.91	  0.04	17.14
719325	1	167.305830	+17.18722	 7358	109.9	 2.3	 0.63	  0.02	17.03
719327	1	167.465840	+23.91500	 6143	 92.3	 2.2	 0.38	  0.01	17.29
719328	1	167.530000	+23.32306	 6488	 97.2	 2.1	 0.27	  0.01	16.66
719333	1	167.589170	+23.41472	 6177	 92.8	 2.3	 0.93	  0.01	15.14
719337	1	167.762500	+23.38861	 6728	100.6	 2.2	 0.79	  0.01	16.64
719338	1	167.782090	+16.87361	13463	197.1	 2.3	 0.31	  0.01	16.42
719339	1	167.794590	+23.33611	 6530	 97.8	 2.3	 0.37	  0.01	14.84
719341	1	167.823330	+16.48167	17673	257.3	 2.3	 0.48	  0.01	14.85
719343	1	167.872090	+22.90639	 9661	142.6	 2.3	 0.22	  0.01	16.39
719344	1	167.931240	+23.56944	 6627	 99.2	 2.2	 0.30	  0.01	14.53
719348	1	168.112080	+17.12556	13447	196.9	 2.4	 0.72	  0.02	15.78
719351	1	168.187910	+17.36222	13479	197.3	 2.3	 0.55	  0.01	15.89
719354	1	168.465410	+16.92805	 9923	146.6	 2.3	 0.66	  0.01	15.14
719355	1	168.469160	+17.38806	 9970	147.2	 2.3	 0.75	  0.01	15.18
719364	1	168.888750	+17.49556	 6350	 95.5	 2.4	 0.64	  0.01	14.19
719366	1	168.951250	+17.41611	 6078	 91.6	 2.3	 0.36	  0.01	14.32
719367	1	169.157070	+16.61833	14546	212.6	 2.3	 0.78	  0.01	16.30
719372	1	173.144180	+17.43111	 7768	115.7	 2.4	 0.65	  0.01	16.60
719373	1	173.180420	+17.13583	10157	149.9	 2.3	 0.24	  0.01	15.07
719375	1	173.240010	+17.14611	10189	150.3	 2.4	 0.87	  0.01	16.18
719376	1	173.400010	+17.78222	 7812	116.4	 2.3	 0.41	  0.01	17.00
719378	1	173.499180	+18.51667	 9992	147.5	 2.4	 0.53	  0.01	17.21
719380	1	173.525420	+18.47361	 9943	146.8	 2.2	 0.77	  0.01	14.94
719381	1	173.606670	+17.67056	10948	161.2	 2.2	 0.22	  0.01	17.46
719390	1	173.977490	+22.46167	11146	163.8	 2.2	 0.96	  0.03	16.77
719397	1	174.150830	+16.62222	 6222	 93.7	 2.3	 0.59	  0.01	15.75
719416	1	174.497920	+21.17000	14285	208.7	 2.4	 0.34	  0.01	16.35
719420	1	174.603760	+23.51722	 9218	136.2	 2.3	 0.74	  0.02	16.27
719423	1	174.637080	+23.94194	14924	217.7	 2.4	 0.47	  0.01	14.54
719426	1	174.720830	+21.77194	 6861	102.6	 2.3	 0.59	  0.02	17.07
719432	1	174.884160	+23.83806	 3601	 53.9	 2.4	 0.39	  0.01	16.80
719433	1	174.893750	+23.59250	10420	153.3	 2.3	 0.46	  0.01	15.95
719435	1	174.951230	+23.65611	 9184	135.7	 2.3	 0.19	  0.01	16.54
719450	1	175.227080	+23.10111	14997	218.8	 2.2	 0.21	  0.01	16.29
719458	1	175.322490	+20.83139	 7190	107.3	 2.3	 0.92	  0.01	15.02
719468	1	175.556240	+23.88333	 9923	146.2	 2.2	 0.40	  0.01	17.38
719469	1	175.671660	+21.79556	15287	222.9	 2.4	 0.74	  0.01	15.54
719473	1	175.746250	+22.45695	 7118	106.2	 2.2	 0.35	  0.01	17.31
719478	1	175.877910	+22.54528	10411	153.3	 2.4	 0.19	  0.01	16.93
719480	1	175.894990	+23.94417	 6735	100.7	 2.3	 0.19	  0.01	16.40
719511	1	176.312500	+21.64417	 6699	100.3	 2.3	 0.71	  0.01	14.81
719519	1	176.532500	+21.66000	 8103	120.3	 2.1	 0.51	  0.01	16.77
719525	1	176.651660	+23.95444	 6489	 97.2	 2.3	 0.89	  0.02	16.32
719527	1	176.667080	+21.38083	 7420	110.6	 2.3	 0.73	  0.02	16.59
719535	1	176.884580	+21.68500	 7872	117.0	 2.2	 0.77	  0.01	16.79
719536	1	176.898330	+23.91833	 3604	 53.9	 2.4	 0.74	  0.01	16.16
719538	1	176.917080	+21.11444	14054	205.3	 2.2	 0.36	  0.01	17.12
719542	1	177.054170	+21.49444	 7344	109.5	 2.5	 0.49	  0.01	17.54
719553	1	177.458340	+22.21445	 3354	 50.4	 2.3	 0.49	  0.01	16.46
719555	1	177.474590	+23.38556	 9549	140.9	 2.3	 0.31	  0.01	16.45
719556	1	177.487920	+16.29528	 1216	 22.2	 2.2	 0.60	  0.02	17.37
719570	1	177.632490	+18.24167	11229	165.1	 2.2	 0.20	  0.01	16.85
719588	1	177.900010	+16.66417	 4049	 60.2	 2.3	 0.93	  0.01	15.87
719592	1	177.936680	+23.47972	 7108	106.0	 2.3	 0.29	  0.01	17.01
719605	1	178.076660	+23.14889	 7012	104.6	 2.2	 0.26	  0.01	16.51
719612	1	178.196260	+21.79056	11325	166.3	 2.3	 0.42	  0.01	15.35
719616	1	178.219590	+17.60111	 6824	102.2	 2.2	 0.31	  0.01	16.41
719618	1	178.229170	+23.11028	 6753	100.9	 2.2	 0.73	  0.01	16.12
719620	1	178.253750	+23.03972	 6751	100.9	 2.3	 0.44	  0.01	16.26
719624	1	178.348330	+17.37333	 6829	102.3	 2.2	 0.19	  0.01	16.07
719631	1	178.474150	+22.03555	 7674	114.1	 2.3	 0.41	  0.01	15.20
719641	1	178.691650	+18.18278	11487	168.8	 2.4	 0.86	  0.02	16.79
719642	1	178.743740	+17.34056	12860	188.4	 2.4	 0.61	  0.02	16.95
719646	1	178.790420	+17.53500	12968	190.0	 2.4	 0.72	  0.01	15.18
719647	1	178.802090	+23.78944	 9459	139.6	 2.2	 0.20	  0.01	15.83
719653	1	178.935000	+16.64528	13380	195.9	 2.2	 0.73	  0.01	15.80
719666	1	179.171250	+17.06111	13106	191.9	 2.3	 0.71	  0.01	15.35
719671	1	179.362490	+23.91833	 9480	139.8	 2.2	 0.36	  0.01	15.93
719674	1	179.601650	+16.21500	15265	222.8	 2.2	 0.72	  0.01	15.92
719686	1	213.596250	+23.64444	 4434	 66.3	 2.2	 0.56	  0.01	16.89
719689	1	214.286250	+23.52972	 4553	 68.0	 2.3	 0.57	  0.01	16.04
719707	1	219.219180	+23.42611	 6278	 92.4	 2.2	 0.24	  0.01	15.18
719710	1	219.300420	+23.84889	11184	162.5	 2.3	 0.38	  0.01	15.87
719712	1	219.428330	+23.55778	 9355	136.4	 2.3	 0.67	  0.01	15.84
719718	1	219.629170	+23.24361	 9058	132.1	 2.2	 0.35	  0.01	16.91
719725	1	219.965410	+22.93889	 6126	 90.2	 2.4	 0.40	  0.01	16.71
719727	1	220.148740	+22.38722	 8997	131.2	 2.3	 0.26	  0.01	16.49
719730	1	220.227080	+22.44222	12786	185.4	 2.1	 0.63	  0.01	16.13
719733	1	220.317500	+21.98361	12522	181.6	 2.4	 0.42	  0.01	14.98
719747	1	220.824160	+22.18139	 9938	144.6	 2.3	 0.45	  0.01	15.50
719748	1	220.831670	+22.40917	11720	170.1	 2.3	 0.57	  0.01	16.77
719749	1	220.888730	+23.46056	11785	171.0	 2.2	 0.82	  0.01	15.49
719751	1	220.945830	+22.70389	 5268	 78.3	 2.3	 0.17	  0.01	16.68
719763	1	221.117510	+22.52972	 9239	134.6	 2.4	 0.34	  0.01	15.10
719765	1	221.170010	+21.89722	10444	151.9	 2.4	 0.66	  0.01	16.57
719779	1	221.699580	+22.49639	11402	165.5	 2.2	 0.41	  0.01	14.97
719792	1	221.927920	+21.92111	12091	175.3	 2.4	 0.91	  0.02	17.31
719793	1	221.938770	+22.74528	11776	170.8	 2.2	 0.48	  0.01	15.77
719812	1	222.480410	+22.54361	 5085	 75.8	 2.4	 0.66	  0.01	16.99
719819	1	222.743330	+22.93528	13844	200.3	 2.2	 0.63	  0.01	17.06
719820	1	222.778350	+22.12389	 9267	134.9	 2.2	 0.79	  0.01	16.71
719829	1	223.200840	+23.77167	11441	165.9	 2.1	 0.56	  0.01	16.97
719830	1	223.240830	+22.93833	 9217	134.2	 2.1	 0.22	  0.01	15.84
719837	1	225.128330	+23.60583	13927	201.3	 2.3	 0.90	  0.01	15.23
719839	1	225.265840	+23.60722	13954	201.7	 2.2	 0.76	  0.01	14.76
719841	1	225.495830	+23.66444	15265	220.4	 2.2	 0.78	  0.01	15.92
719858	1	226.722090	+23.19944	11149	161.5	 2.2	 0.48	  0.01	15.84
719870	1	227.618740	+23.40389	13610	196.6	 2.3	 0.54	  0.01	15.02
719874	1	228.480820	+23.07111	13269	191.7	 2.2	 0.26	  0.01	14.79
719892	1	231.384170	+21.33722	12104	174.9	 2.3	 0.82	  0.01	15.88
719904	1	231.899990	+22.04611	14974	215.8	 2.2	 0.71	  0.01	15.87
719906	1	231.916670	+21.49583	11688	168.9	 2.2	 0.91	  0.01	15.40
719984	1	234.659590	+17.92000	12895	186.0	 2.4	 0.35	  0.01	16.91
719988	1	234.807500	+23.95778	12781	184.2	 2.3	 0.42	  0.01	16.44
720019	1	235.395420	+17.50639	 4213	 63.8	 2.3	 0.82	  0.04	16.99
720029	1	235.506260	+17.69889	 9165	132.6	 2.3	 0.17	  0.01	15.96
720048	1	235.789150	+18.13222	 4487	 67.7	 2.2	 0.94	  0.01	15.36
720054	1	235.815410	+18.08583	 7191	104.4	 2.3	 0.76	  0.01	16.40
720086	1	236.157910	+17.80639	13655	196.7	 2.3	 0.57	  0.02	17.13
720094	1	236.214580	+17.85611	13556	195.3	 2.2	 0.82	  0.01	14.76
720107	1	236.468750	+17.53111	 9437	136.4	 2.3	 0.47	  0.01	15.56
720155	1	237.012080	+17.76056	 9534	137.8	 2.3	 0.71	  0.01	16.04
720156	1	237.013340	+17.45028	 8630	124.9	 2.3	 0.75	  0.01	15.73
720184	1	237.400010	+17.22944	 8977	129.8	 2.2	 0.92	  0.02	15.90
