#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T05:40:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T05:40:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A+A/627/A4&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36270004
#Name: J/A+A/627/A4
#Title: Praesepe (NGC 2632) and its tidal tails (Roeser+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/627/a4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/627/a4	    IVOID of underlying data collection
#INFO	creator=Roeser S.	    First author or institution
#INFO	cites=bibcode:2019A&A...627A...4R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/627/A4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36270004	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-02-05	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_627_A4_stars:
#Name: J/A+A/627/A4/stars
#Title: All the stars shown in Figures 2 and 3
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Source	(I19)	Gaia DR2 source id (source_id)	[ucd=meta.id;meta.main]
#Column	RAICRS	(F12.8)	Gaia DR2 right ascension (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	Gaia DR2 declination (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F8.4)	G-band mean magnitude (Vega) (phot_g_mean_mag)	[ucd=phot.mag;em.opt.V]
#Column	dvpar	(F6.2)	Velocity parallel to the convergent point (1)	[ucd=phys.veloc]
#Column	vpero	(F6.2)	Velocity perpendicular to the convergent point (2)	[ucd=phys.veloc]
#Column	pcont	(E9.2)	Probability of being contaminated (3)	[ucd=stat.fit.goodness]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Source	RAICRS	DEICRS	Gmag	dvpar	vpero	pcont	Simbad	_RA.icrs	_DE.icrs
    1266	 686744143687763584	134.85855152	+24.00935741	 16.7845	  0.04	  0.41	 0.00e+00	Simbad	134.85855152	+24.00935741
    1267	1036363685695809664	134.91477009	+56.91639314	 14.9269	 -2.18	  0.57	 0.00e+00	Simbad	134.91477009	+56.91639314
    1268	 576597714516138880	134.94605933	+01.02564214	 17.2101	  0.99	 -1.14	 5.61e-01	Simbad	134.94605933	+01.02564214
    1269	1008837274655408128	134.94695727	+42.35353021	 17.9264	 -1.00	  0.58	 0.00e+00	Simbad	134.94695727	+42.35353021
    1270	1037642903051453952	134.96485476	+58.54286962	 15.0216	 -1.75	 -0.21	 0.00e+00	Simbad	134.96485476	+58.54286962
    1271	 612468658601702272	135.04407758	+19.12304589	 18.2767	 -0.35	  0.87	 0.00e+00	Simbad	135.04407758	+19.12304589
    1272	 612455056441184256	135.06034948	+18.90795132	 18.3660	  2.36	  0.51	 0.00e+00	Simbad	135.06034948	+18.90795132
    1273	 612157157509901568	135.18591808	+18.16267123	 16.7773	 -0.22	 -0.38	 0.00e+00	Simbad	135.18591808	+18.16267123
    1274	 686303136445560192	135.20409398	+22.81561874	 16.9419	 -0.56	  0.34	 0.00e+00	Simbad	135.20409398	+22.81561874
    1275	 684584084375568384	135.35419911	+19.89855533	 12.4785	  0.16	  0.49	 0.00e+00	Simbad	135.35419911	+19.89855533
    1276	1124072690315987200	135.37147054	+73.99881761	 17.7628	 -2.42	  0.24	 1.14e-01	Simbad	135.37147054	+73.99881761
    1277	 686462045939828736	135.44025344	+23.35274713	 18.1921	 -0.84	  0.47	 0.00e+00	Simbad	135.44025344	+23.35274713
    1278	 636535048284271360	135.72994444	+19.77834372	 15.9299	  0.64	  0.09	 0.00e+00	Simbad	135.72994444	+19.77834372
    1279	1037983854735429504	135.83488116	+59.57691538	 16.2976	 -1.92	 -0.39	 1.14e-01	Simbad	135.83488116	+59.57691538
    1280	 607276322314013440	135.83818728	+14.93642912	 17.4289	  2.33	  0.88	 0.00e+00	Simbad	135.83818728	+14.93642912
    1281	 610439857785460992	135.84184515	+15.83201053	 16.7572	 -0.66	  0.32	 0.00e+00	Simbad	135.84184515	+15.83201053
    1282	 720167510465960960	135.84487763	+39.82082860	 16.3849	 -1.70	  0.41	 0.00e+00	Simbad	135.84487763	+39.82082860
    1283	1039568040536200704	135.87849458	+60.38401544	 11.4511	 -2.71	  0.79	 0.00e+00	Simbad	135.87849458	+60.38401544
    1284	 718518208664544128	135.91556344	+37.03959071	 14.6717	 -0.87	 -0.06	 0.00e+00	Simbad	135.91556344	+37.03959071
    1285	 610928865581927552	136.17550252	+16.61863574	 16.8686	  2.60	  0.35	 1.46e-02	Simbad	136.17550252	+16.61863574
    1286	 610888389810133760	136.20908450	+16.44580136	 15.9352	 -1.14	 -0.33	 0.00e+00	Simbad	136.20908450	+16.44580136
    1287	 636134890475398144	136.32548174	+18.28755661	 17.2424	  1.72	  0.39	 0.00e+00	Simbad	136.32548174	+18.28755661
    1288	 692427553651237504	136.38114431	+28.54322902	 15.8197	 -0.95	  0.58	 0.00e+00	Simbad	136.38114431	+28.54322902
    1289	1043487047871411456	136.40296730	+63.51879362	 15.6940	 -2.16	  0.47	 0.00e+00	Simbad	136.40296730	+63.51879362
    1290	 611226283477230976	136.43530684	+17.09748349	 10.2023	 -0.96	  1.27	 0.00e+00	Simbad	136.43530684	+17.09748349
    1291	 610861314336282496	136.55794248	+16.40511288	 16.0822	 -0.90	 -0.36	 0.00e+00	Simbad	136.55794248	+16.40511288
    1292	 691875427015788160	136.55858243	+26.17182102	 16.7110	  0.87	 -0.26	 0.00e+00	Simbad	136.55858243	+26.17182102
    1293	 611238962220667264	136.62276633	+17.33672196	 16.0595	 -0.05	  0.22	 0.00e+00	Simbad	136.62276633	+17.33672196
    1294	 611283011405161728	136.65931910	+17.65910639	 15.7055	  2.11	  0.24	 5.72e-04	Simbad	136.65931910	+17.65910639
    1295	 685342713039092864	136.66162460	+22.03951453	 16.4254	  0.70	 -0.37	 0.00e+00	Simbad	136.66162460	+22.03951453
    1296	 611340426527962368	136.72015139	+17.90327694	 13.7359	 -0.31	  0.08	 0.00e+00	Simbad	136.72015139	+17.90327694
    1297	 687156151310669568	136.72268452	+23.16404186	 14.2226	 -0.70	  0.37	 0.00e+00	Simbad	136.72268452	+23.16404186
    1298	 714983691098578560	136.75664768	+34.72826598	 13.7372	 -0.87	  0.34	 0.00e+00	Simbad	136.75664768	+34.72826598
    1299	 637001790970237824	136.81735539	+20.45181748	 16.2895	 -1.46	  0.13	 0.00e+00	Simbad	136.81735539	+20.45181748
    1300	 719113319333105024	136.82631159	+38.71634034	 14.8078	 -0.29	  0.37	 1.46e-02	Simbad	136.82631159	+38.71634034
    1301	 637058175299995392	136.89924566	+20.64580102	 18.0147	  2.38	 -0.48	 0.00e+00	Simbad	136.89924566	+20.64580102
    1302	1012397085285250304	136.98957262	+47.89027608	 17.2571	 -2.11	  1.84	 5.61e-01	Simbad	136.98957262	+47.89027608
    1303	1023881037561465600	137.12639939	+54.78201460	 17.3511	 -1.36	 -0.01	 5.72e-04	Simbad	137.12639939	+54.78201460
    1304	1036813871283902336	137.14858344	+57.51101388	 15.6371	 -0.75	 -0.01	 0.00e+00	Simbad	137.14858344	+57.51101388
    1305	 685386723567407872	137.20601268	+22.53917123	 17.0787	  0.14	  0.82	 0.00e+00	Simbad	137.20601268	+22.53917123
    1306	 688808167531521536	137.50819273	+25.78399254	 14.9110	  1.70	  0.71	 0.00e+00	Simbad	137.50819273	+25.78399254
    1307	 816914874327228032	137.56401162	+42.45193226	 17.8670	 -0.94	  0.25	 0.00e+00	Simbad	137.56401162	+42.45193226
    1308	 687239267517574016	137.63974745	+23.55344238	 11.2809	 -0.63	  0.71	 0.00e+00	Simbad	137.63974745	+23.55344238
    1309	 590504921699792512	137.68311990	+09.13736254	 13.5133	 -3.45	  0.47	 5.61e-01	Simbad	137.68311990	+09.13736254
    1310	 687234938190561792	137.94780852	+23.62097822	 17.2740	 -0.37	  0.60	 0.00e+00	Simbad	137.94780852	+23.62097822
    1311	 715745034180863360	137.95185927	+37.22149250	 16.8584	 -0.72	  0.27	 0.00e+00	Simbad	137.95185927	+37.22149250
    1312	1011089697240335488	138.00818206	+45.60103444	 12.4606	 -1.26	  0.03	 4.70e-05	Simbad	138.00818206	+45.60103444
    1313	 635955704439525248	138.14925228	+19.68135139	 14.2602	 -0.29	 -0.60	 0.00e+00	Simbad	138.14925228	+19.68135139
    1314	 605770605563914880	138.16253441	+12.40610900	 17.7403	 -4.49	  0.69	 5.61e-01	Simbad	138.16253441	+12.40610900
    1315	1040135427191905920	138.17243503	+61.98418468	 16.7703	 -2.69	  0.23	 0.00e+00	Simbad	138.17243503	+61.98418468
    1316	1038468567563997696	138.27173157	+59.06117552	 16.9921	 -2.62	  0.52	 0.00e+00	Simbad	138.27173157	+59.06117552
    1317	1117911065810160640	138.33538431	+70.01694381	 16.8520	 -3.69	 -0.40	 5.61e-01	Simbad	138.33538431	+70.01694381
    1318	1013177528086624128	138.35740307	+50.03913537	 17.7633	 -1.71	  0.41	 1.14e-01	Simbad	138.35740307	+50.03913537
    1319	1024529951283561600	138.42591855	+56.80095278	 17.8261	 -2.36	  0.82	 0.00e+00	Simbad	138.42591855	+56.80095278
    1320	1011925875833594240	138.65644849	+47.76608852	 15.4847	 -3.80	  0.16	 1.14e-01	Simbad	138.65644849	+47.76608852
    1321	 688743296345167360	138.69030518	+26.16956190	 17.1826	 -2.42	  0.26	 0.00e+00	Simbad	138.69030518	+26.16956190
    1322	 695181314883244416	138.88720031	+27.91590102	 10.2880	  1.07	 -0.10	 5.61e-01	Simbad	138.88720031	+27.91590102
    1323	 638456200039611904	138.92806306	+21.11989202	 18.4025	 -1.89	  0.64	 0.00e+00	Simbad	138.92806306	+21.11989202
    1324	 812102964767456896	139.06355137	+38.69099881	 18.0995	  0.53	  0.21	 1.14e-01	Simbad	139.06355137	+38.69099881
    1325	 695216327456621568	139.21183510	+28.22974732	 10.8003	 -0.43	  0.53	 0.00e+00	Simbad	139.21183510	+28.22974732
    1326	 687396978716486912	139.22147065	+23.94926676	 17.3364	 -1.40	  0.39	 0.00e+00	Simbad	139.22147065	+23.94926676
    1327	 687810532527911168	139.23101829	+24.96934998	 13.2931	 -0.71	  0.93	 5.72e-04	Simbad	139.23101829	+24.96934998
    1328	1043327167712720640	139.27428160	+63.23731719	 15.6141	 -3.06	 -0.16	 0.00e+00	Simbad	139.27428160	+63.23731719
    1329	 815718335093958784	139.30996685	+40.43432565	 10.5208	  0.91	  0.58	 1.14e-01	Simbad	139.30996685	+40.43432565
    1330	 632172628525953792	139.34096520	+17.93672418	 18.2753	  1.43	  0.27	 0.00e+00	Simbad	139.34096520	+17.93672418
    1331	1040290836288247936	139.35939395	+62.85379343	 15.9656	 -2.77	  0.27	 0.00e+00	Simbad	139.35939395	+62.85379343
    1332	 818655439889668992	139.40619924	+44.60361110	 15.9927	 -1.45	  0.06	 0.00e+00	Simbad	139.40619924	+44.60361110
    1333	 714425551508082176	139.55269631	+34.80486885	 15.7275	 -0.19	  0.02	 0.00e+00	Simbad	139.55269631	+34.80486885
    1334	1039012310423826432	139.77725436	+60.28379139	 17.8591	 -2.34	  0.08	 0.00e+00	Simbad	139.77725436	+60.28379139
    1335	 631903042018477440	139.92014932	+17.34643977	 12.3596	 -0.99	  0.62	 0.00e+00	Simbad	139.92014932	+17.34643977
    1336	 714632495916248832	140.01219152	+35.86469574	 18.0741	 -1.14	  0.20	 0.00e+00	Simbad	140.01219152	+35.86469574
    1337	 695538037687153280	140.04932181	+28.25073176	 16.6482	 -0.01	  0.33	 0.00e+00	Simbad	140.04932181	+28.25073176
    1338	 818686569812748032	140.35992967	+44.68178613	 16.9647	 -0.18	  0.03	 1.00e-06	Simbad	140.35992967	+44.68178613
    1339	 632738395977951488	140.47450968	+19.04204248	 12.6361	 -0.03	 -0.09	 0.00e+00	Simbad	140.47450968	+19.04204248
    1340	 694011365791696128	140.66175762	+26.56618747	 12.3411	 -1.18	  0.52	 0.00e+00	Simbad	140.66175762	+26.56618747
    1341	1019858955307074816	140.66411354	+52.56624231	 12.9087	 -2.29	  0.68	 5.61e-01	Simbad	140.66411354	+52.56624231
    1342	 632625425453739904	140.75585399	+18.47764479	 14.5554	 -0.56	  0.31	 0.00e+00	Simbad	140.75585399	+18.47764479
    1343	 814395622606550144	140.84295905	+41.66297645	 17.2264	 -4.55	  0.30	 1.14e-01	Simbad	140.84295905	+41.66297645
    1344	1039936312507866496	140.89978486	+61.63965967	 15.9946	 -1.41	  0.40	 0.00e+00	Simbad	140.89978486	+61.63965967
    1345	1011803280287015808	140.92821005	+48.00441537	 16.7044	 -2.56	  0.47	 1.46e-02	Simbad	140.92821005	+48.00441537
    1346	1023355883319456768	140.98673624	+55.00407045	 16.5252	 -2.45	  0.66	 1.14e-01	Simbad	140.98673624	+55.00407045
    1347	 798672090933839360	141.08506806	+35.98549496	 12.9673	 -0.63	 -0.41	 1.14e-01	Simbad	141.08506806	+35.98549496
    1348	 637487568950534656	141.13747267	+20.83994332	 17.0007	 -1.20	  0.05	 0.00e+00	Simbad	141.13747267	+20.83994332
    1349	 812482987771141888	141.27487154	+39.67896616	 15.9682	 -2.08	  0.63	 0.00e+00	Simbad	141.27487154	+39.67896616
    1350	1019917126344048512	141.35090289	+53.29303683	 16.9309	 -1.11	  0.30	 0.00e+00	Simbad	141.35090289	+53.29303683
    1351	1069522040107779200	141.53852334	+68.67458124	 14.9325	 -4.01	 -0.37	 5.72e-04	Simbad	141.53852334	+68.67458124
    1352	 645665255401651712	141.56060129	+25.43714549	  9.7375	 -5.30	  0.08	 5.61e-01	Simbad	141.56060129	+25.43714549
    1353	 701217290122550912	141.64490795	+32.90076959	 16.4871	 -3.43	 -0.05	 1.14e-01	Simbad	141.64490795	+32.90076959
    1354	 825640117568825472	141.80597315	+47.94975649	 17.5985	 -3.48	  0.37	 1.46e-02	Simbad	141.80597315	+47.94975649
    1355	1067506291696842240	141.88754645	+64.57310921	 17.9907	 -1.11	  0.63	 0.00e+00	Simbad	141.88754645	+64.57310921
    1356	 694228966013752448	141.93884318	+26.79499584	 15.0830	 -1.14	  0.51	 0.00e+00	Simbad	141.93884318	+26.79499584
    1357	 814027080053780096	141.95789123	+40.32263222	 10.1865	 -3.83	  0.41	 1.14e-01	Simbad	141.95789123	+40.32263222
    1358	 814027041396518144	141.97458894	+40.32156304	 12.3668	 -2.80	  0.26	 1.14e-01	Simbad	141.97458894	+40.32156304
    1359	 811242635574891904	141.98648773	+37.73894209	 16.9829	 -2.09	  0.41	 0.00e+00	Simbad	141.98648773	+37.73894209
    1360	1067612257128581760	142.25432681	+65.37817771	 18.6099	 -2.82	  1.14	 5.61e-01	Simbad	142.25432681	+65.37817771
    1361	 818089328840449664	142.65929807	+44.76928631	  7.3126	 -1.63	 -0.34	 4.70e-05	Simbad	142.65929807	+44.76928631
    1362	 797419266153118336	142.76984854	+33.58797487	 14.3629	 -0.89	  0.11	 0.00e+00	Simbad	142.76984854	+33.58797487
    1363	 811467343967799424	142.84909635	+38.95242613	 18.3471	 -1.83	  0.08	 0.00e+00	Simbad	142.84909635	+38.95242613
    1364	1038816524338469888	142.87396684	+60.27411704	 12.6441	 -2.08	  0.36	 0.00e+00	Simbad	142.87396684	+60.27411704
    1365	 825418570271868672	142.95913549	+47.89897904	 16.8542	 -0.63	  0.26	 4.70e-05	Simbad	142.95913549	+47.89897904
    1366	 799334031293053952	143.24990133	+37.94665415	  9.9177	  0.04	 -2.30	 5.61e-01	Simbad	143.24990133	+37.94665415
    1367	 815106525593050368	143.26215048	+44.27811035	 18.1216	 -0.35	  0.30	 1.00e-06	Simbad	143.26215048	+44.27811035
    1368	 646136563637486720	143.60836865	+26.23909207	 15.6642	 -0.38	  0.15	 0.00e+00	Simbad	143.60836865	+26.23909207
    1369	 797368963494635136	143.72500066	+34.23572250	 18.0792	  0.97	 -2.29	 5.61e-01	Simbad	143.72500066	+34.23572250
    1370	 813847894017279104	143.81779001	+42.06941094	 10.7123	  0.42	  0.42	 5.72e-04	Simbad	143.81779001	+42.06941094
    1371	 644175004829189376	143.94565237	+22.93610168	 16.7041	 -1.16	  0.49	 0.00e+00	Simbad	143.94565237	+22.93610168
    1372	 799053277871560576	144.02959327	+37.27233315	 17.1155	 -1.75	  1.11	 1.14e-01	Simbad	144.02959327	+37.27233315
    1373	 647706842335913856	144.04555076	+27.17876673	 11.6401	 -0.97	  0.66	 1.00e-06	Simbad	144.04555076	+27.17876673
    1374	 826188258475377536	144.26825213	+49.76555958	 19.8721	 -1.28	  1.73	 5.61e-01	Simbad	144.26825213	+49.76555958
    1375	 814730320819050624	144.36409222	+42.72758917	 14.7368	 -2.56	  0.34	 4.70e-05	Simbad	144.36409222	+42.72758917
    1376	 797337971012174464	144.39001255	+34.31873264	 17.5062	 -0.47	  0.24	 0.00e+00	Simbad	144.39001255	+34.31873264
    1377	1062988192259470208	144.44382914	+61.79035594	 16.3722	 -1.60	  1.03	 1.14e-01	Simbad	144.44382914	+61.79035594
    1378	 794228174172315392	145.42411646	+33.45994104	 16.4285	 -0.81	  0.16	 0.00e+00	Simbad	145.42411646	+33.45994104
    1379	1050812333636973568	145.54822971	+60.56207231	 18.0278	 -1.79	  0.68	 0.00e+00	Simbad	145.54822971	+60.56207231
    1380	 641540811192024960	145.64145074	+23.38914010	  9.6032	 -0.95	  0.37	 1.00e-06	Simbad	145.64145074	+23.38914010
    1381	1025403139610393728	146.24244389	+57.88440769	 17.1612	 -2.23	  0.21	 0.00e+00	Simbad	146.24244389	+57.88440769
    1382	1020532234380320000	146.78037583	+53.47267024	 12.9726	 -1.26	  1.53	 5.61e-01	Simbad	146.78037583	+53.47267024
    1383	 627522385830328320	147.10982466	+19.67164582	 11.1262	 -6.08	 -0.06	 5.61e-01	Simbad	147.10982466	+19.67164582
    1384	1020636791064112896	147.67469829	+53.11686395	  8.9355	 -2.83	  1.12	 5.61e-01	Simbad	147.67469829	+53.11686395
    1385	 643106206512212992	147.92910808	+24.49367189	 16.8171	 -6.42	 -0.66	 5.61e-01	Simbad	147.92910808	+24.49367189
    1386	 646992292921561088	148.07833027	+26.88299003	 17.0712	 -5.78	 -0.39	 5.61e-01	Simbad	148.07833027	+26.88299003
    1387	 744267980711782144	148.25950970	+29.36166077	 12.5903	 -4.70	 -0.38	 5.61e-01	Simbad	148.25950970	+29.36166077
    1388	 643060821593008512	148.28743992	+24.44430332	 15.8838	 -5.14	 -0.05	 5.61e-01	Simbad	148.28743992	+24.44430332
    1389	1066546521124460928	148.45081757	+66.23463330	 16.1336	 -2.65	  0.00	 0.00e+00	Simbad	148.45081757	+66.23463330
    1390	 827388482791846912	149.83030509	+51.76815702	 16.0686	 -2.39	  1.57	 5.61e-01	Simbad	149.83030509	+51.76815702
    1391	 795971514280607232	150.20391672	+36.65597068	 19.3157	  0.41	 -1.95	 5.61e-01	Simbad	150.20391672	+36.65597068
    1392	 801870222364527616	152.12096177	+37.08939451	 17.2004	 -2.52	  0.38	 1.14e-01	Simbad	152.12096177	+37.08939451
    1393	 753352248859852672	153.09689461	+35.28485023	 13.9714	  0.86	 -1.74	 5.61e-01	Simbad	153.09689461	+35.28485023

